model,n_curves,median_max_dK_pct,p90_max_dK_pct,median_max_dR_pct,p90_max_dR_pct,median_max_dr_pct
M0,75,14.44899125873425,23.690618568903922,14.671995911943785,23.40507136738877,0.321465316650331
M2g,75,14.534434990688775,23.26870817014472,15.341167137218138,24.670742426930715,1.1718248087510919
