arm,n,pct_M1_preferred,median_tlag_hat,pct_M2g_preferred,median_Nmax_hat
lag,108,100,14.999998493370796,100,14.490693414535682
none,108,0.9259259259259258,0.040831564475550544,1.8518518518518516,319.84915410701444
saturating,108,17.142857142857142,0.44494067952314803,47.22222222222222,4.84768385699942
