model,n,curves_AIC_better,curves_BIC_better,median_dAIC,median_dBIC,median_rss_reduction_pct,median_dR_pct,median_dr_pct,median_dK_pct
M1,75,3,2,2.00008827685474,4.58524151445738,-8.025171851971341e-5,-0.01918955654996813,-0.023045016985071415,0.3504996995486843
M2g,75,3,1,1.9903409277154651,4.485847319322147,0.01097561614048351,-0.3351474442629503,0.18174956700149175,-0.11648320021976123
M2o,75,4,1,1.9819618048152279,4.5108981766804845,0.01717775796350522,-0.194591189985862,0.07922801740015481,0.10666676650835384
M3g,75,4,1,3.919551075870686,9.166545531795919,0.07515765287796775,-1.428538297078914,0.8885695392456243,-0.07855869705706334
M3o,75,4,1,3.8887330446571013,8.921544523978127,0.12635982064335494,-0.22639716816521713,0.11920896034032218,1.156678236762697
