Taxon,Replicate,model,ds,de,is_base,r,K,Rpc,r0,K0,R0,dK_pct,dR_pct,dr_pct
Acinetobacter,R1,M0,6,-3,FALSE,0.019420878149901424,0.0017562130701699696,445.60998935888085,0.01943645650227968,0.001561543060916622,446.0850015017324,12.466515597659964,-0.10648467024276206,-0.08015016716874333
Acinetobacter,R1,M2g,6,-3,FALSE,0.01942321783216579,0.0017561231460038592,445.66576300068203,0.01944847535925706,0.0015610400636098486,446.3634663225122,12.496993955612393,-0.15630833938502345,-0.1298689312386055
Acinetobacter,R1,M0,6,0,FALSE,0.019437055021683577,0.001754623019307459,446.10063500169537,0.01943645650227968,0.001561543060916622,446.0850015017324,12.364689980274981,0.0035046011209396736,0.003079364820566204
Acinetobacter,R1,M2g,6,0,FALSE,0.019444284155334182,0.0017543173419124268,446.26533413739594,0.01944847535925706,0.0015610400636098486,446.3634663225122,12.38131440750031,-0.021984815631245744,-0.021550295565375875
Acinetobacter,R1,M0,6,3,FALSE,0.019437055021683577,0.001754623019307459,446.10063500169537,0.01943645650227968,0.001561543060916622,446.0850015017324,12.364689980274981,0.0035046011209396736,0.003079364820566204
Acinetobacter,R1,M2g,6,3,FALSE,0.019444284155334182,0.0017543173419124268,446.26533413739594,0.01944847535925706,0.0015610400636098486,446.3634663225122,12.38131440750031,-0.021984815631245744,-0.021550295565375875
Acinetobacter,R1,M0,6,6,FALSE,0.019437055021683577,0.001754623019307459,446.10063500169537,0.01943645650227968,0.001561543060916622,446.0850015017324,12.364689980274981,0.0035046011209396736,0.003079364820566204
Acinetobacter,R1,M2g,6,6,FALSE,0.019444284155334182,0.0017543173419124268,446.26533413739594,0.01944847535925706,0.0015610400636098486,446.3634663225122,12.38131440750031,-0.021984815631245744,-0.021550295565375875
Acinetobacter,R2,M0,-6,-6,FALSE,0.014233717711747702,0.0021729004372618116,396.6616669212069,0.01419457550388129,0.00217763559219332,363.01950926416487,-0.2174447804069445,9.267313959305989,0.275754691330568
Acinetobacter,R2,M2g,-6,-6,FALSE,0.014242835822494132,0.0021725268534232463,396.92471365659014,0.014432402862346587,0.0021667830467546564,368.40459390022664,0.2650845305990739,7.741521204832607,-1.3134821807602488
Acinetobacter,R2,M0,-6,-3,FALSE,0.014192788552162057,0.0021778370387449497,395.2265765842466,0.01419457550388129,0.00217763559219332,363.01950926416487,0.009250700730281418,8.87199351499454,-0.012588976110940902
Acinetobacter,R2,M2g,-6,-3,FALSE,0.014503778697120707,0.0021643784704033515,403.95778224032284,0.014432402862346587,0.0021667830467546564,368.40459390022664,-0.11097448611232279,9.650582248093494,0.49455267743624204
Acinetobacter,R2,M0,-6,0,FALSE,0.01419457550388129,0.00217763559219332,395.29172253261015,0.01419457550388129,0.00217763559219332,363.01950926416487,0,8.889939092766827,0
Acinetobacter,R2,M2g,-6,0,FALSE,0.014432402862346587,0.0021667830467546564,401.7283811005482,0.014432402862346587,0.0021667830467546564,368.40459390022664,0,9.045432047285074,0
Acinetobacter,R2,M0,-6,3,FALSE,0.01419457550388129,0.00217763559219332,395.29172253261015,0.01419457550388129,0.00217763559219332,363.01950926416487,0,8.889939092766827,0
Acinetobacter,R2,M2g,-6,3,FALSE,0.014432402862346587,0.0021667830467546564,401.7283811005482,0.014432402862346587,0.0021667830467546564,368.40459390022664,0,9.045432047285074,0
Acinetobacter,R2,M0,-6,6,FALSE,0.01419457550388129,0.00217763559219332,395.29172253261015,0.01419457550388129,0.00217763559219332,363.01950926416487,0,8.889939092766827,0
Acinetobacter,R2,M2g,-6,6,FALSE,0.014432402862346587,0.0021667830467546564,401.7283811005482,0.014432402862346587,0.0021667830467546564,368.40459390022664,0,9.045432047285074,0
Acinetobacter,R2,M0,-3,-6,FALSE,0.014233717711747702,0.0021729004372618116,380.0802975813967,0.01419457550388129,0.00217763559219332,363.01950926416487,-0.2174447804069445,4.699689102608776,0.275754691330568
Acinetobacter,R2,M2g,-3,-6,FALSE,0.014242835822494132,0.0021725268534232463,380.32194476354465,0.014432402862346587,0.0021667830467546564,368.40459390022664,0.2650845305990739,3.2348540329400803,-1.3134821807602488
Acinetobacter,R2,M0,-3,-3,FALSE,0.014192788552162057,0.0021778370387449497,378.7517004301559,0.01419457550388129,0.00217763559219332,363.01950926416487,0.009250700730281418,4.3337040474436055,-0.012588976110940902
Acinetobacter,R2,M2g,-3,-3,FALSE,0.014503778697120707,0.0021643784704033515,386.7579468470037,0.014432402862346587,0.0021667830467546564,368.40459390022664,-0.11097448611232279,4.981846928800143,0.49455267743624204
Acinetobacter,R2,M0,-3,0,FALSE,0.01419457550388129,0.00217763559219332,378.8121000311032,0.01419457550388129,0.00217763559219332,363.01950926416487,0,4.350342161761418,0
Acinetobacter,R2,M2g,-3,0,FALSE,0.014432402862346587,0.0021667830467546564,384.7058370983508,0.014432402862346587,0.0021667830467546564,368.40459390022664,0,4.424820826892009,0
Acinetobacter,R2,M0,-3,3,FALSE,0.01419457550388129,0.00217763559219332,378.8121000311032,0.01419457550388129,0.00217763559219332,363.01950926416487,0,4.350342161761418,0
Acinetobacter,R2,M2g,-3,3,FALSE,0.014432402862346587,0.0021667830467546564,384.7058370983508,0.014432402862346587,0.0021667830467546564,368.40459390022664,0,4.424820826892009,0
Acinetobacter,R2,M0,-3,6,FALSE,0.01419457550388129,0.00217763559219332,378.8121000311032,0.01419457550388129,0.00217763559219332,363.01950926416487,0,4.350342161761418,0
Acinetobacter,R2,M2g,-3,6,FALSE,0.014432402862346587,0.0021667830467546564,384.7058370983508,0.014432402862346587,0.0021667830467546564,368.40459390022664,0,4.424820826892009,0
Acinetobacter,R2,M0,0,-6,FALSE,0.014233717711747702,0.0021729004372618116,364.1920675895783,0.01419457550388129,0.00217763559219332,363.01950926416487,-0.2174447804069445,0.32300146286633236,0.275754691330568
Acinetobacter,R2,M2g,0,-6,FALSE,0.014242835822494132,0.0021725268534232463,364.4136449358703,0.014432402862346587,0.0021667830467546564,368.40459390022664,0.2650845305990739,-1.0833059713248814,-1.3134821807602488
Acinetobacter,R2,M0,0,-3,FALSE,0.014192788552162057,0.0021778370387449497,362.96357349884886,0.01419457550388129,0.00217763559219332,363.01950926416487,0.009250700730281418,-0.015408473618783934,-0.012588976110940902
Acinetobacter,R2,M2g,0,-3,FALSE,0.014503778697120707,0.0021643784704033515,370.29045119452735,0.014432402862346587,0.0021667830467546564,368.40459390022664,-0.11097448611232279,0.5118984197063092,0.49455267743624204
Acinetobacter,R2,M0,0,0,TRUE,0.01419457550388129,0.00217763559219332,363.01950926416487,0.01419457550388129,0.00217763559219332,363.01950926416487,0,0,0
Acinetobacter,R2,M2g,0,0,TRUE,0.014432402862346587,0.0021667830467546564,368.40459390022664,0.014432402862346587,0.0021667830467546564,368.40459390022664,0,0,0
Acinetobacter,R2,M0,0,3,FALSE,0.01419457550388129,0.00217763559219332,363.01950926416487,0.01419457550388129,0.00217763559219332,363.01950926416487,0,0,0
Acinetobacter,R2,M2g,0,3,FALSE,0.014432402862346587,0.0021667830467546564,368.40459390022664,0.014432402862346587,0.0021667830467546564,368.40459390022664,0,0,0
Acinetobacter,R2,M0,0,6,FALSE,0.01419457550388129,0.00217763559219332,363.01950926416487,0.01419457550388129,0.00217763559219332,363.01950926416487,0,0,0
Acinetobacter,R2,M2g,0,6,FALSE,0.014432402862346587,0.0021667830467546564,368.40459390022664,0.014432402862346587,0.0021667830467546564,368.40459390022664,0,0,0
Acinetobacter,R2,M0,3,-6,FALSE,0.01425663867383087,0.0022639029899586484,364.7098083597724,0.01419457550388129,0.00217763559219332,363.01950926416487,3.9615167053014537,0.4656221091350583,0.4372316025414749
Acinetobacter,R2,M2g,3,-6,FALSE,0.014431172004001156,0.0022568450466143226,368.9325244326838,0.014432402862346587,0.0021667830467546564,368.40459390022664,4.156484424897011,0.14330183206133945,-0.008528436720970919
Acinetobacter,R2,M0,3,-3,FALSE,0.014210978973841448,0.002269458247630644,363.35807021273945,0.01419457550388129,0.00217763559219332,363.01950926416487,4.216621723418852,0.09326246659878962,0.11556153937588497
Acinetobacter,R2,M2g,3,-3,FALSE,0.014735644147190889,0.002247033585336063,375.67028753446317,0.014432402862346587,0.0021667830467546564,368.40459390022664,3.703672072827198,1.9722049492695148,2.1011143309714777
Acinetobacter,R2,M0,3,0,FALSE,0.014210929271748593,0.002269488367375974,363.36045454245624,0.01419457550388129,0.00217763559219332,363.01950926416487,4.218004863253532,0.09391927144148886,0.11521139087837633
Acinetobacter,R2,M2g,3,0,FALSE,0.014630979983929034,0.0022505313652242424,372.8215284984452,0.014432402862346587,0.0021667830467546564,368.40459390022664,3.865099396777253,1.198935808985811,1.3759117139151174
Acinetobacter,R2,M0,3,3,FALSE,0.014210929271748593,0.002269488367375974,363.36045454245624,0.01419457550388129,0.00217763559219332,363.01950926416487,4.218004863253532,0.09391927144148886,0.11521139087837633
Acinetobacter,R2,M2g,3,3,FALSE,0.014630979983929034,0.0022505313652242424,372.8215284984452,0.014432402862346587,0.0021667830467546564,368.40459390022664,3.865099396777253,1.198935808985811,1.3759117139151174
Acinetobacter,R2,M0,3,6,FALSE,0.014210929271748593,0.002269488367375974,363.36045454245624,0.01419457550388129,0.00217763559219332,363.01950926416487,4.218004863253532,0.09391927144148886,0.11521139087837633
Acinetobacter,R2,M2g,3,6,FALSE,0.014630979983929034,0.0022505313652242424,372.8215284984452,0.014432402862346587,0.0021667830467546564,368.40459390022664,3.865099396777253,1.198935808985811,1.3759117139151174
Acinetobacter,R2,M0,6,-6,FALSE,0.01425185470824798,0.002363626718056511,364.6024078195364,0.01419457550388129,0.00217763559219332,363.01950926416487,8.540966474370517,0.4360367735001422,0.4035288293829461
Acinetobacter,R2,M2g,6,-6,FALSE,0.014403885610009139,0.0023575704366859697,368.23972047508175,0.014432402862346587,0.0021667830467546564,368.40459390022664,8.805098886899133,-0.04475335755165473,-0.19759185361883405
Acinetobacter,R2,M0,6,-3,FALSE,0.014204092893808582,0.0023694930644350956,363.2102100605988,0.01419457550388129,0.00217763559219332,363.01950926416487,8.81035711069254,0.05253183136644025,0.06704948608494853
Acinetobacter,R2,M2g,6,-3,FALSE,0.01473584568982834,0.0023470673098847507,375.55681136949846,0.014432402862346587,0.0021667830467546564,368.40459390022664,8.320365225310338,1.9414028998804562,2.10251079030935
Acinetobacter,R2,M0,6,0,FALSE,0.014204757272346314,0.002369434519907397,363.23308940847073,0.01419457550388129,0.00217763559219332,363.01950926416487,8.807668666036868,0.05883434329432849,0.07172999616818365
Acinetobacter,R2,M2g,6,0,FALSE,0.014622977865236633,0.002350782153619363,372.55106420099065,0.014432402862346587,0.0021667830467546564,368.40459390022664,8.4918103425396,1.1255207913848593,1.3204662086259147
Acinetobacter,R2,M0,6,3,FALSE,0.014204757272346314,0.002369434519907397,363.23308940847073,0.01419457550388129,0.00217763559219332,363.01950926416487,8.807668666036868,0.05883434329432849,0.07172999616818365
Acinetobacter,R2,M2g,6,3,FALSE,0.014622977865236633,0.002350782153619363,372.55106420099065,0.014432402862346587,0.0021667830467546564,368.40459390022664,8.4918103425396,1.1255207913848593,1.3204662086259147
Acinetobacter,R2,M0,6,6,FALSE,0.014204757272346314,0.002369434519907397,363.23308940847073,0.01419457550388129,0.00217763559219332,363.01950926416487,8.807668666036868,0.05883434329432849,0.07172999616818365
Acinetobacter,R2,M2g,6,6,FALSE,0.014622977865236633,0.002350782153619363,372.55106420099065,0.014432402862346587,0.0021667830467546564,368.40459390022664,8.4918103425396,1.1255207913848593,1.3204662086259147
Acinetobacter,R3,M0,-6,-6,FALSE,0.0149331702499878,0.0024076520269366835,511.6637330476316,0.014944084683788508,0.002406378759503797,468.2192560556103,0.05291217884374684,9.27866089020085,-0.07303514421694896
Acinetobacter,R3,M2g,-6,-6,FALSE,0.014945375761323928,0.002407330768762821,512.1844337768089,0.014960769105110428,0.002405875248943757,468.78908448108695,0.060498557425315624,9.256902673780726,-0.10289139333914174
Acinetobacter,R3,M0,-6,-3,FALSE,0.014890951603039628,0.002411683175311603,509.629120257639,0.014944084683788508,0.002406378759503797,468.2192560556103,0.22043145896532745,8.84411814902172,-0.35554590243000594
Acinetobacter,R3,M2g,-6,-3,FALSE,0.01491045527286219,0.002411133274700442,510.4364524218463,0.014960769105110428,0.002405875248943757,468.78908448108695,0.2185493931571527,8.884031074840351,-0.3363051183715579
Acinetobacter,R3,M0,-6,0,FALSE,0.014944084683788508,0.002406378759503797,512.1416209223345,0.014944084683788508,0.002406378759503797,468.2192560556103,0,9.38072586692324,0
Acinetobacter,R3,M2g,-6,0,FALSE,0.014960769105110428,0.002405875248943757,512.8162370738161,0.014960769105110428,0.002405875248943757,468.78908448108695,0,9.391676139700172,0
Acinetobacter,R3,M0,-6,3,FALSE,0.014944084683788508,0.002406378759503797,512.1416209223345,0.014944084683788508,0.002406378759503797,468.2192560556103,0,9.38072586692324,0
Acinetobacter,R3,M2g,-6,3,FALSE,0.014960769105110428,0.002405875248943757,512.8162370738161,0.014960769105110428,0.002405875248943757,468.78908448108695,0,9.391676139700172,0
Acinetobacter,R3,M0,-6,6,FALSE,0.014944084683788508,0.002406378759503797,512.1416209223345,0.014944084683788508,0.002406378759503797,468.2192560556103,0,9.38072586692324,0
Acinetobacter,R3,M2g,-6,6,FALSE,0.014960769105110428,0.002405875248943757,512.8162370738161,0.014960769105110428,0.002405875248943757,468.78908448108695,0,9.391676139700172,0
Acinetobacter,R3,M0,-3,-6,FALSE,0.0149331702499878,0.0024076520269366835,489.2473193347742,0.014944084683788508,0.002406378759503797,468.2192560556103,0.05291217884374684,4.491071865841079,-0.07303514421694896
Acinetobacter,R3,M2g,-3,-6,FALSE,0.014945375761323928,0.002407330768762821,489.72727528818166,0.014960769105110428,0.002405875248943757,468.78908448108695,0.060498557425315624,4.466441625933262,-0.10289139333914174
Acinetobacter,R3,M0,-3,-3,FALSE,0.014890951603039628,0.002411683175311603,487.36356820572036,0.014944084683788508,0.002406378759503797,468.2192560556103,0.22043145896532745,4.088749427220546,-0.35554590243000594
Acinetobacter,R3,M2g,-3,-3,FALSE,0.01491045527286219,0.002411133274700442,488.1070677833208,0.014960769105110428,0.002405875248943757,468.78908448108695,0.2185493931571527,4.120826175724074,-0.3363051183715579
Acinetobacter,R3,M0,-3,0,FALSE,0.014944084683788508,0.002406378759503797,489.6882362721917,0.014944084683788508,0.002406378759503797,468.2192560556103,0,4.585240768916938,0
Acinetobacter,R3,M2g,-3,0,FALSE,0.014960769105110428,0.002405875248943757,490.3087336412336,0.014960769105110428,0.002405875248943757,468.78908448108695,0,4.590475732592453,0
Acinetobacter,R3,M0,-3,3,FALSE,0.014944084683788508,0.002406378759503797,489.6882362721917,0.014944084683788508,0.002406378759503797,468.2192560556103,0,4.585240768916938,0
Acinetobacter,R3,M2g,-3,3,FALSE,0.014960769105110428,0.002405875248943757,490.3087336412336,0.014960769105110428,0.002405875248943757,468.78908448108695,0,4.590475732592453,0
Acinetobacter,R3,M0,-3,6,FALSE,0.014944084683788508,0.002406378759503797,489.6882362721917,0.014944084683788508,0.002406378759503797,468.2192560556103,0,4.585240768916938,0
Acinetobacter,R3,M2g,-3,6,FALSE,0.014960769105110428,0.002405875248943757,490.3087336412336,0.014960769105110428,0.002405875248943757,468.78908448108695,0,4.590475732592453,0
Acinetobacter,R3,M0,0,-6,FALSE,0.0149331702499878,0.0024076520269366835,467.8129873511672,0.014944084683788508,0.002406378759503797,468.2192560556103,0.05291217884374684,-0.08676890136164217,-0.07303514421694896
Acinetobacter,R3,M2g,0,-6,FALSE,0.014945375761323928,0.002407330768762821,468.25476985444027,0.014960769105110428,0.002405875248943757,468.78908448108695,0.060498557425315624,-0.11397761687180084,-0.10289139333914174
Acinetobacter,R3,M0,0,-3,FALSE,0.014890951603039628,0.002411683175311603,466.0707918223628,0.014944084683788508,0.002406378759503797,468.2192560556103,0.22043145896532745,-0.4588585807740239,-0.35554590243000594
Acinetobacter,R3,M2g,0,-3,FALSE,0.01491045527286219,0.002411133274700442,466.75449703802246,0.014960769105110428,0.002405875248943757,468.78908448108695,0.2185493931571527,-0.4340091334073214,-0.3363051183715579
Acinetobacter,R3,M0,0,0,TRUE,0.014944084683788508,0.002406378759503797,468.2192560556103,0.014944084683788508,0.002406378759503797,468.2192560556103,0,0,0
Acinetobacter,R3,M2g,0,0,TRUE,0.014960769105110428,0.002405875248943757,468.78908448108695,0.014960769105110428,0.002405875248943757,468.78908448108695,0,0,0
Acinetobacter,R3,M0,0,3,FALSE,0.014944084683788508,0.002406378759503797,468.2192560556103,0.014944084683788508,0.002406378759503797,468.2192560556103,0,0,0
Acinetobacter,R3,M2g,0,3,FALSE,0.014960769105110428,0.002405875248943757,468.78908448108695,0.014960769105110428,0.002405875248943757,468.78908448108695,0,0,0
Acinetobacter,R3,M0,0,6,FALSE,0.014944084683788508,0.002406378759503797,468.2192560556103,0.014944084683788508,0.002406378759503797,468.2192560556103,0,0,0
Acinetobacter,R3,M2g,0,6,FALSE,0.014960769105110428,0.002405875248943757,468.78908448108695,0.014960769105110428,0.002405875248943757,468.78908448108695,0,0,0
Acinetobacter,R3,M0,3,-6,FALSE,0.01488550187100881,0.002524258443307609,466.1958767177131,0.014944084683788508,0.002406378759503797,468.2192560556103,4.898633822221708,-0.43214355491114076,-0.392013388703884
Acinetobacter,R3,M2g,3,-6,FALSE,0.014897961529076412,0.0025239473392371556,466.6405759882889,0.014960769105110428,0.002405875248943757,468.78908448108695,4.90765638597576,-0.4583102644500086,-0.41981515517515117
Acinetobacter,R3,M0,3,-3,FALSE,0.014846333781865896,0.0025280100205995488,464.6084358100057,0.014944084683788508,0.002406378759503797,468.2192560556103,5.054535185509725,-0.7711814921972675,-0.6541110010481472
Acinetobacter,R3,M2g,3,-3,FALSE,0.01485319281523813,0.0025278235818967094,464.84553183101013,0.014960769105110428,0.002405875248943757,468.78908448108695,5.068772082280278,-0.8412210908114502,-0.7190558795239415
Acinetobacter,R3,M0,3,0,FALSE,0.014909403832267189,0.002521678418246068,467.1129130609901,0.014944084683788508,0.002406378759503797,468.2192560556103,4.791417738662474,-0.23628737611953454,-0.23207076415286473
Acinetobacter,R3,M2g,3,0,FALSE,0.014914517708569143,0.002521525281994697,467.285326730779,0.014960769105110428,0.002405875248943757,468.78908448108695,4.806983782792276,-0.3207749071146777,-0.3091511954788866
Acinetobacter,R3,M0,3,3,FALSE,0.014909403832267189,0.002521678418246068,467.1129130609901,0.014944084683788508,0.002406378759503797,468.2192560556103,4.791417738662474,-0.23628737611953454,-0.23207076415286473
Acinetobacter,R3,M2g,3,3,FALSE,0.014914517708569143,0.002521525281994697,467.285326730779,0.014960769105110428,0.002405875248943757,468.78908448108695,4.806983782792276,-0.3207749071146777,-0.3091511954788866
Acinetobacter,R3,M0,3,6,FALSE,0.014909403832267189,0.002521678418246068,467.1129130609901,0.014944084683788508,0.002406378759503797,468.2192560556103,4.791417738662474,-0.23628737611953454,-0.23207076415286473
Acinetobacter,R3,M2g,3,6,FALSE,0.014914517708569143,0.002521525281994697,467.285326730779,0.014960769105110428,0.002405875248943757,468.78908448108695,4.806983782792276,-0.3207749071146777,-0.3091511954788866
Acinetobacter,R3,M0,6,-6,FALSE,0.01481609713869909,0.0026487713750253487,463.88216526566043,0.014944084683788508,0.002406378759503797,468.2192560556103,10.072920339919138,-0.9262948359891332,-0.8564428521223502
Acinetobacter,R3,M2g,6,-6,FALSE,0.014817742297641453,0.002648729635511477,463.9400869844068,0.014960769105110428,0.002405875248943757,468.78908448108695,10.09422191255924,-1.034366553574436,-0.9560123979195579
