Taxon,Replicate,model,ds,de,is_base,r,K,Rpc,r0,K0,R0,dK_pct,dR_pct,dr_pct
Acinetobacter,R1,M0,-6,-6,FALSE,0.01939997963784156,0.0015648423966428031,499.8346361423182,0.01943645650227968,0.001561543060916622,446.0850015017324,0.2112868872309113,12.0491911764886,-0.18767240023326273
Acinetobacter,R1,M2g,-6,-6,FALSE,0.019427966935845212,0.0015637894957992587,500.7177319384905,0.01944847535925706,0.0015610400636098486,446.3634663225122,0.17612822716748153,12.177131355258716,-0.10545003159894531
Acinetobacter,R1,M0,-6,-3,FALSE,0.019421908716272248,0.0015629057414212237,500.70732000939825,0.01943645650227968,0.001561543060916622,446.0850015017324,0.08726499695767327,12.24482292024645,-0.07484793334488017
Acinetobacter,R1,M2g,-6,-3,FALSE,0.019433667318835484,0.0015624393156661372,501.0636829370228,0.01944847535925706,0.0015610400636098486,446.3634663225122,0.08963588372311855,12.254635681807331,-0.07613985234338211
Acinetobacter,R1,M0,-6,0,FALSE,0.01943645650227968,0.001561543060916622,501.2616695267871,0.01943645650227968,0.001561543060916622,446.0850015017324,0,12.369092849861358,0
Acinetobacter,R1,M2g,-6,0,FALSE,0.01944847535925706,0.0015610400636098486,501.6107493426984,0.01944847535925706,0.0015610400636098486,446.3634663225122,0,12.37719643037906,0
Acinetobacter,R1,M0,-6,3,FALSE,0.01943645650227968,0.001561543060916622,501.2616695267871,0.01943645650227968,0.001561543060916622,446.0850015017324,0,12.369092849861358,0
Acinetobacter,R1,M2g,-6,3,FALSE,0.01944847535925706,0.0015610400636098486,501.6107493426984,0.01944847535925706,0.0015610400636098486,446.3634663225122,0,12.37719643037906,0
Acinetobacter,R1,M0,-6,6,FALSE,0.01943645650227968,0.001561543060916622,501.2616695267871,0.01943645650227968,0.001561543060916622,446.0850015017324,0,12.369092849861358,0
Acinetobacter,R1,M2g,-6,6,FALSE,0.01944847535925706,0.0015610400636098486,501.6107493426984,0.01944847535925706,0.0015610400636098486,446.3634663225122,0,12.37719643037906,0
Acinetobacter,R1,M0,-3,-6,FALSE,0.01939997963784156,0.0015648423966428031,471.57463257674624,0.01943645650227968,0.001561543060916622,446.0850015017324,0.2112868872309113,5.714074893619767,-0.18767240023326273
Acinetobacter,R1,M2g,-3,-6,FALSE,0.019427966935845212,0.0015637894957992587,472.36813669080976,0.01944847535925706,0.0015610400636098486,446.3634663225122,0.17612822716748153,5.825895784559653,-0.10545003159894531
Acinetobacter,R1,M0,-3,-3,FALSE,0.019421908716272248,0.0015629057414212237,472.36689929262934,0.01943645650227968,0.001561543060916622,446.0850015017324,0.08726499695767327,5.891679321748028,-0.07484793334488017
Acinetobacter,R1,M2g,-3,-3,FALSE,0.019433667318835484,0.0015624393156661372,472.68641711428666,0.01944847535925706,0.0015610400636098486,446.3634663225122,0.08963588372311855,5.897200998245515,-0.07613985234338211
Acinetobacter,R1,M0,-3,0,FALSE,0.01943645650227968,0.001561543060916622,472.86923414789595,0.01943645650227968,0.001561543060916622,446.0850015017324,0,6.00428899335221,0
Acinetobacter,R1,M2g,-3,0,FALSE,0.01944847535925706,0.0015610400636098486,473.1814797952679,0.01944847535925706,0.0015610400636098486,446.3634663225122,0,6.00811121342507,0
Acinetobacter,R1,M0,-3,3,FALSE,0.01943645650227968,0.001561543060916622,472.86923414789595,0.01943645650227968,0.001561543060916622,446.0850015017324,0,6.00428899335221,0
Acinetobacter,R1,M2g,-3,3,FALSE,0.01944847535925706,0.0015610400636098486,473.1814797952679,0.01944847535925706,0.0015610400636098486,446.3634663225122,0,6.00811121342507,0
Acinetobacter,R1,M0,-3,6,FALSE,0.01943645650227968,0.001561543060916622,472.86923414789595,0.01943645650227968,0.001561543060916622,446.0850015017324,0,6.00428899335221,0
Acinetobacter,R1,M2g,-3,6,FALSE,0.01944847535925706,0.0015610400636098486,473.1814797952679,0.01944847535925706,0.0015610400636098486,446.3634663225122,0,6.00811121342507,0
Acinetobacter,R1,M0,0,-6,FALSE,0.01939997963784156,0.0015648423966428031,444.91241304569013,0.01943645650227968,0.001561543060916622,446.0850015017324,0.2112868872309113,-0.2628621119505873,-0.18767240023326273
Acinetobacter,R1,M2g,0,-6,FALSE,0.019427966935845212,0.0015637894957992587,445.6236364885867,0.01944847535925706,0.0015610400636098486,446.3634663225122,0.17612822716748153,-0.1657460544476783,-0.10545003159894531
Acinetobacter,R1,M0,0,-3,FALSE,0.019421908716272248,0.0015629057414212237,445.63056825920785,0.01943645650227968,0.001561543060916622,446.0850015017324,0.08726499695767327,-0.10187144624784689,-0.07484793334488017
Acinetobacter,R1,M2g,0,-3,FALSE,0.019433667318835484,0.0015624393156661372,445.91627079151954,0.01944847535925706,0.0015610400636098486,446.3634663225122,0.08963588372311855,-0.10018640967124558,-0.07613985234338211
Acinetobacter,R1,M0,0,0,TRUE,0.01943645650227968,0.001561543060916622,446.0850015017324,0.01943645650227968,0.001561543060916622,446.0850015017324,0,0,0
Acinetobacter,R1,M2g,0,0,TRUE,0.01944847535925706,0.0015610400636098486,446.3634663225122,0.01944847535925706,0.0015610400636098486,446.3634663225122,0,0,0
Acinetobacter,R1,M0,0,3,FALSE,0.01943645650227968,0.001561543060916622,446.0850015017324,0.01943645650227968,0.001561543060916622,446.0850015017324,0,0,0
Acinetobacter,R1,M2g,0,3,FALSE,0.01944847535925706,0.0015610400636098486,446.3634663225122,0.01944847535925706,0.0015610400636098486,446.3634663225122,0,0,0
Acinetobacter,R1,M0,0,6,FALSE,0.01943645650227968,0.001561543060916622,446.0850015017324,0.01943645650227968,0.001561543060916622,446.0850015017324,0,0,0
Acinetobacter,R1,M2g,0,6,FALSE,0.01944847535925706,0.0015610400636098486,446.3634663225122,0.01944847535925706,0.0015610400636098486,446.3634663225122,0,0,0
Acinetobacter,R1,M0,3,-6,FALSE,0.019411321615307457,0.0016572417938055155,445.1840061981556,0.01943645650227968,0.001561543060916622,446.0850015017324,6.128472232633693,-0.20197838989063008,-0.12931825803369232
Acinetobacter,R1,M2g,3,-6,FALSE,0.019466426937310884,0.0016551678016887706,446.57463057176363,0.01944847535925706,0.0015610400636098486,446.3634663225122,6.029809245334489,0.04730769097013874,0.092303266565714
Acinetobacter,R1,M0,3,-3,FALSE,0.019433012620337337,0.0016552843210033803,445.8849789560271,0.01943645650227968,0.001561543060916622,446.0850015017324,6.003117200734271,-0.044839558611455325,-0.017718671826525693
Acinetobacter,R1,M2g,3,-3,FALSE,0.019441650985094087,0.0016549400445331213,446.0932621441126,0.01944847535925706,0.0015610400636098486,446.3634663225122,6.015219154986475,-0.06053456404614209,-0.035089507207698295
Acinetobacter,R1,M0,3,0,FALSE,0.019447015788459907,0.001653939023728943,446.31574375911805,0.01943645650227968,0.001561543060916622,446.0850015017324,5.91696541228166,0.051726073866834754,0.05432721843607206
Acinetobacter,R1,M2g,3,0,FALSE,0.019459625063761782,0.0016534081147766596,446.60561782465976,0.01944847535925706,0.0015610400636098486,446.3634663225122,5.917083957039082,0.054249848031383475,0.05732945281704765
Acinetobacter,R1,M0,3,3,FALSE,0.019447015788459907,0.001653939023728943,446.31574375911805,0.01943645650227968,0.001561543060916622,446.0850015017324,5.91696541228166,0.051726073866834754,0.05432721843607206
Acinetobacter,R1,M2g,3,3,FALSE,0.019459625063761782,0.0016534081147766596,446.60561782465976,0.01944847535925706,0.0015610400636098486,446.3634663225122,5.917083957039082,0.054249848031383475,0.05732945281704765
Acinetobacter,R1,M0,3,6,FALSE,0.019447015788459907,0.001653939023728943,446.31574375911805,0.01943645650227968,0.001561543060916622,446.0850015017324,5.91696541228166,0.051726073866834754,0.05432721843607206
Acinetobacter,R1,M2g,3,6,FALSE,0.019459625063761782,0.0016534081147766596,446.60561782465976,0.01944847535925706,0.0015610400636098486,446.3634663225122,5.917083957039082,0.054249848031383475,0.05732945281704765
Acinetobacter,R1,M0,6,-6,FALSE,0.019396253315128537,0.0017584885251207794,444.8267833272409,0.01943645650227968,0.001561543060916622,446.0850015017324,12.612233958412316,-0.28205794192939637,-0.2068442215608023
Acinetobacter,R1,M2g,6,-6,FALSE,0.01941010376309465,0.0017579676792981254,445.1726491513988,0.01944847535925706,0.0015610400636098486,446.3634663225122,12.615154490839192,-0.26678195259219317,-0.19729873655183922
