Taxon,Replicate,n,sigma,r,K,O2_0,O2_ref,t_end,min_O2_norm,min_O2_abs,O2_frac_remaining,growth_at_end,Nfold_at_end,late_slope,late_mean_sd,curvature,p_sat_growth,rss_gain_growth,p_sat_o2,rss_gain_o2
Arthrobacter,R1,98,0.0013914594500231835,0.02511080781836032,0.0016102704156605837,1.0018617114075408,6.01,97,0.3361064891846922,2.02,0.3354819186696812,2.435748358380951,11.424365034433146,3.863839598161267e-5,-0.14861324236559287,-2.09647288718348e-7,0.006687477209949844,0.07564558951476844,0.011180486443958233,0.06651971042271175
Arthrobacter,R2,107,0.0013041820111863995,0.02587640886188693,0.00136451060286592,1.0009458266947018,5.903333333333333,106,0.2354601919819311,1.39,0.23523769788766877,2.7428993393600147,15.531952277857217,1.6047067804972968e-5,-0.0882558695412104,-1.8689931400296894e-8,0.6545321332559315,0.0019515696562547773,0.5237321713252034,0.003958311363953987
Arthrobacter,R3,74,0.0012167483097619205,0.021500942908678766,0.0019942165096640836,1.002770959100506,6,73.00000000000001,0.65,3.9000000000000004,0.6482038536327931,1.5695688323335502,4.804576169217119,-2.7492984820289985e-5,0.09536159370294583,-3.182274683983314e-8,0.850243780091809,5.12779231180416e-4,0.8564785388291389,4.705222164730648e-4
Arthrobacter,R4,98,0.001255729447692879,0.0243928703356261,0.00158975003481593,1.0014040915828974,6,97,0.37166666666666665,2.23,0.37114554433184044,2.366108422555732,10.655843451271986,-2.5797246779080424e-5,0.12414217114434221,4.274200885247511e-8,1,-2.257872983375429e-4,1,-1.4443991192110279e-5
Arthrobacter,R5,76,0.0011347226043850423,0.02398857970330566,0.0020520520556274,1.0016190196011714,7.003333333333333,75.00000000000001,0.569728700618753,3.99,0.5688077896579977,1.7991434777479247,6.04446802521158,1.2113191109972034e-5,-0.0472486086689153,4.5711778918808694e-8,1,-1.2054183894736855e-4,1,-7.186919332844388e-7
Bacillus,R1,85,0.0010627408233540574,0.04065226938355063,7.600458239172639e-4,1.002512213689722,6.03,84.01000000000002,0.4527363184079602,2.73,0.4516017981882486,3.415197150912089,30.422946748056983,7.6280897301558995e-6,-0.028864575635788453,-2.3588816007475587e-7,0.4034281567595023,0.008634157822381404,0.5536809472505091,0.004347744401539169
Bacillus,R2,91,0.0016615948334652633,0.02672952707892209,0.00146826563054103,1.0008726486068946,5.926666666666667,90.01000000000002,0.4454443194600675,2.64,0.4450559420122803,2.405924732373778,11.088679603528254,4.150280567801716e-6,0.006017231253303342,3.726002070739616e-8,1,-2.005830030983126e-4,1,-4.249469413511192e-7
Bacillus,R3,107,0.0013031041551693201,0.025082432485662883,0.0012446959940323216,1.0016379592858429,5.93,106.01000000000002,0.3440134907251265,2.04,0.3434509320816919,2.6589886678051227,14.281838109851655,8.129002318823027e-6,-0.048022781430840794,-8.879522064827477e-8,0.12285973410055233,0.022956111968873635,0.1095433300597034,0.02467334831567969
Bacillus,R4,102,0.0013248934832153353,0.02733746457736678,0.00120446088806259,1.0016400930500895,6.26,101.01000000000002,0.3498402555910543,2.19,0.3492674245154838,2.7613572969598192,15.821302587316607,2.0416776142757068e-5,-0.07317640191901562,-6.6829876244498066e-9,1,-1.4904580227752165e-4,1,-1.8180347576072171e-6
Bacillus,R5,94,0.0014637006017422076,0.02273270654790027,0.00174156996159367,1.0014387192657337,5.783333333333333,93.01000000000002,0.4443804034582132,2.57,0.443741983317799,2.1143690360202045,8.284356985852854,-5.462494856920771e-6,0.0042956540602464,-1.8799692786554468e-8,0.7383010748222052,0.0012464145614597456,0.676245010271056,0.001946490811149795
Burkholderia,R1,105,0.0015407438028706112,0.0225655256203426,0.00150950058400556,1.0029313041523,6.293333333333333,104,0.37023305084745767,2.33,0.3691509571140437,2.3468146645156303,10.45222280616688,-1.0653121441156774e-5,9.651452357324143e-4,2.1403524012999965e-8,1,-5.320271980628656e-6,0.8954607411299833,1.7177757963505216e-4
Burkholderia,R2,105,0.0015890254685007868,0.01985526299343977,0.00188222696498641,1.0018054968983412,5.613333333333333,104,0.3491686460807601,1.96,0.34853935934850655,2.064947351317736,7.884882758039702,3.4815028130283745e-5,-0.14062618277118355,-6.163936736561065e-8,0.17146412283672663,0.018435491760553594,0.11713150633694715,0.0241339379650132
Burkholderia,R3,112,0.001336263927530421,0.02090622491207607,0.0014139412943838154,1.0016299171847716,6.6466666666666665,111,0.3821464393179539,2.54,0.38152458583908194,2.3205909652404437,10.181689553112193,-8.45775681101546e-6,0.0025822992591955168,-1.8075526535020467e-8,0.36026999848254726,0.007755262545264255,0.21215934321415433,0.014375709125828072
Burkholderia,R4,114,0.0015743812168286272,0.02075222150130871,0.00138522155435472,1.0009237899955028,5.76,113,0.3697916666666667,2.13,0.36945037210907755,2.3450010296478845,10.433283470151638,1.0180775875918716e-5,-0.04843976294421374,-1.749255771390968e-8,0.6238657399086405,0.0021936529545773403,0.6013023403007284,0.002490346260768158
Burkholderia,R5,107,0.0013116285977025337,0.02204622666471412,0.00130514474048356,1.00076301873485,6.056666666666667,106,0.44744083654375344,2.71,0.44709969110309616,2.3369000264596966,10.349104833558583,2.8867048988090304e-5,-0.13279375020667505,-1.8470532624290672e-8,0.8017845541123525,6.146347040649356e-4,0.8629681004989944,2.9058620715839825e-4
Buttiauxella,R1,110,0.0015544697278344261,0.021649771272688655,0.001251887044945239,1.0029244224180582,5.86,109.02,0.4488054607508532,2.63,0.44749679110294266,2.360258064148517,10.59368494999603,9.963870323889362e-6,-0.04766577905765792,-1.0038940065992706e-7,0.1027272212243272,0.024922360994545638,0.0886651721238719,0.027098839621156834
Buttiauxella,R2,101,0.0014811732960762684,0.02444709978164981,0.00154856277118677,1.0017197717617223,5.72,100,0.3374125874125874,1.9299999999999997,0.33683331099592917,2.444709978164981,11.527205972571169,-4.955553990657161e-6,0.020541264874659095,1.4831320389641186e-9,1,-1.4512047536059933e-5,0.8520998944184753,3.601353631092264e-4
Buttiauxella,R3,103,0.0012447874992220808,0.02162603228910582,0.0015003092573743699,1.000408943748628,5.87,102,0.4395229982964225,2.58,0.43934333158746836,2.2058552934887934,9.078012613476892,-1.8530749757839869e-6,2.071716029603647e-4,-2.1522312116137567e-8,0.3587798344597555,0.008513258502018223,0.3071338882094344,0.010532391547564027
Buttiauxella,R4,109,0.0016586196225627644,0.01862887955508459,0.00214837784846517,1.0021453011094312,5.8133333333333335,108,0.2545871559633027,1.48,0.2540421590376769,2.011918991949136,7.4776531439623835,-1.4275916285162038e-5,0.06535077786904421,3.88674379925708e-8,1,-2.7241837137634544e-4,1,-9.615164573695556e-4
Buttiauxella,R5,110,0.0014633798232803659,0.02164406270204685,0.0014995347831487495,1.0015444502813484,5.69,109,0.33743409490333914,1.92,0.33691374836987914,2.3592028345231064,10.582512075805209,2.531910754802307e-6,-0.02348865257119206,-5.250022756565097e-8,0.4440606441724061,0.005536835041213815,0.5125665623703958,0.004056380787980783
Chromobacterium,R1,88,0.0011725603549699582,0.025226171248009494,0.001462076854696663,1.0009404119094514,5.906666666666667,87.01000000000002,0.5383747178329571,3.18,0.5378688995141305,2.1949291602893064,8.979364938673955,1.703241658898739e-5,-0.05524128770499841,7.104314353856987e-9,0.9248428092643048,1.0656903848321297e-4,0.9381145175531512,7.218712930468093e-5
Chromobacterium,R2,98,0.0012682800192988458,0.026253420216045296,0.0011788058997616044,1.0001577615015629,6.243333333333333,97.01000000000002,0.4725040042712227,2.95,0.47242947308816574,2.5468442951585546,12.766752045823642,3.9121592892808254e-5,-0.11648820865785235,-1.326070737608009e-7,0.11930386490688415,0.025616695915412473,0.21223822766856268,0.016504623652613962
Chromobacterium,R3,100,0.001343620462724423,0.026373880493910137,0.0011597839428399946,1.001771647966302,5.693333333333333,99.01000000000002,0.4496487119437939,2.56,0.4488535015506043,2.611277907702043,13.616440292338455,9.657674826718056e-6,-0.08491349266199141,-5.36475038448121e-8,0.09804609635687281,0.028252591344222568,0.04434166346490301,0.04145521519866676
Chromobacterium,R4,100,0.0013093801759919482,0.023193495639002703,0.0016979271530389664,1.000423897545015,5.916666666666667,99.01000000000002,0.348169014084507,2.06,0.3480214886298643,2.296388003217658,9.93822072580412,-2.9885916821160893e-5,0.09569390031299284,3.916113559850916e-8,0.9504444949546804,4.044311324947567e-5,0.4967066216735505,0.0048255824074168174
Chromobacterium,R5,118,0.0014419996645115335,0.024926014888548828,0.0012159932372973732,1.00006383668923,5.633333333333333,117.01000000000002,0.14733727810650887,0.83,0.14732787318285356,2.916593002109099,18.478224820616838,1.0119071543720166e-6,-0.008803859973196914,5.2986490578930965e-8,1,-3.151721389540902e-4,1,-0.003043822668746372
Chryseobacterium,R1,130,8.562334643749236e-4,0.015460105223637544,8.384499691769018e-4,1.0011949766639616,6.11,129.03,0.6563011456628477,4.01,0.6555178171685202,1.9948173770059523,7.3508604691557755,8.722293064637684e-7,0.020463974010862026,-6.958883183721637e-9,1,-3.854214574277306e-5,1,-6.920317208839031e-7
Chryseobacterium,R2,123,8.079900828894077e-4,0.016811791135711532,7.875711371962443e-4,1.0013408251418454,5.953333333333333,122.03,0.6836506159014558,4.07,0.6827351873969714,2.051542872290878,7.779895236007869,2.21396246924619e-6,-0.00136732924728368,-2.1862026169956902e-8,0.5562006676679336,0.0029182812896277237,0.6256717805953989,0.0020062019968589547
Chryseobacterium,R3,119,8.563549716162774e-4,0.01668582715915156,9.312067517155902e-4,1.0010656162587568,5.87,118.03,0.65587734241908,3.8499999999999996,0.6551791728401027,1.9694281795946587,7.166577321315847,8.594837716493963e-6,-0.061526066238375685,-1.2311581187963731e-8,0.5719287683720953,0.0027861775524314963,0.602960258973855,0.0023601046945789955
Chryseobacterium,R4,140,6.778573765616055e-4,0.01577081633140894,6.788354020645641e-4,1.0010184940281743,5.756666666666667,139.03,0.65836711059641,3.79,0.6576972498750655,2.1926165945557847,8.958623559153438,1.3896592362889341e-6,-0.050179941511156116,-1.8140469067530545e-8,0.14861403096172965,0.015279812143595554,0.12611023896475534,0.017119052576347486
Chryseobacterium,R5,117,7.846061779927828e-4,0.0154155460716585,0.00107848665072903,1.0008024616333793,5.933333333333334,116.03,0.652247191011236,3.87,0.6517242073393017,1.788665810694536,5.9814667313825876,4.050537493503537e-6,-0.02841978627765349,1.4623977841371832e-9,1,-1.2409917954290618e-5,0.9670463890174454,1.5170952226621898e-5
Flavobacterium_A,R1,125,0.0014705014030168238,0.01802196080469134,0.0011986181924599,1.000856375111851,6.0633333333333335,124.03000000000002,0.4469488730071467,2.7099999999999995,0.44656644461818784,2.2352637986058674,9.348947766317062,-3.5888290347864285e-8,-0.058454853919852265,1.3776312648122075e-8,0.42829120316447034,0.005193489545074792,0.18419969051391302,0.01452735659770679
Flavobacterium_A,R2,104,0.0015292396797914312,0.015677207272735715,0.002138366507541303,1.0031565812533862,6.216666666666667,103.01000000000002,0.4520107238605898,2.81,0.4505884049485361,1.6149091211645064,5.027431015631213,2.5465931395052752e-5,-0.06717039431097616,-5.762826270585656e-8,0.41764738892360187,0.006580420330334007,0.613884141674781,0.0025550618428516357
Flavobacterium_A,R3,108,0.0014629930409416324,0.02416130472305527,0.00128073842831951,1.000674350624929,6.116666666666667,107.01000000000002,0.34986376021798365,2.14,0.3496279883655367,2.585501218414145,13.269938560971509,3.300027157503342e-5,-0.12435810709596466,4.647360613220912e-8,1,-8.059854888588538e-5,1,-4.3237730682732824e-7
Flavobacterium_A,R4,81,0.0012155145690147685,0.02351547306940147,0.00150600350882712,1.00043565162336,5.203333333333333,80.01000000000002,0.643818065342729,3.3499999999999996,0.6435377070959394,1.881473000282812,6.5631652898662045,-2.483573024825666e-5,0.06227524984335468,9.987410020018508e-8,1,-4.7219618648216275e-4,1,-2.912302750569246e-6
Flavobacterium_A,R5,111,0.0013593631988373298,0.02134249518277886,0.001493955259249436,1.0004468166612643,6.166666666666667,110.03,0.3372972972972973,2.08,0.3371466545547527,2.348314744961158,10.467913747105179,-1.4006092703117646e-5,0.053813095004663164,6.467963764011598e-8,1,-1.685514879465588e-4,1,-1.5504349927625216e-6
Flavobacterium_B,R1,133,0.0014367531216046118,0.0161003393333728,0.001624196403948924,1.0028370474621637,6.1466666666666665,132.02,0.2586767895878525,1.59,0.2579449874159263,2.125566798791877,8.377644581504354,3.4068641994398404e-5,-0.12416929502490538,-8.800488695367713e-8,0.02108331301630526,0.04055383449730353,0.13282023728763526,0.01742766001464404
Flavobacterium_B,R2,106,0.0013737179720124614,0.0148048700585227,0.0021043742219340484,1.0018276713739969,5.776666666666666,105,0.46912867859203694,2.71,0.46827282974588985,1.5545113561448836,4.732773319438368,2.875641101260664e-5,-0.10613605970251237,-4.507460429390865e-8,0.20555758754654427,0.015663338763656602,0.23754497098869543,0.013650600846098877
Flavobacterium_B,R3,129,0.0012144894954774653,0.0141867680204075,0.0017838885995339212,1.0020672242297053,6.3,128,0.3555555555555556,2.24,0.3548220587983737,1.81590630661216,6.146644398266869,1.4901767879784806e-5,-0.030430881946490934,-1.7390973009969324e-8,0.9428532677711818,4.127285335736291e-5,1,-1.4596000406327275e-5
Flavobacterium_B,R4,117,0.0012017942223953302,0.014978991022919486,0.0018835508509303807,1.0023232821868335,6.526666666666666,116,0.41062308478038817,2.68,0.4096713027402748,1.7375629586586605,5.683475666226595,-1.5161991822225433e-5,0.03391136027215842,1.2549982694038972e-8,1,-2.0433250100992825e-4,1,-3.94468725687814e-7
Flavobacterium_B,R5,95,6.796608124721809e-4,0.007972481348553922,0.001588747927507833,1.0021193062537546,6.26,94,0.7795527156549521,4.88,0.777904098633896,0.7494132467640686,2.1157582243509014,-1.0640221331978224e-5,0.07718078727356771,4.556731199668603e-9,1,-1.340896207225947e-4,1,-2.737200867609231e-7
Herbaspirillum,R1,113,9.441019020487079e-4,0.01838774087987666,0.0010426551598049138,1.0009903114353307,5.883333333333333,112,0.6135977337110482,3.61,0.6129906820288838,2.059426978546186,7.841475189171318,-9.465569449621189e-6,0.021220180354717455,2.984038513223695e-8,1,-4.915794996765226e-5,1,-3.3760587440463466e-7
Herbaspirillum,R2,119,0.0010513603308002003,0.022541984305366695,8.54084712343128e-4,1.0006729992155412,6.976666666666667,118,0.49737219302436697,3.47,0.4970376870508873,2.65995414803327,14.295633600733536,-3.6284634125559246e-6,0.046505009055270774,-1.8743826619101095e-9,1,-1.2737076140405116e-4,1,-3.6073442305897497e-7
Herbaspirillum,R3,115,8.251917943060561e-4,0.02231892948367655,7.838853468847181e-4,1.001062751357822,6.423333333333333,114,0.5884795018162947,3.7799999999999994,0.587854758373631,2.5443579611391267,12.735049064327155,8.027211292944681e-6,-0.03291756471059131,-3.939660874671512e-8,0.5687724577554034,0.0029344829743353,0.7158018382623044,0.0011988224763883125
Herbaspirillum,R4,123,0.001240027353030521,0.02169290408519785,8.99942686361268e-4,1.0008897917035782,5.66,122,0.4558303886925795,2.58,0.4554251551679103,2.646534298394138,14.105069875499293,7.132265956953824e-6,-0.04453963987454306,-2.9107055299390727e-9,1,-5.069542325766848e-5,1,-6.085522113975628e-7
Herbaspirillum,R5,125,0.0010111774498048158,0.01984617204888009,9.225470256429326e-4,1.0008987626805868,6.0633333333333335,124,0.5030236393622869,3.0499999999999994,0.5025719464525056,2.4609253340611312,11.715647413406124,2.9820910336050074e-6,-0.00397502947380184,2.704970518754884e-9,1,-9.59839451942074e-5,1,-1.8924765690265023e-6
Pseudomonas,R1,121,0.0013694563639690674,0.02476961577599536,7.058706372483028e-4,1.0018222387396714,6.373333333333333,120.01000000000002,0.475418410041841,3.03,0.4745536599785752,2.9726015892772035,19.542695585540404,9.794246252535663e-6,-0.07854323641318228,-5.95793202101155e-8,0.1716733764927665,0.01590851208247231,0.1609213310489374,0.016729864898295234
Pseudomonas,R2,119,0.001336083425472478,0.02125353060972634,0.00104179913355233,1.000660928089658,5.92,118.01000000000002,0.445945945945946,2.64,0.4456514024158939,2.5081291472538054,12.281930869073474,1.352041649679209e-5,-0.0386990428325979,-3.822109375032727e-8,0.8022828552353327,5.474171386297818e-4,1,-4.615400586007052e-7
Pseudomonas,R3,112,0.0015421116354259882,0.02530935956809623,0.00105711326126181,1.0007266278238829,6.093333333333333,111.03,0.3479212253829322,2.12,0.3476685997048962,2.8100981928457243,16.611549274001515,2.56760663477325e-5,-0.0658932720161171,6.88351801787874e-10,1,-1.8677344228543654e-4,1,-6.2912303404174445e-6
Pseudomonas,R4,120,0.001469964971802102,0.01897503526471538,0.00161190660070288,1.00077782152795,6.193333333333333,119.03,0.27448869752421956,1.6999999999999997,0.2742753602444352,2.2585984475590717,9.569667372622327,-1.2239233625232886e-5,0.03920245610450721,5.9454532095842435e-8,1,-1.8173888602436483e-4,1,-3.131869626776673e-6
Pseudomonas,R5,100,0.0014667686293142227,0.02272200698265882,0.00175463182406578,1.0014656262946058,5.886666666666667,99.01000000000002,0.3482446206115515,2.05,0.3477349710943616,2.24970591135305,9.48494601121185,5.515539629969416e-6,-0.036312589640246314,-8.07617105402426e-8,0.10022375456184777,0.027895762152562214,0.05059659517290624,0.03922522854540884
Serratia,R1,113,0.0014740576429905466,0.02082821024253651,0.00170691110656803,1.002512716937643,5.836666666666667,112.01000000000002,0.23814962878355225,1.3900000000000001,0.23755272602528524,2.332967829266515,10.308490017645457,6.471431146237092e-6,-0.003827525015319925,-6.548004452141145e-8,0.3252939721363962,0.008877670922593787,0.5140490535977542,0.00391683471153024
Serratia,R2,109,0.0012163985567788078,0.02748035206803947,7.793635592569263e-4,1.0007605092334608,5.746666666666667,108.01000000000002,0.4750580046403712,2.73,0.4746969931939511,2.9681528268689434,19.45594787910321,8.791717350884395e-6,-0.014094994586607304,-2.326130299335695e-8,1,-8.95817031049757e-5,1,-1.7442225593323863e-6
Serratia,R3,112,0.0013638142721799163,0.025557680048971736,0.0013770802659286295,1.003262081707571,5.78,111.01000000000002,0.1384083044982699,0.8,0.1379582733384046,2.837158062236353,17.06719264996534,-5.6935484401061385e-6,0.017131059862851523,-5.208307616789239e-8,1,-2.3133034938521477e-5,1,-8.003832003207382e-4
Serratia,R4,96,0.0012845228214309094,0.02752262081406668,0.0011740583615552501,1.0011778092513277,5.85,95.01000000000002,0.45982905982905986,2.69,0.4592881060487309,2.6149242035444757,13.666180490594245,-1.4360665345309209e-5,0.039576981419080885,1.3860492009238034e-7,1,-2.3667881313364444e-4,1,-4.7417656322991733e-4
Serratia,R5,105,0.0012947897980884937,0.028455162811649948,7.613613799133667e-4,1.001442578453421,5.633333333333333,104.01000000000002,0.51301775147929,2.8899999999999997,0.5122787491935579,2.9596214840397117,19.290668547469707,1.3020601317726182e-5,-0.03129660952604179,-1.3016137295781707e-7,0.10057325197276026,0.026472799546288554,0.15749526570606817,0.019684972737659213
Yersinia,R1,100,0.0013220336232540463,0.04615722602419903,3.938695026567253e-4,1.002035507705755,6.19,99.01000000000002,0.1873990306946688,1.16,0.18701835339521522,4.570026948655946,96.54671154189948,2.619867299081741e-5,-0.09190027649406325,-1.9484755030297287e-7,0.7345649708183359,0.001203041750072185,0.8588279243649282,3.312122219173785e-4
Yersinia,R2,119,0.0012373708444154527,0.0381862786006876,3.4727316928298985e-4,1.0007085882763294,6.13,118.01000000000002,0.1859706362153344,1.14,0.18583895291201563,4.5063627376671445,90.59171270945721,5.007182267889031e-6,-0.038542246293019784,-4.2817125324481715e-8,0.8758003329232988,2.1332185004419078e-4,1,-5.068500218241537e-4
Yersinia,R3,111,0.001307019814437926,0.03873777039055091,4.6681106987881e-4,1.0015960130179675,6.123333333333333,110.01000000000002,0.16004354926510617,0.9800000000000001,0.15978852469956384,4.261542120664506,70.91926523420305,-5.699489057941651e-6,0.06264018023306053,5.2151206584858814e-8,1,-2.2772611447025108e-4,1,-0.0034312220691548
Yersinia,R4,112,0.0012456775724091066,0.036733334945724186,5.230006158582802e-4,1.0001620342119366,6.28,111.01000000000002,0.17356687898089174,1.09,0.1735387597647128,4.077767512324843,59.01357559832661,-1.0657088087285634e-5,0.0581540307328835,-4.2879637451588056e-8,0.7329961604943829,0.0010819912595442247,0.7531710123667561,9.194333382099405e-4
Yersinia,R5,111,0.0014338569241547682,0.03601391928722333,6.020573165550171e-4,1.0006216242567905,5.9,110.01000000000002,0.1406779661016949,0.8299999999999998,0.14059057159211719,3.961891260787439,52.556630308300896,-2.595058401294649e-6,1.3061783918976079e-4,3.5781398655193813e-9,0.6139898550594006,0.00238590623377095,0.44885786046750276,0.0053707541999737365
