Taxon,Replicate,model,converged,k,AIC,BIC,rss,sigma,r,K,O2_0,extra1,extra2,at_bounds,R_C_fg_cell_h,late_mean_sd
Aeromonas_B,R1,M2o,TRUE,4,-960.48307154207,-947.76659763072,1.80664239593418e-4,0.0014168205390686806,0.030539866173654603,8.464458272175749e-4,1.0015899579100782,1e-6,NA,Km@lower,126.38888281726749,0.002349596596709222
Aeromonas_B,R1,M2g,TRUE,4,-960.478890857482,-947.762416946132,1.8067227488063542e-4,0.0014168520462264043,0.03055143183426012,8.461544394428576e-4,1.0015842345669823,17893.71027602764,NA,,126.28860144547694,0.0038513287038838945
Aeromonas_B,R1,M3o,TRUE,5,-960.7421027504133,-945.4823340567933,1.7637422776602593e-4,0.0014077403511470012,0.03044737724367919,9.442765972198788e-4,0.9988924181666993,1e-6,3.381053704699278,Km@lower,126.340501304028,0.026602760995687473
Aeromonas_B,R1,M3g,TRUE,5,-960.7355064480619,-945.4757377544419,1.7638660498469385e-4,0.0014077897449975105,0.030457002027555195,9.436771929680009e-4,0.9988834414365043,58848.292501820775,3.375747788250074,,126.26335445137182,0.026500879095026672
Aeromonas_B,R2,M0,TRUE,3,-994.9702328814343,-984.589753480896,2.3084370697365754e-4,0.0015506843481644696,0.02863601071145552,8.511505376205517e-4,1.0009805044639777,NA,NA,,109.56997736754386,0.03879159691452706
Aeromonas_B,R2,M1,TRUE,4,-992.1509633830393,-979.1753641323663,2.327619686998459e-4,0.0015652878285843047,0.02862266006412995,8.81620893606212e-4,0.9999999960424858,1.1945426253368874,NA,,109.4321096091953,0.0420256140645891
Aeromonas_B,R2,M2o,TRUE,4,-992.9739225902077,-979.9983233395347,2.3083510363851672e-4,0.0015587954311566713,0.028657585337491995,8.525545265798044e-4,1.0009670974584077,0.0024315888338842574,NA,,109.39416221435282,0.041484319584553335
Aeromonas_B,R2,M2g,TRUE,4,-992.9727788166093,-979.9971795659363,2.308377705538937e-4,0.0015588044357738896,0.028665839310550004,8.503851972319124e-4,1.0009662032597966,6165.961652296948,NA,,109.33314245587725,0.04135174682116247
Aeromonas_B,R2,M3o,TRUE,5,-990.9648505952935,-975.3941314944859,2.308562574853714e-4,0.0015671367626416974,0.028686097234302262,8.548325113337597e-4,1.0009551166280348,0.006044578589890416,0,tlag@lower,109.15956784294518,0.045893530978066935
Aeromonas_B,R2,M3g,TRUE,5,-990.1474602397552,-974.5767411389477,2.3277020519433237e-4,0.0015736196423097642,0.02863436408270774,8.812885487821905e-4,0.9999955259413392,15264.571932599421,1.1934114093138597,,109.3395924836423,0.0429826958971932
