arm,r_true,K_true,R_true,noise_sd,dt,duration,r_est,K_est,O2_0_est,R_est,bias_log_r,bias_log_K,bias_log_R
none,0.01,0.002,2e-12,0.005,1,60,0.012740126955841839,0.0017901444709048835,0.996921085723951,1.7901444709048835e-12,0.24217152223704205,-0.1108508539614305,0.2289248885629575
none,0.01,0.002,2e-12,0.005,1,60,0.012054090013775791,0.0019149817248521035,1.000109007886167,1.9149817248521037e-12,0.18681892958295915,-0.04343910113104272,0.21126806057715536
none,0.01,0.002,2e-12,0.005,1,60,0.011402587605028207,0.0018638776044011332,0.9966193901864112,1.8638776044011334e-12,0.13125521954689492,-0.07048812932737539,0.10343273369612224
none,0.01,0.002,2e-12,0.005,1,60,0.009941101677295781,0.001994124929984277,0.9996827476462758,1.994124929984277e-12,-0.005907245741122148,-0.002941858031921442,-0.01024525004724462
none,0.01,0.002,2e-12,0.005,1,60,0.00885400666471709,0.0021017858974839636,1.000751868418705,2.1017858974839635e-12,-0.12171500594922158,0.04964023013427595,-0.09246294344080494
none,0.01,0.002,2e-12,0.005,1,60,0.010464939727331118,0.0020218429407813676,1.0009125291530312,2.0218429407813676e-12,0.045445503434977844,0.010862261839150282,0.06851478802820894
none,0.01,0.002,2e-12,0.005,1,60,0.009503269175745186,0.002019743657394456,0.9994130828536845,2.0197436573944564e-12,-0.05094922982190105,0.009823420520420324,-0.05177120168717667
none,0.01,0.002,2e-12,0.005,1,60,0.013619275491657121,0.0017706714353298888,0.9974574851760428,1.7706714353298888e-12,0.3089010118673007,-0.12178836391190381,0.32700179705357924
none,0.01,0.002,2e-12,0.005,1,60,0.009874963438447472,0.0020042975635058157,0.9991785198277842,2.0042975635058157e-12,-0.01258248464941323,0.002146476423239841,-0.013358057209273716
none,0.01,0.002,2e-12,0.005,1,60,0.012408101070056993,0.0018399405011419428,0.9985007821678072,1.839940501141943e-12,0.21576447840286753,-0.08341394579778233,0.21519058688928472
none,0.01,0.002,2e-12,0.005,1,60,0.013205765041176239,0.0017906243765663259,0.9968662283768907,1.7906243765663259e-12,0.27806838679635915,-0.11058280780444123,0.28693205730141236
none,0.01,0.002,2e-12,0.005,1,60,0.01088335527742449,0.001971823773359029,0.9998127663421253,1.971823773359029e-12,0.08464949036065544,-0.014188292795138663,0.09534776160549813
none,0.01,0.002,2e-12,0.005,1,60,0.008486802966023553,0.0021089569040711456,1.000794367937776,2.1089569040711456e-12,-0.16407272825060285,0.05304628643257753,-0.13459014578050196
none,0.01,0.002,2e-12,0.005,1,60,0.011370848110746425,0.0019038575003892126,0.9973811263439203,1.9038575003892124e-12,0.1284678039607359,-0.04926508922414776,0.12072007650840894
none,0.01,0.002,2e-12,0.005,1,60,0.010338604376725995,0.0019213603994343454,0.9981644694377655,1.9213603994343454e-12,0.03329979373919903,-0.040113704045131315,0.0018732386688920868
none,0.01,0.002,2e-12,0.005,1,60,0.010040887352868694,0.002032643445287797,1.0012249669051354,2.032643445287797e-12,0.004080399123929991,0.016189955176883392,0.021259986932601473
none,0.01,0.002,2e-12,0.005,1,60,0.011446363491255863,0.00191663499447928,0.9993665081620174,1.91663499447928e-12,0.13508698754399892,-0.042576139174835055,0.136772933740892
none,0.01,0.002,2e-12,0.005,1,60,0.010961936397234402,0.0019684600734325916,1.0014425009100376,1.9684600734325916e-12,0.09184385149978283,-0.015895632100796548,0.10338448115626926
none,0.01,0.002,2e-12,0.005,1,60,0.00847757385845481,0.002068794365883712,1.0003384916689082,2.0687943658837118e-12,-0.16516078572241413,0.033818825097726386,-0.15496201645387728
none,0.01,0.002,2e-12,0.005,1,60,0.012037051747425092,0.0018424656947970677,0.9978876073977414,1.8424656947970677e-12,0.1854044454243928,-0.08204245448662204,0.17055196219408938
none,0.01,0.002,2e-12,0.005,1,120,0.0100285562969718,0.0019888603132748994,0.9995939151685255,1.9888603132748993e-12,0.0028515601323023275,-0.005585412779816263,-0.0020444319553130207
none,0.01,0.002,2e-12,0.005,1,120,0.00972362533665709,0.0020299656150994747,1.0006432074429243,2.029965615099475e-12,-0.028026567038002853,0.014871673975651766,-0.01939878427886901
none,0.01,0.002,2e-12,0.005,1,120,0.010387850969022948,0.0019484416271629262,0.9994930495511117,1.948441627162926e-12,0.03805185424830304,-0.026117293044793002,0.021976227114052463
none,0.01,0.002,2e-12,0.005,1,120,0.009919037707167865,0.0020107419612055088,0.9999942887481809,2.0107419612055087e-12,-0.008129181728405254,0.005356608325616896,-0.004682715985567927
