quantity,n,min,q25,median,q75,max
se_r  GLS / naive,75,0.781086398163785,0.9297272409160275,0.9679283559621248,1.0365715443955419,1.1872845287507616
se_K  GLS / naive,75,0.7800518191421427,0.9293908621428427,0.9676570891884315,1.0368414102209655,1.1892148254447306
se_r  NW(matched) / naive,75,0.7782927082693544,0.8798716359190069,0.9267356596787414,0.9998788468552955,1.2280220234871866
se_K  NW(matched) / naive,75,0.7963409765791323,0.9064505014142055,0.9363367842161311,0.9921133387322503,1.3028059599745396
se_r  NW(rule) / naive,75,0.6471626201638782,0.820323460906828,0.8946214413369027,0.9665694226208497,1.193522283876495
