model,taxon_a,taxon_b,diff_logr,se,z,p,p_holm,resolved_raw,resolved_holm
joint posterior (includes replicate spread),Acinetobacter,Herbaspirillum,-0.3922579518115761,0.09405216048618821,-4.170642649609098,3.0374184925519756e-5,0.0019439478352332644,TRUE,TRUE
joint posterior (includes replicate spread),Acinetobacter,Pseudomonas,-0.4648905691230323,0.0944379364221372,-4.922709948309049,8.535391473993277e-7,6.657605349714757e-5,TRUE,TRUE
joint posterior (includes replicate spread),Acinetobacter,Serratia,-0.6030692081583511,0.09387558956399131,-6.424132311278455,1.3262381230803964e-10,1.2201390732339647e-8,TRUE,TRUE
joint posterior (includes replicate spread),Acinetobacter,Yersinia,-1.0146824966058752,0.09474914200252245,-10.709147071525585,9.220740161251494e-27,9.589569767701554e-25,TRUE,TRUE
joint posterior (includes replicate spread),Aeromonas_A,Aeromonas_B,-0.4493593239957985,0.09352850373835235,-4.804517404158299,1.5512520786854602e-6,1.132414017440386e-4,TRUE,TRUE
joint posterior (includes replicate spread),Aeromonas_A,Arthrobacter,-0.1450402667276256,0.09397703043014125,-1.5433586916267026,0.12274377049589395,1,FALSE,FALSE
joint posterior (includes replicate spread),Aeromonas_A,Bacillus,-0.28856047498806525,0.09393142465559405,-3.0720334120992185,0.0021260592593943927,0.1148072000072972,TRUE,FALSE
joint posterior (includes replicate spread),Aeromonas_A,Burkholderia,-0.015276437395728593,0.09474808025813354,-0.16123215746545116,0.8719105544482966,1,FALSE,FALSE
joint posterior (includes replicate spread),Aeromonas_A,Buttiauxella,-0.029055125805586446,0.09394422641076365,-0.3092805903637465,0.757108094324163,1,FALSE,FALSE
joint posterior (includes replicate spread),Aeromonas_A,Chromobacterium,-0.18616446353001637,0.09363698640983269,-1.9881509504717199,0.04679499782564578,1,TRUE,FALSE
joint posterior (includes replicate spread),Aeromonas_A,Chryseobacterium,0.26483741223621937,0.0937350278250819,2.8253836199892115,0.004722403963883656,0.2356224301530407,TRUE,FALSE
joint posterior (includes replicate spread),Aeromonas_A,Flavobacterium_A,0.03025721813394,0.09390494160712975,0.32221113837147325,0.7472927468997643,1,FALSE,FALSE
joint posterior (includes replicate spread),Aeromonas_A,Flavobacterium_B,0.45618412721465784,0.09389305491063255,4.858550269227624,1.1824838803234991e-6,8.986877490458593e-5,TRUE,TRUE
joint posterior (includes replicate spread),Aeromonas_A,Herbaspirillum,-2.314129158422773e-4,0.093455245151286,-0.002476189704148381,0.9980242884844588,1,FALSE,FALSE
joint posterior (includes replicate spread),Aeromonas_A,Pseudomonas,-0.07286403022729848,0.09384347494545847,-0.7764421582816154,0.43748796065858303,1,FALSE,FALSE
joint posterior (includes replicate spread),Aeromonas_A,Serratia,-0.21104266926261728,0.09327754429740427,-2.2625238566501387,0.023665056589092223,0.9702673201527812,TRUE,FALSE
joint posterior (includes replicate spread),Aeromonas_A,Yersinia,-0.6226559577101414,0.0941566453543319,-6.612979417086833,3.7666084373540643e-11,3.5029458467392798e-9,TRUE,TRUE
joint posterior (includes replicate spread),Aeromonas_B,Arthrobacter,0.3043190572681729,0.09347327192805044,3.2556799499050126,0.0011312118689161684,0.0644790765282216,TRUE,FALSE
joint posterior (includes replicate spread),Aeromonas_B,Bacillus,0.16079884900773322,0.09342742024853898,1.7211098045945221,0.08523090046873642,1,FALSE,FALSE
joint posterior (includes replicate spread),Aeromonas_B,Burkholderia,0.4340828866000699,0.0942484431121771,4.605730049921487,4.110213095859339e-6,2.918251298060131e-4,TRUE,TRUE
joint posterior (includes replicate spread),Aeromonas_B,Buttiauxella,0.42030419819021203,0.09344029105468578,4.498104548328405,6.856198181034751e-6,4.730776744913978e-4,TRUE,TRUE
joint posterior (includes replicate spread),Aeromonas_B,Chromobacterium,0.2631948604657821,0.09313138858828832,2.8260596610376325,0.004712448603060814,0.2356224301530407,TRUE,FALSE
joint posterior (includes replicate spread),Aeromonas_B,Chryseobacterium,0.7141967362320178,0.09322996169599367,7.660592402267486,1.8507737259858493e-14,1.8322659887259907e-12,TRUE,TRUE
joint posterior (includes replicate spread),Aeromonas_B,Flavobacterium_A,0.4796165421297385,0.093400794293764,5.135037081389795,2.820883994229791e-7,2.3131248752684286e-5,TRUE,TRUE
joint posterior (includes replicate spread),Aeromonas_B,Flavobacterium_B,0.9055434512104563,0.09338884342853072,9.696484269060008,3.1206674113523673e-22,3.214287433692938e-20,TRUE,TRUE
joint posterior (includes replicate spread),Aeromonas_B,Herbaspirillum,0.4491279110799562,0.09294865874639899,4.831999914117709,1.351683134509787e-6,1.0137623508823402e-4,TRUE,TRUE
joint posterior (includes replicate spread),Aeromonas_B,Pseudomonas,0.3764952937685,0.09333899563583518,4.0336334369549824,5.492096996101512e-5,0.0034051001375829375,TRUE,TRUE
joint posterior (includes replicate spread),Aeromonas_B,Serratia,0.2383166547331812,0.09276998753164617,2.5688982080749487,0.010202242081154798,0.4693031357331207,TRUE,FALSE
joint posterior (includes replicate spread),Aeromonas_B,Yersinia,-0.1732966337143429,0.09365385299521316,-1.8503951324159664,0.06425662006703647,1,FALSE,FALSE
joint posterior (includes replicate spread),Arthrobacter,Bacillus,-0.14352020826043965,0.0938764299024511,-1.5288204761256303,0.1263089547967662,1,FALSE,FALSE
joint posterior (includes replicate spread),Arthrobacter,Burkholderia,0.129763829331897,0.09469355979158238,1.3703553823248722,0.17057599271763682,1,FALSE,FALSE
joint posterior (includes replicate spread),Arthrobacter,Buttiauxella,0.11598514092203915,0.09388923915613064,1.235340087580907,0.21670396023667785,1,FALSE,FALSE
joint posterior (includes replicate spread),Arthrobacter,Chromobacterium,-0.04112419680239077,0.09358181862581783,-0.43944643741989875,0.6603380847709787,1,FALSE,FALSE
joint posterior (includes replicate spread),Arthrobacter,Chryseobacterium,0.40987767896384497,0.09367991777733983,4.375299303080622,1.212659710255805e-5,8.003554087688313e-4,TRUE,TRUE
joint posterior (includes replicate spread),Arthrobacter,Flavobacterium_A,0.1752974848615656,0.09384993133529038,1.8678488344897544,0.06178314436207193,1,FALSE,FALSE
joint posterior (includes replicate spread),Arthrobacter,Flavobacterium_B,0.6012243939422834,0.09383803767050615,6.407043549369233,1.4836845067709476e-10,1.3501529011615624e-8,TRUE,TRUE
joint posterior (includes replicate spread),Arthrobacter,Herbaspirillum,0.14480885381178332,0.09339997001973414,1.5504164913670442,0.12104158284146957,1,FALSE,FALSE
joint posterior (includes replicate spread),Arthrobacter,Pseudomonas,0.07217623650032712,0.09378842862122791,0.7695644074794838,0.4415583249283975,1,FALSE,FALSE
joint posterior (includes replicate spread),Arthrobacter,Serratia,-0.06600240253499168,0.09322216380000245,-0.7080119130960351,0.47893785947207446,1,FALSE,FALSE
joint posterior (includes replicate spread),Arthrobacter,Yersinia,-0.4776156909825158,0.09410178222425811,-5.075522266350799,3.864330982479576e-7,3.091464785983661e-5,TRUE,TRUE
joint posterior (includes replicate spread),Bacillus,Burkholderia,0.27328403759233666,0.09464829927348846,2.8873634253339944,0.0038848522118167137,0.20201231501446912,TRUE,FALSE
joint posterior (includes replicate spread),Bacillus,Buttiauxella,0.2595053491824788,0.09384359071710195,2.7652964597739635,0.005687108416237552,0.2729812039794025,TRUE,FALSE
joint posterior (includes replicate spread),Bacillus,Chromobacterium,0.10239601145804889,0.09353602015628693,1.0947227740389,0.2736381081239057,1,FALSE,FALSE
joint posterior (includes replicate spread),Bacillus,Chryseobacterium,0.5533978872242846,0.09363416729020983,5.910213154446952,3.4166532574516665e-9,2.97248833398295e-7,TRUE,TRUE
joint posterior (includes replicate spread),Bacillus,Flavobacterium_A,0.31881769312200525,0.09380426376770179,3.398754814722814,6.769337179013468e-4,0.03926215563827811,TRUE,TRUE
joint posterior (includes replicate spread),Bacillus,Flavobacterium_B,0.7447446022027231,0.09379236431188405,7.94035428860982,2.0160456359150263e-15,2.0160456359150264e-13,TRUE,TRUE
joint posterior (includes replicate spread),Bacillus,Herbaspirillum,0.288329062072223,0.09335408233735194,3.088553332143457,0.002011335890484411,0.1106234739766426,TRUE,FALSE
joint posterior (includes replicate spread),Bacillus,Pseudomonas,0.21569644476076677,0.09374273109207462,2.3009404809094858,0.021394995560620203,0.9199848091066687,TRUE,FALSE
joint posterior (includes replicate spread),Bacillus,Serratia,0.07751780572544797,0.09317618855113327,0.8319486655424602,0.40543792086422986,1,FALSE,FALSE
joint posterior (includes replicate spread),Bacillus,Yersinia,-0.3340954827220761,0.09405623693909698,-3.552082175458589,3.821954791373456e-4,0.022549533269103392,TRUE,TRUE
joint posterior (includes replicate spread),Burkholderia,Buttiauxella,-0.013778688409857853,0.09466100408009158,-0.14555823217552039,0.8842701426091111,1,FALSE,FALSE
joint posterior (includes replicate spread),Burkholderia,Chromobacterium,-0.17088802613428777,0.09435609806180778,-1.8110967880671358,0.07012587064657677,1,FALSE,FALSE
joint posterior (includes replicate spread),Burkholderia,Chryseobacterium,0.28011384963194796,0.09445339305129898,2.965630355701612,0.0030206330349496105,0.16009355085232935,TRUE,FALSE
joint posterior (includes replicate spread),Burkholderia,Flavobacterium_A,0.04553365552966859,0.09462201686591097,0.4812162859960427,0.6303627871850075,1,FALSE,FALSE
joint posterior (includes replicate spread),Burkholderia,Flavobacterium_B,0.47146056461038643,0.09461022026179494,4.983188531913496,6.254495590975308e-7,4.941051516870493e-5,TRUE,TRUE
joint posterior (includes replicate spread),Burkholderia,Herbaspirillum,0.015045024479886315,0.09417574456207532,0.1597547707198586,0.8730742541145986,1,FALSE,FALSE
joint posterior (includes replicate spread),Burkholderia,Pseudomonas,-0.05758759283156989,0.09456101631948118,-0.6089993009064758,0.5425249022805014,1,FALSE,FALSE
joint posterior (includes replicate spread),Burkholderia,Serratia,-0.19576623186688868,0.09399940578369903,-2.0826326532038313,0.03728472046598867,1,TRUE,FALSE
joint posterior (includes replicate spread),Burkholderia,Yersinia,-0.6073795203144128,0.09487181816490987,-6.402106885509901,1.5324731773947148e-10,1.3792258596552434e-8,TRUE,TRUE
joint posterior (includes replicate spread),Buttiauxella,Chromobacterium,-0.15710933772442992,0.09354887602085123,-1.6794358671868128,0.09306712799084862,1,FALSE,FALSE
joint posterior (includes replicate spread),Buttiauxella,Chryseobacterium,0.2938925380418058,0.09364700968113333,3.138301362131108,0.001699300674980384,0.0951608377989015,TRUE,FALSE
joint posterior (includes replicate spread),Buttiauxella,Flavobacterium_A,0.059312343939526446,0.09381708287453755,0.6322126218616858,0.5272479507617867,1,FALSE,FALSE
joint posterior (includes replicate spread),Buttiauxella,Flavobacterium_B,0.4852392530202443,0.09380518504486018,5.172840422287848,2.3056191417729244e-7,1.9136638876715272e-5,TRUE,TRUE
joint posterior (includes replicate spread),Buttiauxella,Herbaspirillum,0.02882371288974417,0.09336696325326409,0.3087142591492232,0.7575388960807328,1,FALSE,FALSE
joint posterior (includes replicate spread),Buttiauxella,Pseudomonas,-0.043808904421712036,0.09375555861221399,-0.46726727535069945,0.640308666383258,1,FALSE,FALSE
joint posterior (includes replicate spread),Buttiauxella,Serratia,-0.18198754345703083,0.09318909405613737,-1.9528845655200922,0.05083327498697621,1,FALSE,FALSE
joint posterior (includes replicate spread),Buttiauxella,Yersinia,-0.5936008319045549,0.09406902170869445,-6.310269003782896,2.785508789801643e-10,2.4791028229234623e-8,TRUE,TRUE
joint posterior (includes replicate spread),Chromobacterium,Chryseobacterium,0.45100187576623574,0.09333879134752415,4.831880392440915,1.3524950482854137e-6,1.0137623508823402e-4,TRUE,TRUE
joint posterior (includes replicate spread),Chromobacterium,Flavobacterium_A,0.21642168166395637,0.09350942512434893,2.314437088840602,0.020643758410460147,0.9083253700602465,TRUE,FALSE
joint posterior (includes replicate spread),Chromobacterium,Flavobacterium_B,0.6423485907446742,0.0934974881443284,6.870222970622547,6.410163251597373e-12,6.089655089017504e-10,TRUE,TRUE
joint posterior (includes replicate spread),Chromobacterium,Herbaspirillum,0.1859330506141741,0.09305781737787931,1.9980379494519722,0.04571254600699006,1,TRUE,FALSE
joint posterior (includes replicate spread),Chromobacterium,Pseudomonas,0.11330043330271788,0.09344769830598644,1.212447554692309,0.2253411067126889,1,FALSE,FALSE
joint posterior (includes replicate spread),Chromobacterium,Serratia,-0.02487820573260091,0.09287935615087987,-0.2678550623476219,0.7888108851113699,1,FALSE,FALSE
joint posterior (includes replicate spread),Chromobacterium,Yersinia,-0.436491494180125,0.09376219063796025,-4.6553039259239375,3.2350314300515066e-6,2.3292226296370847e-4,TRUE,TRUE
joint posterior (includes replicate spread),Chryseobacterium,Flavobacterium_A,-0.23458019410227937,0.09360760014304344,-2.5059951728685834,0.012210728683775015,0.5494827907698756,TRUE,FALSE
joint posterior (includes replicate spread),Chryseobacterium,Flavobacterium_B,0.19134671497843847,0.09359567568404278,2.044396961504722,0.04091434724606394,1,TRUE,FALSE
joint posterior (includes replicate spread),Chryseobacterium,Herbaspirillum,-0.26506882515206165,0.09315646833467027,-2.845415137462981,0.004435357612915322,0.2262032382586814,TRUE,FALSE
joint posterior (includes replicate spread),Chryseobacterium,Pseudomonas,-0.33770144246351785,0.09354593810604686,-3.610006477038992,3.061893592770303e-4,0.018371361556621817,TRUE,TRUE
joint posterior (includes replicate spread),Chryseobacterium,Serratia,-0.47588008149883665,0.09297819645731828,-5.118190066391423,3.084816492608066e-7,2.4987013590125336e-5,TRUE,TRUE
joint posterior (includes replicate spread),Chryseobacterium,Yersinia,-0.8874933699463607,0.0938601012714289,-9.455491288890338,3.2150857864037e-21,3.2793875021317744e-19,TRUE,TRUE
joint posterior (includes replicate spread),Flavobacterium_A,Flavobacterium_B,0.42592690908071784,0.09376584198748543,4.5424527744076,5.560345551087858e-6,3.8922418857615006e-4,TRUE,TRUE
joint posterior (includes replicate spread),Flavobacterium_A,Herbaspirillum,-0.030488631049782278,0.09332743545955816,-0.3266845477929585,0.743906488645883,1,FALSE,FALSE
joint posterior (includes replicate spread),Flavobacterium_A,Pseudomonas,-0.10312124836123848,0.09371619472113621,-1.1003567597690895,0.2711767106077811,1,FALSE,FALSE
joint posterior (includes replicate spread),Flavobacterium_A,Serratia,-0.24129988739655728,0.09314949078403618,-2.590458470202511,0.00958481857600715,0.4504864730723361,TRUE,FALSE
joint posterior (includes replicate spread),Flavobacterium_A,Yersinia,-0.6529131758440814,0.09402978904343269,-6.943684363074541,3.82003505076211e-12,3.6672336487316255e-10,TRUE,TRUE
joint posterior (includes replicate spread),Flavobacterium_B,Herbaspirillum,-0.4564155401305001,0.09331547519929695,-4.891102350984318,1.002728027308913e-6,7.72100581027863e-5,TRUE,TRUE
joint posterior (includes replicate spread),Flavobacterium_B,Pseudomonas,-0.5290481574419563,0.09370428408147906,-5.645933509101153,1.6428733566532903e-8,1.3800136195887638e-6,TRUE,TRUE
joint posterior (includes replicate spread),Flavobacterium_B,Serratia,-0.6672267964772751,0.0931375076729985,-7.1638893196485105,7.841972587770172e-13,7.606713410137068e-11,TRUE,TRUE
joint posterior (includes replicate spread),Flavobacterium_B,Yersinia,-1.0788400849247992,0.09401791813141294,-11.474834865167482,1.765143359285633e-30,1.8534005272499147e-28,TRUE,TRUE
joint posterior (includes replicate spread),Herbaspirillum,Pseudomonas,-0.0726326173114562,0.09326558819338693,-0.7787718784430105,0.4361141060412397,1,FALSE,FALSE
joint posterior (includes replicate spread),Herbaspirillum,Serratia,-0.210811256346775,0.09269612948431968,-2.274218540941728,0.022952850011604034,0.9640197004873694,TRUE,FALSE
joint posterior (includes replicate spread),Herbaspirillum,Yersinia,-0.6224245447942991,0.09358069253644671,-6.651206866757098,2.90699351992236e-11,2.7325739087270187e-9,TRUE,TRUE
joint posterior (includes replicate spread),Pseudomonas,Serratia,-0.1381786390353188,0.09308752529166132,-1.48439480588165,0.1377042119239183,1,FALSE,FALSE
joint posterior (includes replicate spread),Pseudomonas,Yersinia,-0.5497919274828429,0.09396840404706733,-5.850816910835908,4.891644610733292e-9,4.206814365230631e-7,TRUE,TRUE
joint posterior (includes replicate spread),Serratia,Yersinia,-0.4116132884475241,0.0934032303481428,-4.40684210720886,1.0488858859344336e-5,7.027535435760705e-4,TRUE,TRUE
