form,n,median_R_C_fg_cell_h,sd_log_R,corr_logR_logr
depletion,75,154.5231343842667,0.9448685507874556,-2.3588394361171713e-4
initial,75,171.50509201816283,0.9941987239882635,0.04184559072906026
none,75,187.88017159444578,1.2168494215070933,-0.5365738249232535
