dataset,n,m_intercept,m_lo,m_hi,m_p,slope_inv_Y,slope_lo,slope_hi,slope_p,Y,Y_lo,Y_hi,r_squared,G_min,G_max,extrapolation_ranges_to_zero,G_min_over_G_max,corr_G_R
N0 default (r-dependent),75,-552.6086482447112,-863.2594893137127,-241.95780717570955,6.888809641383268e-4,9.133341991863059,6.1510257009315685,12.115658282794548,4.5465713109971356e-8,0.10948894729781335,0.08253781814068663,0.1625745117352624,0.3378886250778087,25.191860963541668,269.39429631650665,0.10315974501699744,0.09351297079409651,0.5812818809130463
N0 fixed per taxon,75,-238.21478365954232,-504.8035994043864,28.374032085301735,0.07909311017827617,5.516919594583651,2.957608422464902,8.0762307667024,5.280447502875906e-5,0.18126057174764165,0.12382013700288425,0.3381110198376394,0.2018104483081502,25.191860963541668,269.39429631650665,0.10315974501699744,0.09351297079409651,0.44923317810258656
N0 fixed globally,75,203.76714104496682,168.21322228201083,239.3210598079228,6.504542006868292e-18,-0.5905895756242326,-0.9319150031310148,-0.24926414811745046,9.396963814886408e-4,NA,NA,NA,0.14008184999912984,25.191860963541668,269.39429631650665,0.10315974501699744,0.09351297079409651,-0.37427509935758463
