n,G_min,G_max,G_spread_ratio,m_true,Y_true,m_mean,m_sd,m_bias,slope_mean,slope_sd,corr_intercept_slope,pct_m_negative,m_rel_precision,scenario
75,25.191860963541668,269.39429631650665,10.693703680977807,66.23352649104443,0.3,68.09297044371966,152.0526351249496,1.8594439526752353,3.3082355987744094,1.4758557770528198,-0.9259809673199269,31.95,2.295704957601932,"observed design (15 taxa, 30 C)"
