n,G_min,G_max,G_spread_ratio,m_true,Y_true,m_mean,m_sd,m_bias,slope_mean,slope_sd,corr_intercept_slope,pct_m_negative,m_rel_precision,widen_factor
75,25.191860963541668,269.39429631650665,10.693703680977807,66.23352649104443,0.3,64.52602725794625,152.64113420788965,-1.7074992330981758,3.3723350225596667,1.4784679635887006,-0.9220260846776173,34.1,2.3045901719958786,1
75,12.595930481770834,501.0008011877008,39.77481472391123,66.23352649104443,0.3,64.66401077437823,134.5292875309141,-1.5695157166662028,3.317614007496866,0.7824913199873329,-0.9116040910287014,31.4,2.031135810790689,2
75,6.297965240885417,983.1077066527454,156.0992588956449,66.23352649104443,0.3,67.14776936089815,124.24582418004134,0.914242869853723,3.337358201225673,0.37216694656504695,-0.8880094078053034,29.599999999999998,1.8758751158575389,4
75,3.1489826204427085,1956.7684654441625,621.3970355825796,66.23352649104443,0.3,70.66804161437047,118.3073797323767,4.434515123326037,3.324924157408173,0.1868657778633775,-0.8809254054049893,28.299999999999997,1.7862159241720774,8
75,1.5744913102213542,3908.813456957661,2482.5881423303185,66.23352649104443,0.3,62.23439401837343,115.69327397368819,-3.9991324726710005,3.3378739544430567,0.08838330372701426,-0.8668514738085102,31.4,1.7467479100532464,16
