Temperature,m_Kr,m_phys
20,0.14227658266079368,1.0199416189556996
24,0.10252664780736331,0.7457386540828379
28,0.16202324010771751,1.0692749326361732
32,0.19052835552568742,1.1195437088538513
36,0.2945558260582407,1.5651594570262586
40,0.7235842032403926,3.8687109803075472
