treatment,T_opt_CUE,E_K_physical,argmin_ratio_phys,E_r
N0 = 550e3 * exp(45 r)   [as 11_temperature_cue.R computes it],27.861148906456222,0.6948474310807753,25.30443055100068,0.6034217670608425
N0 = 550e3               [config.R's INOC_DELAY_MIN = 0],25.35411829733102,0.6948474310807753,25.30443055100068,0.6034217670608425
"N0 = 550e3 * exp(10 r)   [pre-equilibrated, delta_t = 10 min]",26.261201720565687,0.6948474310807753,25.30443055100068,0.6034217670608425
