temperature_C,delta_t_min,median_expfactor,pct_inflation
20,45,1.5373551174639954,53.735511746399546
40,45,1.4284351063687497,42.84351063687497
20,10,1.1002854369677002,10.02854369677002
40,10,1.082421708382618,8.242170838261798
NA,45,0.9291510400831012,NA
NA,10,0.9837644596711984,NA
