quota_scale,median_CUE_massbalance,median_CUE_kinetic,median_ratio,IQR_ratio
0.25,0.1541993958257969,0.1396349016074428,1.1240545907166002,0.064108745893378
0.5,0.2671971522138453,0.24505199237139766,1.103432783211987,0.06038250668841161
1,0.42171362482474173,0.3936413802361097,1.0770650024411221,0.044080102060884974
2,0.593246934489676,0.5649105800366222,1.0571681046428882,0.033918120936889506
4,0.7447018056616511,0.7219717052758402,1.037034175789419,0.023611329808321813
