Time,Taxon,Replicate,Oxygen
10.03,Burkholderia,R1,5.34
11.03,Burkholderia,R1,5.4
12.03,Burkholderia,R1,5.45
13.03,Burkholderia,R1,5.51
14.03,Burkholderia,R1,5.55
15.03,Burkholderia,R1,5.6
16.03,Burkholderia,R1,5.63
17.03,Burkholderia,R1,5.67
18.03,Burkholderia,R1,5.7
19.03,Burkholderia,R1,5.73
20.03,Burkholderia,R1,5.78
21.03,Burkholderia,R1,5.81
22.03,Burkholderia,R1,5.87
23.03,Burkholderia,R1,5.89
24.03,Burkholderia,R1,5.93
25.03,Burkholderia,R1,5.98
26.03,Burkholderia,R1,5.99
27.03,Burkholderia,R1,6.03
28.03,Burkholderia,R1,6.05
29.03,Burkholderia,R1,6.09
30.03,Burkholderia,R1,6.11
31.03,Burkholderia,R1,6.12
32.03,Burkholderia,R1,6.15
33.03,Burkholderia,R1,6.18
34.03,Burkholderia,R1,6.19
35.03,Burkholderia,R1,6.21
36.03,Burkholderia,R1,6.21
37.03,Burkholderia,R1,6.23
38.03,Burkholderia,R1,6.25
39.03,Burkholderia,R1,6.27
40.03,Burkholderia,R1,6.26
41.03,Burkholderia,R1,6.27
42.03,Burkholderia,R1,6.29
43.03,Burkholderia,R1,6.3
44.03,Burkholderia,R1,6.31
45.03,Burkholderia,R1,6.31
46.03,Burkholderia,R1,6.32
47.03,Burkholderia,R1,6.32
48.03,Burkholderia,R1,6.32
49.03,Burkholderia,R1,6.33
50.05,Burkholderia,R1,6.34
51.05,Burkholderia,R1,6.33
52.05,Burkholderia,R1,6.33
53.05,Burkholderia,R1,6.31
54.05,Burkholderia,R1,6.3
55.05,Burkholderia,R1,6.27
56.05,Burkholderia,R1,6.3
57.05,Burkholderia,R1,6.27
58.05,Burkholderia,R1,6.27
59.05,Burkholderia,R1,6.24
60.05,Burkholderia,R1,6.25
61.05,Burkholderia,R1,6.23
62.05,Burkholderia,R1,6.22
63.05,Burkholderia,R1,6.21
64.05,Burkholderia,R1,6.19
65.05,Burkholderia,R1,6.19
66.05,Burkholderia,R1,6.17
67.05,Burkholderia,R1,6.16
68.05,Burkholderia,R1,6.14
69.05,Burkholderia,R1,6.13
70.05,Burkholderia,R1,6.12
71.05,Burkholderia,R1,6.11
72.05,Burkholderia,R1,6.08
73.05,Burkholderia,R1,6.07
74.05,Burkholderia,R1,6.06
75.05,Burkholderia,R1,6.03
76.05,Burkholderia,R1,6.03
77.05,Burkholderia,R1,6.02
78.05,Burkholderia,R1,5.98
79.05,Burkholderia,R1,5.97
80.05,Burkholderia,R1,5.96
81.05,Burkholderia,R1,5.93
82.05,Burkholderia,R1,5.93
83.05,Burkholderia,R1,5.91
84.05,Burkholderia,R1,5.89
85.05,Burkholderia,R1,5.86
86.05,Burkholderia,R1,5.83
87.05,Burkholderia,R1,5.82
88.05,Burkholderia,R1,5.81
89.05,Burkholderia,R1,5.78
90.05,Burkholderia,R1,5.76
91.05,Burkholderia,R1,5.74
92.05,Burkholderia,R1,5.71
93.05,Burkholderia,R1,5.71
94.05,Burkholderia,R1,5.68
95.05,Burkholderia,R1,5.66
96.05,Burkholderia,R1,5.61
97.05,Burkholderia,R1,5.59
98.05,Burkholderia,R1,5.55
99.05,Burkholderia,R1,5.52
100.05,Burkholderia,R1,5.53
101.05,Burkholderia,R1,5.48
102.05,Burkholderia,R1,5.45
103.05,Burkholderia,R1,5.46
104.05,Burkholderia,R1,5.41
105.05,Burkholderia,R1,5.37
106.05,Burkholderia,R1,5.31
107.05,Burkholderia,R1,5.32
108.05,Burkholderia,R1,5.27
109.05,Burkholderia,R1,5.24
110.05,Burkholderia,R1,5.23
111.05,Burkholderia,R1,5.18
112.05,Burkholderia,R1,5.13
113.05,Burkholderia,R1,5.1
114.05,Burkholderia,R1,5.07
115.05,Burkholderia,R1,5.04
116.05,Burkholderia,R1,4.99
117.05,Burkholderia,R1,4.96
118.05,Burkholderia,R1,4.91
119.05,Burkholderia,R1,4.86
120.05,Burkholderia,R1,4.83
121.05,Burkholderia,R1,4.78
122.05,Burkholderia,R1,4.73
123.05,Burkholderia,R1,4.7
124.05,Burkholderia,R1,4.65
125.05,Burkholderia,R1,4.6
126.05,Burkholderia,R1,4.55
127.05,Burkholderia,R1,4.51
128.05,Burkholderia,R1,4.43
129.05,Burkholderia,R1,4.39
130.05,Burkholderia,R1,4.34
131.05,Burkholderia,R1,4.28
132.05,Burkholderia,R1,4.24
133.05,Burkholderia,R1,4.17
134.05,Burkholderia,R1,4.11
135.05,Burkholderia,R1,4.06
136.05,Burkholderia,R1,3.99
137.05,Burkholderia,R1,3.93
138.05,Burkholderia,R1,3.87
139.05,Burkholderia,R1,3.78
140.05,Burkholderia,R1,3.74
141.05,Burkholderia,R1,3.66
142.05,Burkholderia,R1,3.58
143.05,Burkholderia,R1,3.52
144.05,Burkholderia,R1,3.46
145.05,Burkholderia,R1,3.38
146.05,Burkholderia,R1,3.31
147.05,Burkholderia,R1,3.21
148.05,Burkholderia,R1,3.14
149.05,Burkholderia,R1,3.06
150.05,Burkholderia,R1,2.98
151.05,Burkholderia,R1,2.89
152.05,Burkholderia,R1,2.81
153.05,Burkholderia,R1,2.71
154.05,Burkholderia,R1,2.62
155.05,Burkholderia,R1,2.52
156.05,Burkholderia,R1,2.44
157.05,Burkholderia,R1,2.33
158.05,Burkholderia,R1,2.23
159.05,Burkholderia,R1,2.12
160.05,Burkholderia,R1,2.01
161.05,Burkholderia,R1,1.91
162.05,Burkholderia,R1,1.8
163.05,Burkholderia,R1,1.69
164.05,Burkholderia,R1,1.58
165.05,Burkholderia,R1,1.45
166.05,Burkholderia,R1,1.33
167.05,Burkholderia,R1,1.2
168.05,Burkholderia,R1,1.08
169.05,Burkholderia,R1,0.95
170.05,Burkholderia,R1,0.82
171.05,Burkholderia,R1,0.69
172.05,Burkholderia,R1,0.54
173.05,Burkholderia,R1,0.41
174.05,Burkholderia,R1,0.3
175.05,Burkholderia,R1,0.23
176.05,Burkholderia,R1,0.21
177.05,Burkholderia,R1,0.21
178.05,Burkholderia,R1,0.21
179.05,Burkholderia,R1,0.21
180.05,Burkholderia,R1,0.22
181.05,Burkholderia,R1,0.21
182.05,Burkholderia,R1,0.21
183.05,Burkholderia,R1,0.21
184.05,Burkholderia,R1,0.21
185.05,Burkholderia,R1,0.21
186.05,Burkholderia,R1,0.21
187.05,Burkholderia,R1,0.21
188.05,Burkholderia,R1,0.2
189.05,Burkholderia,R1,0.21
190.05,Burkholderia,R1,0.21
191.05,Burkholderia,R1,0.21
192.05,Burkholderia,R1,0.21
193.05,Burkholderia,R1,0.2
194.05,Burkholderia,R1,0.21
195.05,Burkholderia,R1,0.21
196.05,Burkholderia,R1,0.21
197.05,Burkholderia,R1,0.2
0.03,Buttiauxella,R1,4.76
1.03,Buttiauxella,R1,4.72
2.03,Buttiauxella,R1,4.77
3.03,Buttiauxella,R1,4.83
4.03,Buttiauxella,R1,4.91
5.03,Buttiauxella,R1,4.98
6.03,Buttiauxella,R1,5.04
7.03,Buttiauxella,R1,5.12
8.03,Buttiauxella,R1,5.18
9.03,Buttiauxella,R1,5.24
10.03,Buttiauxella,R1,5.28
11.03,Buttiauxella,R1,5.35
12.03,Buttiauxella,R1,5.4
13.03,Buttiauxella,R1,5.44
14.03,Buttiauxella,R1,5.48
15.03,Buttiauxella,R1,5.52
16.03,Buttiauxella,R1,5.55
17.03,Buttiauxella,R1,5.59
18.03,Buttiauxella,R1,5.61
19.03,Buttiauxella,R1,5.65
20.03,Buttiauxella,R1,5.67
21.03,Buttiauxella,R1,5.69
22.03,Buttiauxella,R1,5.73
23.03,Buttiauxella,R1,5.73
24.03,Buttiauxella,R1,5.75
25.03,Buttiauxella,R1,5.77
26.03,Buttiauxella,R1,5.79
27.03,Buttiauxella,R1,5.81
28.03,Buttiauxella,R1,5.81
29.03,Buttiauxella,R1,5.83
30.03,Buttiauxella,R1,5.83
31.03,Buttiauxella,R1,5.85
32.03,Buttiauxella,R1,5.86
33.03,Buttiauxella,R1,5.86
34.03,Buttiauxella,R1,5.86
35.03,Buttiauxella,R1,5.87
36.03,Buttiauxella,R1,5.87
37.03,Buttiauxella,R1,5.87
38.03,Buttiauxella,R1,5.89
39.03,Buttiauxella,R1,5.88
40.03,Buttiauxella,R1,5.88
41.03,Buttiauxella,R1,5.88
42.03,Buttiauxella,R1,5.88
43.03,Buttiauxella,R1,5.89
44.03,Buttiauxella,R1,5.89
45.03,Buttiauxella,R1,5.9
46.03,Buttiauxella,R1,5.89
47.03,Buttiauxella,R1,5.88
48.03,Buttiauxella,R1,5.87
49.03,Buttiauxella,R1,5.85
50.05,Buttiauxella,R1,5.86
51.05,Buttiauxella,R1,5.85
52.05,Buttiauxella,R1,5.86
53.05,Buttiauxella,R1,5.83
54.05,Buttiauxella,R1,5.83
55.05,Buttiauxella,R1,5.83
56.05,Buttiauxella,R1,5.8
57.05,Buttiauxella,R1,5.8
58.05,Buttiauxella,R1,5.79
59.05,Buttiauxella,R1,5.8
60.05,Buttiauxella,R1,5.77
61.05,Buttiauxella,R1,5.76
62.05,Buttiauxella,R1,5.77
63.05,Buttiauxella,R1,5.76
64.05,Buttiauxella,R1,5.75
65.05,Buttiauxella,R1,5.73
66.05,Buttiauxella,R1,5.72
67.05,Buttiauxella,R1,5.69
68.05,Buttiauxella,R1,5.68
69.05,Buttiauxella,R1,5.69
70.05,Buttiauxella,R1,5.69
71.05,Buttiauxella,R1,5.65
72.05,Buttiauxella,R1,5.64
73.05,Buttiauxella,R1,5.64
74.05,Buttiauxella,R1,5.62
75.05,Buttiauxella,R1,5.6
76.05,Buttiauxella,R1,5.59
77.05,Buttiauxella,R1,5.58
78.05,Buttiauxella,R1,5.56
79.05,Buttiauxella,R1,5.55
80.05,Buttiauxella,R1,5.54
81.05,Buttiauxella,R1,5.53
82.05,Buttiauxella,R1,5.49
83.05,Buttiauxella,R1,5.49
84.05,Buttiauxella,R1,5.47
85.05,Buttiauxella,R1,5.47
86.05,Buttiauxella,R1,5.45
87.05,Buttiauxella,R1,5.42
88.05,Buttiauxella,R1,5.43
89.05,Buttiauxella,R1,5.4
90.05,Buttiauxella,R1,5.39
91.05,Buttiauxella,R1,5.35
92.05,Buttiauxella,R1,5.35
93.05,Buttiauxella,R1,5.33
94.05,Buttiauxella,R1,5.3
95.05,Buttiauxella,R1,5.28
96.05,Buttiauxella,R1,5.26
97.05,Buttiauxella,R1,5.23
98.05,Buttiauxella,R1,5.22
99.05,Buttiauxella,R1,5.19
100.05,Buttiauxella,R1,5.17
101.05,Buttiauxella,R1,5.14
102.05,Buttiauxella,R1,5.12
103.05,Buttiauxella,R1,5.09
104.05,Buttiauxella,R1,5.08
105.05,Buttiauxella,R1,5.04
106.05,Buttiauxella,R1,5.03
107.05,Buttiauxella,R1,5.01
108.05,Buttiauxella,R1,4.97
109.05,Buttiauxella,R1,4.95
110.05,Buttiauxella,R1,4.92
111.05,Buttiauxella,R1,4.9
112.05,Buttiauxella,R1,4.86
113.05,Buttiauxella,R1,4.83
114.05,Buttiauxella,R1,4.79
115.05,Buttiauxella,R1,4.77
116.05,Buttiauxella,R1,4.75
117.05,Buttiauxella,R1,4.71
118.05,Buttiauxella,R1,4.67
119.05,Buttiauxella,R1,4.64
120.05,Buttiauxella,R1,4.6
121.05,Buttiauxella,R1,4.56
122.05,Buttiauxella,R1,4.54
123.05,Buttiauxella,R1,4.49
124.05,Buttiauxella,R1,4.46
125.05,Buttiauxella,R1,4.42
126.05,Buttiauxella,R1,4.4
127.05,Buttiauxella,R1,4.34
128.05,Buttiauxella,R1,4.29
129.05,Buttiauxella,R1,4.26
130.05,Buttiauxella,R1,4.22
131.05,Buttiauxella,R1,4.17
132.05,Buttiauxella,R1,4.12
133.05,Buttiauxella,R1,4.07
134.05,Buttiauxella,R1,4.04
135.05,Buttiauxella,R1,3.97
136.05,Buttiauxella,R1,3.95
137.05,Buttiauxella,R1,3.89
138.05,Buttiauxella,R1,3.84
139.05,Buttiauxella,R1,3.78
140.05,Buttiauxella,R1,3.74
141.05,Buttiauxella,R1,3.66
142.05,Buttiauxella,R1,3.63
143.05,Buttiauxella,R1,3.57
144.05,Buttiauxella,R1,3.49
145.05,Buttiauxella,R1,3.45
146.05,Buttiauxella,R1,3.39
147.05,Buttiauxella,R1,3.32
148.05,Buttiauxella,R1,3.26
149.05,Buttiauxella,R1,3.18
150.05,Buttiauxella,R1,3.15
151.05,Buttiauxella,R1,3.06
152.05,Buttiauxella,R1,2.99
153.05,Buttiauxella,R1,2.91
154.05,Buttiauxella,R1,2.85
155.05,Buttiauxella,R1,2.79
156.05,Buttiauxella,R1,2.72
157.05,Buttiauxella,R1,2.63
158.05,Buttiauxella,R1,2.54
159.05,Buttiauxella,R1,2.47
160.05,Buttiauxella,R1,2.37
161.05,Buttiauxella,R1,2.31
162.05,Buttiauxella,R1,2.21
163.05,Buttiauxella,R1,2.13
164.05,Buttiauxella,R1,2.03
165.05,Buttiauxella,R1,1.95
166.05,Buttiauxella,R1,1.86
167.05,Buttiauxella,R1,1.75
168.05,Buttiauxella,R1,1.66
169.05,Buttiauxella,R1,1.57
170.05,Buttiauxella,R1,1.46
171.05,Buttiauxella,R1,1.35
172.05,Buttiauxella,R1,1.25
173.05,Buttiauxella,R1,1.14
174.05,Buttiauxella,R1,1.03
175.05,Buttiauxella,R1,0.91
176.05,Buttiauxella,R1,0.79
177.05,Buttiauxella,R1,0.67
178.05,Buttiauxella,R1,0.56
179.05,Buttiauxella,R1,0.45
180.05,Buttiauxella,R1,0.3
181.05,Buttiauxella,R1,0.18
182.05,Buttiauxella,R1,0.06
183.05,Buttiauxella,R1,0.01
184.05,Buttiauxella,R1,0
185.05,Buttiauxella,R1,0
186.05,Buttiauxella,R1,0
187.05,Buttiauxella,R1,0
188.05,Buttiauxella,R1,0
189.05,Buttiauxella,R1,0
190.05,Buttiauxella,R1,0
191.05,Buttiauxella,R1,0
192.05,Buttiauxella,R1,0
193.05,Buttiauxella,R1,0
194.05,Buttiauxella,R1,0
195.05,Buttiauxella,R1,0
196.05,Buttiauxella,R1,0
197.05,Buttiauxella,R1,0
0.03,Flavobacterium_B,R1,4.84
1.03,Flavobacterium_B,R1,4.86
2.03,Flavobacterium_B,R1,4.94
3.03,Flavobacterium_B,R1,5.02
4.03,Flavobacterium_B,R1,5.09
5.03,Flavobacterium_B,R1,5.18
6.03,Flavobacterium_B,R1,5.26
7.03,Flavobacterium_B,R1,5.33
8.03,Flavobacterium_B,R1,5.4
9.03,Flavobacterium_B,R1,5.47
10.03,Flavobacterium_B,R1,5.52
11.03,Flavobacterium_B,R1,5.6
12.03,Flavobacterium_B,R1,5.65
13.03,Flavobacterium_B,R1,5.7
14.03,Flavobacterium_B,R1,5.74
15.03,Flavobacterium_B,R1,5.8
16.03,Flavobacterium_B,R1,5.82
17.03,Flavobacterium_B,R1,5.87
18.03,Flavobacterium_B,R1,5.91
19.03,Flavobacterium_B,R1,5.94
20.03,Flavobacterium_B,R1,5.98
21.03,Flavobacterium_B,R1,6
22.03,Flavobacterium_B,R1,6.03
23.03,Flavobacterium_B,R1,6.05
24.03,Flavobacterium_B,R1,6.07
25.03,Flavobacterium_B,R1,6.1
26.03,Flavobacterium_B,R1,6.12
27.03,Flavobacterium_B,R1,6.14
28.03,Flavobacterium_B,R1,6.14
29.03,Flavobacterium_B,R1,6.17
30.03,Flavobacterium_B,R1,6.17
31.03,Flavobacterium_B,R1,6.18
32.03,Flavobacterium_B,R1,6.19
33.03,Flavobacterium_B,R1,6.2
34.03,Flavobacterium_B,R1,6.21
35.03,Flavobacterium_B,R1,6.21
36.03,Flavobacterium_B,R1,6.21
37.03,Flavobacterium_B,R1,6.21
38.03,Flavobacterium_B,R1,6.22
39.03,Flavobacterium_B,R1,6.21
40.03,Flavobacterium_B,R1,6.21
41.03,Flavobacterium_B,R1,6.19
42.03,Flavobacterium_B,R1,6.19
43.03,Flavobacterium_B,R1,6.19
44.03,Flavobacterium_B,R1,6.16
45.03,Flavobacterium_B,R1,6.14
46.03,Flavobacterium_B,R1,6.14
47.03,Flavobacterium_B,R1,6.12
48.03,Flavobacterium_B,R1,6.13
49.03,Flavobacterium_B,R1,6.11
50.05,Flavobacterium_B,R1,6.11
51.05,Flavobacterium_B,R1,6.1
52.05,Flavobacterium_B,R1,6.08
53.05,Flavobacterium_B,R1,6.08
54.05,Flavobacterium_B,R1,6.04
55.05,Flavobacterium_B,R1,6.03
56.05,Flavobacterium_B,R1,6.02
57.05,Flavobacterium_B,R1,6.02
58.05,Flavobacterium_B,R1,6.01
59.05,Flavobacterium_B,R1,5.99
60.05,Flavobacterium_B,R1,5.98
61.05,Flavobacterium_B,R1,5.97
62.05,Flavobacterium_B,R1,5.95
63.05,Flavobacterium_B,R1,5.93
64.05,Flavobacterium_B,R1,5.93
65.05,Flavobacterium_B,R1,5.91
66.05,Flavobacterium_B,R1,5.91
67.05,Flavobacterium_B,R1,5.87
68.05,Flavobacterium_B,R1,5.88
69.05,Flavobacterium_B,R1,5.85
70.05,Flavobacterium_B,R1,5.84
71.05,Flavobacterium_B,R1,5.83
72.05,Flavobacterium_B,R1,5.8
73.05,Flavobacterium_B,R1,5.81
74.05,Flavobacterium_B,R1,5.77
75.05,Flavobacterium_B,R1,5.75
76.05,Flavobacterium_B,R1,5.76
77.05,Flavobacterium_B,R1,5.74
78.05,Flavobacterium_B,R1,5.71
79.05,Flavobacterium_B,R1,5.69
80.05,Flavobacterium_B,R1,5.69
81.05,Flavobacterium_B,R1,5.67
82.05,Flavobacterium_B,R1,5.63
83.05,Flavobacterium_B,R1,5.63
84.05,Flavobacterium_B,R1,5.62
85.05,Flavobacterium_B,R1,5.58
86.05,Flavobacterium_B,R1,5.57
87.05,Flavobacterium_B,R1,5.55
88.05,Flavobacterium_B,R1,5.53
89.05,Flavobacterium_B,R1,5.5
90.05,Flavobacterium_B,R1,5.49
91.05,Flavobacterium_B,R1,5.47
92.05,Flavobacterium_B,R1,5.44
93.05,Flavobacterium_B,R1,5.41
94.05,Flavobacterium_B,R1,5.41
95.05,Flavobacterium_B,R1,5.36
96.05,Flavobacterium_B,R1,5.35
97.05,Flavobacterium_B,R1,5.34
98.05,Flavobacterium_B,R1,5.3
99.05,Flavobacterium_B,R1,5.29
100.05,Flavobacterium_B,R1,5.26
101.05,Flavobacterium_B,R1,5.23
102.05,Flavobacterium_B,R1,5.22
103.05,Flavobacterium_B,R1,5.18
104.05,Flavobacterium_B,R1,5.15
105.05,Flavobacterium_B,R1,5.14
106.05,Flavobacterium_B,R1,5.1
107.05,Flavobacterium_B,R1,5.08
108.05,Flavobacterium_B,R1,5.04
109.05,Flavobacterium_B,R1,5.03
110.05,Flavobacterium_B,R1,5.01
111.05,Flavobacterium_B,R1,4.97
112.05,Flavobacterium_B,R1,4.93
113.05,Flavobacterium_B,R1,4.91
114.05,Flavobacterium_B,R1,4.86
115.05,Flavobacterium_B,R1,4.84
116.05,Flavobacterium_B,R1,4.82
117.05,Flavobacterium_B,R1,4.77
118.05,Flavobacterium_B,R1,4.73
119.05,Flavobacterium_B,R1,4.71
120.05,Flavobacterium_B,R1,4.68
121.05,Flavobacterium_B,R1,4.65
122.05,Flavobacterium_B,R1,4.6
123.05,Flavobacterium_B,R1,4.56
124.05,Flavobacterium_B,R1,4.53
125.05,Flavobacterium_B,R1,4.51
126.05,Flavobacterium_B,R1,4.45
127.05,Flavobacterium_B,R1,4.43
128.05,Flavobacterium_B,R1,4.38
129.05,Flavobacterium_B,R1,4.35
130.05,Flavobacterium_B,R1,4.3
131.05,Flavobacterium_B,R1,4.26
132.05,Flavobacterium_B,R1,4.24
133.05,Flavobacterium_B,R1,4.17
134.05,Flavobacterium_B,R1,4.13
135.05,Flavobacterium_B,R1,4.1
136.05,Flavobacterium_B,R1,4.06
137.05,Flavobacterium_B,R1,4
138.05,Flavobacterium_B,R1,3.94
139.05,Flavobacterium_B,R1,3.92
140.05,Flavobacterium_B,R1,3.87
141.05,Flavobacterium_B,R1,3.81
142.05,Flavobacterium_B,R1,3.77
143.05,Flavobacterium_B,R1,3.72
144.05,Flavobacterium_B,R1,3.69
145.05,Flavobacterium_B,R1,3.63
146.05,Flavobacterium_B,R1,3.58
147.05,Flavobacterium_B,R1,3.53
148.05,Flavobacterium_B,R1,3.48
149.05,Flavobacterium_B,R1,3.42
150.05,Flavobacterium_B,R1,3.36
151.05,Flavobacterium_B,R1,3.3
152.05,Flavobacterium_B,R1,3.25
153.05,Flavobacterium_B,R1,3.2
154.05,Flavobacterium_B,R1,3.14
155.05,Flavobacterium_B,R1,3.07
156.05,Flavobacterium_B,R1,3.03
157.05,Flavobacterium_B,R1,2.96
158.05,Flavobacterium_B,R1,2.9
159.05,Flavobacterium_B,R1,2.84
160.05,Flavobacterium_B,R1,2.78
161.05,Flavobacterium_B,R1,2.71
162.05,Flavobacterium_B,R1,2.63
163.05,Flavobacterium_B,R1,2.58
164.05,Flavobacterium_B,R1,2.5
165.05,Flavobacterium_B,R1,2.43
166.05,Flavobacterium_B,R1,2.36
167.05,Flavobacterium_B,R1,2.3
168.05,Flavobacterium_B,R1,2.23
169.05,Flavobacterium_B,R1,2.14
170.05,Flavobacterium_B,R1,2.07
171.05,Flavobacterium_B,R1,1.99
172.05,Flavobacterium_B,R1,1.91
173.05,Flavobacterium_B,R1,1.83
174.05,Flavobacterium_B,R1,1.76
175.05,Flavobacterium_B,R1,1.67
176.05,Flavobacterium_B,R1,1.59
177.05,Flavobacterium_B,R1,1.5
178.05,Flavobacterium_B,R1,1.41
179.05,Flavobacterium_B,R1,1.34
180.05,Flavobacterium_B,R1,1.25
181.05,Flavobacterium_B,R1,1.16
182.05,Flavobacterium_B,R1,1.06
183.05,Flavobacterium_B,R1,0.97
184.05,Flavobacterium_B,R1,0.87
185.05,Flavobacterium_B,R1,0.79
186.05,Flavobacterium_B,R1,0.68
187.05,Flavobacterium_B,R1,0.58
188.05,Flavobacterium_B,R1,0.47
189.05,Flavobacterium_B,R1,0.38
190.05,Flavobacterium_B,R1,0.31
191.05,Flavobacterium_B,R1,0.25
192.05,Flavobacterium_B,R1,0.2
193.05,Flavobacterium_B,R1,0.17
194.05,Flavobacterium_B,R1,0.15
195.05,Flavobacterium_B,R1,0.13
196.05,Flavobacterium_B,R1,0.12
197.05,Flavobacterium_B,R1,0.11
0.03,Herbaspirillum,R1,4.65
1.03,Herbaspirillum,R1,4.61
2.03,Herbaspirillum,R1,4.67
3.03,Herbaspirillum,R1,4.73
4.03,Herbaspirillum,R1,4.8
5.03,Herbaspirillum,R1,4.87
6.03,Herbaspirillum,R1,4.93
7.03,Herbaspirillum,R1,4.99
8.03,Herbaspirillum,R1,5.05
9.03,Herbaspirillum,R1,5.12
10.03,Herbaspirillum,R1,5.17
11.03,Herbaspirillum,R1,5.21
12.03,Herbaspirillum,R1,5.27
13.03,Herbaspirillum,R1,5.31
14.03,Herbaspirillum,R1,5.36
15.03,Herbaspirillum,R1,5.39
16.03,Herbaspirillum,R1,5.44
17.03,Herbaspirillum,R1,5.48
18.03,Herbaspirillum,R1,5.51
19.03,Herbaspirillum,R1,5.55
20.03,Herbaspirillum,R1,5.57
21.03,Herbaspirillum,R1,5.6
22.03,Herbaspirillum,R1,5.63
23.03,Herbaspirillum,R1,5.66
24.03,Herbaspirillum,R1,5.68
25.03,Herbaspirillum,R1,5.72
26.03,Herbaspirillum,R1,5.73
27.03,Herbaspirillum,R1,5.73
28.03,Herbaspirillum,R1,5.76
29.03,Herbaspirillum,R1,5.79
30.03,Herbaspirillum,R1,5.79
31.03,Herbaspirillum,R1,5.81
32.03,Herbaspirillum,R1,5.83
33.03,Herbaspirillum,R1,5.83
34.03,Herbaspirillum,R1,5.85
35.03,Herbaspirillum,R1,5.86
36.03,Herbaspirillum,R1,5.86
37.03,Herbaspirillum,R1,5.87
38.03,Herbaspirillum,R1,5.88
39.03,Herbaspirillum,R1,5.88
40.03,Herbaspirillum,R1,5.89
41.03,Herbaspirillum,R1,5.9
42.03,Herbaspirillum,R1,5.89
43.03,Herbaspirillum,R1,5.91
44.03,Herbaspirillum,R1,5.91
45.03,Herbaspirillum,R1,5.92
46.03,Herbaspirillum,R1,5.92
47.03,Herbaspirillum,R1,5.94
48.03,Herbaspirillum,R1,5.94
49.03,Herbaspirillum,R1,5.93
50.05,Herbaspirillum,R1,5.92
51.05,Herbaspirillum,R1,5.93
52.05,Herbaspirillum,R1,5.91
53.05,Herbaspirillum,R1,5.9
54.05,Herbaspirillum,R1,5.91
55.05,Herbaspirillum,R1,5.9
56.05,Herbaspirillum,R1,5.89
57.05,Herbaspirillum,R1,5.88
58.05,Herbaspirillum,R1,5.88
59.05,Herbaspirillum,R1,5.87
60.05,Herbaspirillum,R1,5.87
61.05,Herbaspirillum,R1,5.86
62.05,Herbaspirillum,R1,5.85
63.05,Herbaspirillum,R1,5.84
64.05,Herbaspirillum,R1,5.84
65.05,Herbaspirillum,R1,5.83
66.05,Herbaspirillum,R1,5.83
67.05,Herbaspirillum,R1,5.81
68.05,Herbaspirillum,R1,5.81
69.05,Herbaspirillum,R1,5.8
70.05,Herbaspirillum,R1,5.79
71.05,Herbaspirillum,R1,5.79
72.05,Herbaspirillum,R1,5.78
73.05,Herbaspirillum,R1,5.76
74.05,Herbaspirillum,R1,5.76
75.05,Herbaspirillum,R1,5.75
76.05,Herbaspirillum,R1,5.74
77.05,Herbaspirillum,R1,5.73
78.05,Herbaspirillum,R1,5.71
79.05,Herbaspirillum,R1,5.71
80.05,Herbaspirillum,R1,5.7
81.05,Herbaspirillum,R1,5.69
82.05,Herbaspirillum,R1,5.68
83.05,Herbaspirillum,R1,5.67
84.05,Herbaspirillum,R1,5.67
85.05,Herbaspirillum,R1,5.66
86.05,Herbaspirillum,R1,5.65
87.05,Herbaspirillum,R1,5.64
88.05,Herbaspirillum,R1,5.62
89.05,Herbaspirillum,R1,5.61
90.05,Herbaspirillum,R1,5.59
91.05,Herbaspirillum,R1,5.58
92.05,Herbaspirillum,R1,5.58
93.05,Herbaspirillum,R1,5.56
94.05,Herbaspirillum,R1,5.56
95.05,Herbaspirillum,R1,5.54
96.05,Herbaspirillum,R1,5.52
97.05,Herbaspirillum,R1,5.51
98.05,Herbaspirillum,R1,5.5
99.05,Herbaspirillum,R1,5.48
100.05,Herbaspirillum,R1,5.47
101.05,Herbaspirillum,R1,5.46
102.05,Herbaspirillum,R1,5.45
103.05,Herbaspirillum,R1,5.43
104.05,Herbaspirillum,R1,5.42
105.05,Herbaspirillum,R1,5.4
106.05,Herbaspirillum,R1,5.38
107.05,Herbaspirillum,R1,5.38
108.05,Herbaspirillum,R1,5.35
109.05,Herbaspirillum,R1,5.34
110.05,Herbaspirillum,R1,5.33
111.05,Herbaspirillum,R1,5.31
112.05,Herbaspirillum,R1,5.28
113.05,Herbaspirillum,R1,5.27
114.05,Herbaspirillum,R1,5.25
115.05,Herbaspirillum,R1,5.23
116.05,Herbaspirillum,R1,5.22
117.05,Herbaspirillum,R1,5.21
118.05,Herbaspirillum,R1,5.17
119.05,Herbaspirillum,R1,5.16
120.05,Herbaspirillum,R1,5.14
121.05,Herbaspirillum,R1,5.13
122.05,Herbaspirillum,R1,5.1
123.05,Herbaspirillum,R1,5.08
124.05,Herbaspirillum,R1,5.06
125.05,Herbaspirillum,R1,5.03
126.05,Herbaspirillum,R1,5.01
127.05,Herbaspirillum,R1,4.99
128.05,Herbaspirillum,R1,4.98
129.05,Herbaspirillum,R1,4.95
130.05,Herbaspirillum,R1,4.92
131.05,Herbaspirillum,R1,4.9
132.05,Herbaspirillum,R1,4.87
133.05,Herbaspirillum,R1,4.85
134.05,Herbaspirillum,R1,4.84
