tree,comparison,n,bias,sd_diff,loa_lower,loa_upper,pct_within_loa,bias_rel_to_mean_r
committed,O2 - OD600,75,8.591711753985028e-4,0.0039069611766273295,-0.006798472730791063,0.008516815081588068,92,0.03703288225670947
committed,O2 - FC,75,4.8165892718496904e-4,0.0020393194218871033,-0.0035154071397137535,0.004478724994083691,97.33333333333334,0.020760959921706706
modular,O2 - OD600,75,8.591711753985028e-4,0.0039069611766273295,-0.006798472730791063,0.008516815081588068,92,0.03703288225670947
modular,O2 - FC,75,4.8165892718496904e-4,0.0020393194218871033,-0.0035154071397137535,0.004478724994083691,97.33333333333334,0.020760959921706706
original,O2 - OD600,75,8.747274538613745e-4,0.003910862652332313,-0.00679056334470996,0.008540018252432708,92,0.03767814096656371
original,O2 - FC,75,4.972152056478408e-4,0.002046157770277548,-0.003513254024096154,0.004507684435391835,97.33333333333334,0.021417122014884504
