curve_code,series_id,Taxon,Replicate,n_points_total,n_points_trimmed,peak_time,main_run_start_time,main_run_end_time,steepest_drop_time,chosen_end_time,fit_duration_min,delta_Ninoc_to_N0_min,end_reason,main_run_duration,main_run_drop,main_run_score
C014,Aeromonas_B | Rep=R4,Aeromonas_B,R4,198,105,54.05,54.05,166.05,158.05,158.05,104.00000000000001,54.05,hybrid_drop_fraction,112.00000000000001,6.25289745657517,700.3245151364191
C015,Aeromonas_B | Rep=R5,Aeromonas_B,R5,198,117,49.03,49.03,174.05,165.05,165.05,116.02000000000001,49.03,hybrid_drop_fraction,125.02000000000001,5.7761672699577655,722.1364320901199
C016,Arthrobacter | Rep=R1,Arthrobacter,R1,198,111,46.03,46.03,166.05,158.05,156.05,110.02000000000001,46.03,hybrid_drop_fraction,120.02000000000001,6.062015112194691,727.5630537656068
C017,Arthrobacter | Rep=R2,Arthrobacter,R2,198,112,53.05,53.05,174.05,166.05,164.05,111.00000000000001,53.05,hybrid_drop_fraction,121.00000000000001,5.9173920527675765,716.0044383848768
C018,Arthrobacter | Rep=R3,Arthrobacter,R3,198,113,53.05,53.05,176.05,167.05,165.05,112.00000000000001,53.05,hybrid_drop_fraction,123.00000000000001,5.95722920837821,732.7391926305198
C019,Arthrobacter | Rep=R4,Arthrobacter,R4,198,109,56.05,56.05,174.05,166.05,164.05,108.00000000000001,56.05,hybrid_drop_fraction,118.00000000000001,5.732844942532942,676.4757032188872
C020,Arthrobacter | Rep=R5,Arthrobacter,R5,198,107,60.05,60.05,176.05,168.05,166.05,106.00000000000001,60.05,hybrid_drop_fraction,116.00000000000001,6.724916093431752,780.0902668380833
C021,Bacillus | Rep=R1,Bacillus,R1,213,105,45.07,45.07,157.08,148.08,149.08,104.01000000000002,45.07,hybrid_drop_fraction,112.01000000000002,6.100253794922243,683.2894275692406
C022,Bacillus | Rep=R2,Bacillus,R2,213,116,49.07,49.07,176.08,165.08,164.08,115.01000000000002,49.07,hybrid_drop_fraction,127.01000000000002,6.00661586381766,762.9002808634812
C023,Bacillus | Rep=R3,Bacillus,R3,213,118,57.07,57.07,186.1,175.08,174.08,117.01000000000002,57.07,hybrid_drop_fraction,129.03,5.943295808747487,766.8634582026882
C024,Bacillus | Rep=R4,Bacillus,R4,213,113,67.07,67.07,194.1,180.1,179.1,112.03,67.07,hybrid_drop_fraction,127.03,6.271282151495115,796.6409717044245
C025,Bacillus | Rep=R5,Bacillus,R5,213,115,47.07,47.07,179.1,160.08,161.08,114.01000000000002,47.07,hybrid_drop_fraction,132.03,5.822174655985553,768.7017198297726
C026,Burkholderia | Rep=R1,Burkholderia,R1,198,119,50.05,50.05,179.05,170.05,168.05,118.00000000000001,50.05,hybrid_drop_fraction,129,6.132989076759945,791.1555909020329
C027,Burkholderia | Rep=R2,Burkholderia,R2,198,131,52.05,53.05,193.05,185.05,182.05,130,52.05,hybrid_drop_fraction,140,5.747389577809893,804.6345408933851
C028,Burkholderia | Rep=R3,Burkholderia,R3,198,131,55.05,55.05,194.05,187.05,185.05,130,55.05,hybrid_drop_fraction,139,6.321512208958902,878.6901970452874
C029,Burkholderia | Rep=R4,Burkholderia,R4,198,131,56.05,56.05,194.05,188.05,186.05,130,56.05,hybrid_drop_fraction,138,5.590834518642945,771.5351635727263
C030,Burkholderia | Rep=R5,Burkholderia,R5,198,125,66.05,66.05,194.05,192.05,190.05,124.00000000000001,66.05,hybrid_drop_fraction,128,5.6519689246802,723.4520223590656
C031,Buttiauxella | Rep=R1,Buttiauxella,R1,198,133,44.03,44.03,186.05,178.05,176.05,132.02,44.03,hybrid_drop_fraction,142.02,5.903927046016406,838.47571907525
C032,Buttiauxella | Rep=R2,Buttiauxella,R2,198,123,46.03,46.03,177.05,170.05,168.05,122.02000000000001,46.03,hybrid_drop_fraction,131.02,5.831634842588366,764.0607970759278
C033,Buttiauxella | Rep=R3,Buttiauxella,R3,198,124,49.03,49.03,183.05,174.05,172.05,123.02000000000001,49.03,hybrid_drop_fraction,134.02,5.852432652982859,784.3430241527628
C034,Buttiauxella | Rep=R4,Buttiauxella,R4,198,130,52.05,53.05,192.05,184.05,181.05,129,52.05,hybrid_drop_fraction,139,5.888887445891508,818.5553549789196
C035,Buttiauxella | Rep=R5,Buttiauxella,R5,198,122,55.05,56.05,186.05,179.05,176.05,121.00000000000001,55.05,hybrid_drop_fraction,130,5.704437999811261,741.5769399754639
C036,Chromobacterium | Rep=R1,Chromobacterium,R1,213,113,52.07,53.07,173.08,165.08,164.08,112.01000000000002,52.07,hybrid_drop_fraction,120.01000000000002,5.929077710403309,711.5486160255012
C037,Chromobacterium | Rep=R2,Chromobacterium,R2,213,114,57.07,57.07,180.1,171.08,170.08,113.01000000000002,57.07,hybrid_drop_fraction,123.03,5.900410844016634,725.9275461393665
C038,Chromobacterium | Rep=R3,Chromobacterium,R3,213,117,57.07,57.07,182.1,174.08,173.08,116.01000000000002,57.07,hybrid_drop_fraction,125.03,5.71780969718133,714.8977464385817
C039,Chromobacterium | Rep=R4,Chromobacterium,R4,213,113,62.07,62.07,184.1,176.08,174.08,112.01000000000002,62.07,hybrid_drop_fraction,122.03,5.941363788317902,725.0246230884335
C040,Chromobacterium | Rep=R5,Chromobacterium,R5,213,118,55.07,55.07,182.1,174.08,172.08,117.01000000000002,55.07,hybrid_drop_fraction,127.03,5.650822992485914,717.8240447354856
C041,Chryseobacterium | Rep=R1,Chryseobacterium,R1,213,151,53.07,53.07,208.1,212.1,203.1,150.03,53.07,hybrid_drop_fraction,155.03,3.0179076814503367,467.8662278552457
C042,Chryseobacterium | Rep=R2,Chryseobacterium,R2,213,142,63.07,63.07,208.1,212.1,204.1,141.03,63.07,hybrid_drop_fraction,145.03,2.711535897366324,393.25405119503796
C043,Chryseobacterium | Rep=R3,Chryseobacterium,R3,213,139,66.07,66.07,208.1,212.1,204.1,138.03,66.07,hybrid_drop_fraction,142.03,2.5470816697100456,361.7620095489178
C044,Chryseobacterium | Rep=R4,Chryseobacterium,R4,213,140,64.07,64.07,208.1,212.1,203.1,139.03,64.07,hybrid_drop_fraction,144.03,2.1548552288873952,310.36379861665154
C045,Chryseobacterium | Rep=R5,Chryseobacterium,R5,213,132,72.07,72.07,208.1,212.1,203.1,131.03,72.07,hybrid_drop_fraction,136.03,2.600656611636446,353.76731888090575
C046,Flavobacterium_A | Rep=R1,Flavobacterium_A,R1,213,147,40.05,41.05,198.1,190.1,186.1,146.05,40.05,hybrid_drop_fraction,157.05,6.073971516894366,953.9172267282602
C047,Flavobacterium_A | Rep=R2,Flavobacterium_A,R2,213,134,48.07,48.07,193.1,184.1,181.1,133.03,48.07,hybrid_drop_fraction,145.03,6.265526728638444,908.6893414544336
C048,Flavobacterium_A | Rep=R3,Flavobacterium_A,R3,213,127,53.07,53.07,189.1,180.1,179.1,126.03,53.07,hybrid_drop_fraction,136.03,6.181790408728428,840.9089492993281
C049,Flavobacterium_A | Rep=R4,Flavobacterium_A,R4,213,119,59.07,59.07,188.1,180.1,177.08,118.01000000000002,59.07,hybrid_drop_fraction,129.03,5.245398265504856,676.8137381980916
C050,Flavobacterium_A | Rep=R5,Flavobacterium_A,R5,213,132,63.07,63.07,205.1,197.1,194.1,131.03,63.07,hybrid_drop_fraction,142.03,6.257778255678641,888.7922456540374
C051,Flavobacterium_B | Rep=R1,Flavobacterium_B,R1,198,147,37.03,37.03,194.05,186.05,183.05,146.02,37.03,hybrid_drop_fraction,157.02,6.066014647864879,952.4856200077434
C052,Flavobacterium_B | Rep=R2,Flavobacterium_B,R2,198,143,46.03,46.03,194.05,197.05,188.05,142.02,46.03,hybrid_drop_fraction,148.02,5.363025150810366,793.8349828229505
C053,Flavobacterium_B | Rep=R3,Flavobacterium_B,R3,198,140,49.03,50.05,194.05,197.05,188.05,139.02,49.03,hybrid_drop_fraction,144,4.597813704526212,662.0851734517745
C054,Flavobacterium_B | Rep=R4,Flavobacterium_B,R4,198,139,50.05,50.05,194.05,191.05,188.05,138,50.05,hybrid_drop_fraction,144,5.620814182240681,809.3972422426581
C055,Flavobacterium_B | Rep=R5,Flavobacterium_B,R5,198,121,65.05,66.05,194.05,197.05,185.05,120.00000000000001,65.05,hybrid_drop_fraction,128,2.098424028263998,268.5982756177917
C056,Herbaspirillum | Rep=R1,Herbaspirillum,R1,198,142,48.03,48.03,194.05,197.05,189.05,141.02,48.03,hybrid_drop_fraction,146.02,3.9334028854842846,574.3554893384153
C057,Herbaspirillum | Rep=R2,Herbaspirillum,R2,198,132,60.05,60.05,194.05,197.05,191.05,131,60.05,hybrid_drop_fraction,134,4.302547549139346,576.5413715846723
C058,Herbaspirillum | Rep=R3,Herbaspirillum,R3,198,120,72.05,72.05,194.05,197.05,191.05,119.00000000000001,72.05,hybrid_drop_fraction,122.00000000000001,3.203689887552164,390.85016628136407
C059,Herbaspirillum | Rep=R4,Herbaspirillum,R4,198,136,55.05,55.05,194.05,197.05,190.05,135,55.05,hybrid_drop_fraction,139,4.369551196381041,607.3676162969647
C060,Herbaspirillum | Rep=R5,Herbaspirillum,R5,198,136,55.05,55.05,194.05,197.05,190.05,135,55.05,hybrid_drop_fraction,139,3.7675449060704653,523.6887419437946
C061,Pseudomonas | Rep=R1,Pseudomonas,R1,213,139,46.07,47.07,195.1,186.1,184.1,138.03,46.07,hybrid_drop_fraction,148.03,6.06767824038843,898.1984099246993
C062,Pseudomonas | Rep=R2,Pseudomonas,R2,213,139,52.07,52.07,201.1,193.1,190.1,138.03,52.07,hybrid_drop_fraction,149.03,5.940137254942621,885.2586551040988
C063,Pseudomonas | Rep=R3,Pseudomonas,R3,213,129,62.07,62.07,200.1,192.1,190.1,128.03,62.07,hybrid_drop_fraction,138.03,6.150597492003649,848.9669718212637
C064,Pseudomonas | Rep=R4,Pseudomonas,R4,213,134,57.07,57.07,202.1,193.1,190.1,133.03,57.07,hybrid_drop_fraction,145.03,5.95606010748613,863.8073973887134
C065,Pseudomonas | Rep=R5,Pseudomonas,R5,213,124,62.07,62.07,195.1,187.1,185.1,123.03,62.07,hybrid_drop_fraction,133.03,6.021008987684381,800.9748256316532
C066,Serratia | Rep=R1,Serratia,R1,213,121,46.07,46.07,176.08,168.08,166.08,120.01000000000002,46.07,hybrid_drop_fraction,130.01000000000002,5.861552206217864,762.0604023303846
C067,Serratia | Rep=R2,Serratia,R2,213,127,44.07,44.07,180.1,171.08,170.08,126.01000000000002,44.07,hybrid_drop_fraction,136.03,5.771958976195269,785.1595795318425
C068,Serratia | Rep=R3,Serratia,R3,213,121,44.07,44.07,174.08,165.08,164.08,120.01000000000002,44.07,hybrid_drop_fraction,130.01000000000002,5.8797549774018565,764.4269446120155
C069,Serratia | Rep=R4,Serratia,R4,213,122,49.07,49.07,180.1,171.08,170.08,121.01000000000002,49.07,hybrid_drop_fraction,131.03,5.699706243062184,746.8325090284379
C070,Serratia | Rep=R5,Serratia,R5,213,127,46.07,46.07,181.1,173.08,172.08,126.01000000000002,46.07,hybrid_drop_fraction,135.03,5.669952926099268,765.6137436111842
C071,Yersinia | Rep=R1,Yersinia,R1,213,108,46.07,46.07,161.08,153.08,153.08,107.01000000000002,46.07,hybrid_drop_fraction,115.01000000000002,6.246817945481963,718.4465319098807
C072,Yersinia | Rep=R2,Yersinia,R2,213,121,44.07,44.07,172.08,164.08,164.08,120.01000000000002,44.07,hybrid_drop_fraction,128.01000000000002,5.996641670792027,767.6301002780874
C073,Yersinia | Rep=R3,Yersinia,R3,213,121,47.07,47.07,175.08,166.08,167.08,120.01000000000002,47.07,hybrid_drop_fraction,128.01000000000002,6.183906439867106,791.6018633673883
C074,Yersinia | Rep=R4,Yersinia,R4,213,113,51.07,51.07,172.08,163.08,163.08,112.01000000000002,51.07,hybrid_drop_fraction,121.01000000000002,6.017411856518684,728.167008757326
C075,Yersinia | Rep=R5,Yersinia,R5,213,123,45.07,45.07,175.08,167.08,167.08,122.01000000000002,45.07,hybrid_drop_fraction,130.01000000000002,5.93928119331976,772.165947943502
