Taxon,Replicate,r_per_minute,K,O2_0,O2_ref,T_end_min,fit_start_min,C_tot_mg_per_L,pseudo_R2,AIC,fit_ok,t_depletion_min,O2_start,depleted,FC_Final,cell_carbon_fg,t_growth_min,N0_cells_per_L,biomass_integral_cells_min_per_L,R,R_C_fg_cell_h,G_C_fg_cell_h,r_per_hour
Chromobacterium,R5,0.024926014887106326,0.0012159932374450658,1.0000638366976153,5.633333333333333,117.01000000000002,55.07,4.80331513587048,0.999962394606215,-1201.9817431192632,TRUE,175.08,4.6433333333333335,TRUE,1599,73.481,120.01000000000002,823478802.9152616,577426745309.463,8.318483989334815e-12,187.34916781530183,109.89530999516758,1.4955608932263795
Chryseobacterium,R1,0.015460105211641952,8.384499700131765e-4,1.0011949766983244,6.11,129.03,59.07,2.104449405779852,0.9999231439543786,-1460.4513922248334,TRUE,212.1,4.93,FALSE,2913,50.3756,153.03,2804145113.797192,1151915467410.6572,1.8269130550962703e-12,41.14579543364204,46.72872456597542,0.9276063126985171
Chryseobacterium,R2,0.016811791148072144,7.875711363987316e-4,1.0013408251075273,5.953333333333333,122.03,67.07,1.8908583203317306,0.999919388466739,-1395.70155824014,TRUE,212.1,4.706666666666667,FALSE,2688,50.3756,145.03,2406945449.5078826,970678131257.0591,1.9479766355537535e-12,43.87239334265166,50.814243969529386,1.0087074688843287
Chryseobacterium,R3,0.016685827159151564,9.312067517155902e-4,1.0010656162587568,5.87,118.03,79.07,2.020136233058714,0.9999233124897269,-1336.2493428187802,TRUE,212.1,4.8533333333333335,FALSE,2343,50.3756,133.03,2610369325.537836,964713593733.4418,2.094026917606485e-12,47.16174256023156,50.43351327831333,1.0011496295490938
Chryseobacterium,R4,0.015770816331408942,6.788354020645641e-4,1.0010184940281743,5.756666666666667,139.03,64.07,1.972056508382524,0.9999506643337752,-1638.7414215674103,TRUE,212.1,4.683333333333334,FALSE,2315,50.3756,148.03,2299360150.5472474,1160354764177.8323,1.6995289451668878e-12,38.27684635364614,47.667860111071455,0.9462489798845365
Chryseobacterium,R5,0.015415546071658503,0.0010784866507290304,1.0008024616333793,5.933333333333334,116.03,80.07,2.067815765473483,0.9999378481289893,-1334.1495853778183,TRUE,212.1,4.68,FALSE,2593,50.3756,132.03,3473893814.3458204,1122573691783.445,1.8420312008099187e-12,41.48628680466516,46.5940429612464,0.9249327642995101
Flavobacterium_A,R1,0.018021960804691345,0.0011986181924599014,1.0008563751118513,6.0633333333333335,124.03000000000002,40.05,3.366836390204216,0.9999116836550992,-1268.8073496264876,TRUE,190.1,4.89,TRUE,1388,52.6642,150.05,952603788.2821234,441308210385.9021,7.629217655524889e-12,171.825488956515,56.946728892625565,1.0813176482814808
Flavobacterium_A,R2,0.015677207281413384,0.0021383665063087706,1.0031565812147725,6.216666666666667,103.01000000000002,54.07,3.4150662647814136,0.9999061203625537,-1046.3264223768706,TRUE,185.1,5.223333333333334,TRUE,1539,52.6642,131.03,2023287224.4946759,519776869966.7384,6.5702543958909725e-12,147.97548387220414,49.537654782588646,0.940632436884803
Flavobacterium_A,R3,0.024161304723055277,0.0012807384283195125,1.000674350624929,6.116666666666667,107.01000000000002,61.07,3.9782975278303008,0.9999351694362094,-1096.404452585825,TRUE,182.1,4.946666666666666,TRUE,1613,52.6642,121.03,888365724.6710763,451142559821.52454,8.818271389434297e-12,198.60539594692543,76.34614705175566,1.4496782833833166
Flavobacterium_A,R4,0.02351547306940147,0.0015060035088271214,1.0004356516233601,5.203333333333333,80.01000000000002,64.07,1.8538554826911469,0.9998584889037272,-850.5774018178399,TRUE,181.1,4.003333333333333,TRUE,1881,52.6642,117.03,1230675099.0413585,291146555881.8885,6.367430578307145e-12,143.40747923504054,74.30541460929437,1.410928384164088
Flavobacterium_A,R5,0.021342495163713147,0.0014939552612840297,1.0004468167365372,6.166666666666667,110.03,73.07,4.086929686047195,0.9999468207714312,-1143.364218730147,TRUE,198.1,4.993333333333333,TRUE,1688,52.6642,125.03,1200655153.0329273,532632164860.2163,7.673080890861644e-12,172.81337817389687,67.43912602804932,1.2805497098227887
Flavobacterium_B,R1,0.01610033938702341,0.0016241963966211214,1.0028370471599843,6.1466666666666665,132.02,44.03,4.574681960016479,0.9999532878315822,-1356.634412296911,TRUE,188.05,4.88,TRUE,416,52.6642,144.02,419762688.64751494,192347495036.1685,2.378342363728869e-11,535.6510431417109,50.874689612764705,0.9660203632214047
Flavobacterium_B,R2,0.014804870052928108,0.002104374222677679,1.0018276713941832,5.776666666666666,105.00000000000001,59.05,3.0649775546649973,0.999918957144197,-1089.3194635803038,TRUE,195.05,4.8933333333333335,TRUE,334,52.6642,136,457352216.5492711,115312876380.96808,2.6579664395318643e-11,598.6280687271183,46.78119824648499,0.8882922031756865
Flavobacterium_B,R3,0.014186768027050854,0.0017838885985855051,1.0020672241942912,6.3,128,60.05,4.07707757014275,0.9999566369046653,-1358.9830709248445,TRUE,197.05,5.1033333333333335,FALSE,401,52.6642,137,588836967.7929498,213616975979.5355,1.9085924943218622e-11,429.85382428839085,44.828087323812696,0.8512060816230512
Flavobacterium_B,R4,0.014978991031775196,0.0018835508497296793,1.0023232821482913,6.526666666666666,116.00000000000001,57.05,3.8437443070622717,0.999949068200162,-1234.374560169276,TRUE,197.05,5.073333333333333,FALSE,320,52.6642,140,403040637.43186367,126018569359.00726,3.050141202692155e-11,686.9537968410926,47.33139476973692,0.8987394619065118
Flavobacterium_B,R5,0.0079724812945485,0.0015887479320047717,1.0021193063421296,6.26,94.00000000000001,72.05,1.391893206284354,0.9998904516564753,-1109.2511500686,TRUE,197.05,4.946666666666666,FALSE,160,52.6642,125.00000000000001,605702412.0511879,84768771011.32376,1.641988187015734e-11,369.80911521181287,25.191860963541668,0.47834887767291
Herbaspirillum,R1,0.01838774088062516,0.0010426551597088405,1.0009903114282699,5.883333333333333,112.00000000000001,56.05,2.2823672820120864,0.9999263987252296,-1246.4768203802603,TRUE,197.05,4.6433333333333335,FALSE,3661,72.449700000000007,141,2809032204.429867,1045148735714.799,2.1837727052801992e-12,49.18300011835828,79.93117862874172,1.1032644528375095
Herbaspirillum,R2,0.022541984311275846,8.540847119233447e-4,1.000672999193886,6.976666666666667,118.00000000000001,68.05,3.514518366363437,0.9999437197347146,-1287.422409707675,TRUE,197.05,5.6899999999999995,FALSE,4497,72.449700000000007,129,2517508380.371204,1484867905818.8845,2.366889574884594e-12,53.307164230149745,97.9896000453985,1.3525190586765508
Herbaspirillum,R3,0.02231892948367655,7.838853468847181e-4,1.0010627513578219,6.423333333333333,114.00000000000001,72.05,2.6474304269370204,0.9999486607383797,-1299.6242963207158,TRUE,197.05,4.963333333333334,FALSE,3962,72.449700000000007,125.00000000000001,2495921265.239381,1312328108285.9902,2.0173540521011813e-12,45.43491378171252,97.01998472481128,1.3391357690205932
Herbaspirillum,R4,0.02169290408519785,8.99942686361268e-4,1.0008897917035782,5.66,122.00000000000001,57.05,3.077180190440321,0.9999327736075562,-1290.3301808556414,TRUE,197.05,4.54,FALSE,5201,72.449700000000007,140,2559007494.050646,1545942022780.7734,1.9904887409071287e-12,44.8298523664645,94.29866358608153,1.301574245111871
Herbaspirillum,R5,0.019846172048880097,9.225470256429326e-4,1.0008987626805868,6.0633333333333335,124.00000000000001,60.05,3.020241150851111,0.9999473675867879,-1362.4293469736635,TRUE,197.05,4.956666666666667,FALSE,4455,72.449700000000007,137,3012820348.890668,1626727839461.083,1.8566358044574215e-12,41.815212164519195,86.2709526653849,1.1907703229328057
Pseudomonas,R1,0.02476961577599536,7.058706372483028e-4,1.0018222387396714,6.373333333333333,120.01000000000002,47.07,3.367792678217576,0.9999112637786841,-1245.2096567736726,TRUE,189.1,5.166666666666667,TRUE,1812,67.4722,142.03,551109269.5065068,412563986104.7886,8.163079647388754e-12,183.84914615560908,100.27562817366686,1.4861769465597217
Pseudomonas,R2,0.021253530609726342,0.0010417991335523382,1.000660928089658,5.92,118.01000000000002,53.07,3.2738445032285783,0.9999253425661316,-1230.3838917272603,TRUE,194.1,4.733333333333333,TRUE,1881,67.4722,141.03,962899023.6032321,511132028728.37384,6.4050858080121745e-12,144.25555154703588,86.04134808033466,1.2752118365835805
Pseudomonas,R3,0.025309359568096233,0.0010571132612618153,1.0007266278238827,6.093333333333333,111.03,69.07,3.9732080431604015,0.9999270786750627,-1125.4732442282584,TRUE,193.1,4.92,TRUE,2069,67.4722,124.03,919174471.2268914,566973554204.4889,7.007748445578107e-12,157.82873913339327,102.46069023903017,1.518561574085774
Pseudomonas,R4,0.018975035264715383,0.001611906600702889,1.0007778215279501,6.193333333333333,119.03,66.07,4.50864148008696,0.9999486220303001,-1217.862951714888,TRUE,197.1,5.1466666666666665,TRUE,1705,67.4722,131.03,1455051627.5081596,657142834454.95,6.860976402225455e-12,154.52313438426762,76.81724246327576,1.138502115882923
Pseudomonas,R5,0.022722006982658822,0.001754631824065788,1.0014656262946058,5.886666666666667,99.01000000000002,75.07,3.8570728428069136,0.9999372996572463,-1014.1560287755086,TRUE,188.1,4.706666666666667,TRUE,2007,67.4722,113.03,1577983495.718351,589257136395.2125,6.545653170027948e-12,147.42141426065194,91.98622797212116,1.3633204189595294
Serratia,R1,0.020828210242536515,0.0017069111065680397,1.002512716937643,5.836666666666667,112.01000000000002,48.07,4.452491306245764,0.9999528473426841,-1145.7847643148257,TRUE,169.08,4.656666666666666,TRUE,1732,51.1229,121.01000000000002,1428507555.0990887,638424913227.2836,6.9741816367066605e-12,157.07274636880499,63.887910564490205,1.249692614552191
Serratia,R2,0.027480352070635542,7.793635591074545e-4,1.0007605092257443,5.746666666666667,108.01000000000002,45.07,3.0079468978174178,0.9999289323624457,-1146.8616670893807,TRUE,173.08,4.72,TRUE,1471,51.1229,128.01000000000002,447516314.8684759,300554292880.69293,1.0007998451752086e-11,225.40046766171812,84.29251745231363,1.6488211242381325
Serratia,R3,0.02555768003607791,0.0013770802672694643,1.0032620817682496,5.78,111.01000000000002,53.07,5.00386593182255,0.9999676105518451,-1152.9955156149742,TRUE,167.08,4.79,TRUE,1801,51.1229,114.01000000000002,1002288723.2357528,630102809014.7036,7.941348396219867e-12,178.85530768234915,78.39496324298445,1.5334608021646747
Serratia,R4,0.02752262081406668,0.0011740583615552544,1.0011778092513277,5.85,95.01000000000002,61.07,3.160832175260951,0.9999277638091436,-998.7836975717616,TRUE,175.08,4.883333333333334,TRUE,1797,51.1229,114.01000000000002,799346909.0622295,367867300617.1764,8.592316223697992e-12,193.5164263319643,84.42217149692696,1.6513572488440007
Serratia,R5,0.02845516277322296,7.613613820133461e-4,1.0014425785479704,5.633333333333333,104.01000000000002,49.07,2.756924026177404,0.9999080789098755,-1091.4031525513594,TRUE,175.08,4.63,TRUE,1826,51.1229,126.01000000000002,519061899.50269395,333647331244.15027,8.26298839525257e-12,186.09929423472457,87.282626456352,1.7073097663933776
Yersinia,R1,0.04615722602419903,3.9386950265672525e-4,1.002035507705755,6.19,99.01000000000002,53.07,5.046834318084379,0.9999609121341743,-1034.934147794357,TRUE,155.08,4.906666666666666,TRUE,3882,59.1765,102.01000000000002,359021501.6312518,743184259723.8507,6.790825090886156e-12,152.94318426145435,163.88538514926083,2.7694335614519416
Yersinia,R2,0.0381862786006876,3.4727316928298985e-4,1.0007085882763294,6.13,118.01000000000002,45.07,4.99450218286066,0.9999656069229365,-1248.6512665000614,TRUE,167.08,4.966666666666667,TRUE,5428,59.1765,122.01000000000002,527417951.8324244,1237415096466.8777,4.03623828181924e-12,90.90429027363751,135.5838189368154,2.291176716041256
Yersinia,R3,0.03873777039055091,4.6681106987881e-4,1.0015960130179675,6.123333333333333,110.01000000000002,56.07,5.1593059548221625,0.9999649489876546,-1152.0814392662744,TRUE,169.08,4.946666666666667,TRUE,4459,59.1765,113.01000000000002,574040249.8832228,1036106933415.1333,4.979511079823072e-12,112.14871100647838,137.54194017098615,2.3242662234330544
Yersinia,R4,0.03673333494154014,5.23000616042634e-4,1.000162034226965,6.28,111.01000000000002,52.07,5.187177611051983,0.9999673540618773,-1173.2912079421621,TRUE,166.08,5.133333333333334,TRUE,5032,59.1765,114.01000000000002,783193995.4609091,1236911489650.182,4.193653025665562e-12,94.4495902705214,130.42501171008297,2.204000096492408
Yersinia,R5,0.03601391928858849,6.020573164751897e-4,1.0006216242476242,5.9,110.01000000000002,57.07,5.08515257256627,0.9999606627056855,-1131.5201614640218,TRUE,169.08,4.77,TRUE,3833,59.1765,112.01000000000002,695936978.9042426,996286054211.9346,5.104108956527191e-12,114.95490845086834,127.87066168686943,2.1608351573153097
