curve_code,Taxon,Replicate,Time,Oxygen,O2_fit
C001,Acinetobacter,R1,43.03,6.2,6.186992250404377
C001,Acinetobacter,R1,44.03,6.19,6.185324561152894
C001,Acinetobacter,R1,45.03,6.19,6.180275533220949
C001,Acinetobacter,R1,46.03,6.17,6.172571034665491
C001,Acinetobacter,R1,47.03,6.16,6.163312551068912
C001,Acinetobacter,R1,48.03,6.14,6.153645169149197
C001,Acinetobacter,R1,49.03,6.14,6.144322271765584
C001,Acinetobacter,R1,50.05,6.14,6.134276237081157
C001,Acinetobacter,R1,51.05,6.14,6.122874456258644
C001,Acinetobacter,R1,52.05,6.1,6.109940526669896
C001,Acinetobacter,R1,53.05,6.1,6.095821307583539
C001,Acinetobacter,R1,54.05,6.08,6.08119017126213
C001,Acinetobacter,R1,55.05,6.06,6.0666947998129
C001,Acinetobacter,R1,56.05,6.05,6.052553601727833
C001,Acinetobacter,R1,57.05,6.04,6.038799181042989
C001,Acinetobacter,R1,58.05,6.04,6.025150197585943
C001,Acinetobacter,R1,59.05,6,6.011413472225454
C001,Acinetobacter,R1,60.05,5.99,5.998062414203454
C001,Acinetobacter,R1,61.05,5.99,5.985517396722816
C001,Acinetobacter,R1,62.05,5.98,5.973320060457013
C001,Acinetobacter,R1,63.05,5.95,5.960892092558703
C001,Acinetobacter,R1,64.05,5.96,5.948054098626705
C001,Acinetobacter,R1,65.05,5.93,5.93474275782852
C001,Acinetobacter,R1,66.05,5.92,5.920960125160214
C001,Acinetobacter,R1,67.05,5.91,5.906741909527288
C001,Acinetobacter,R1,68.05,5.89,5.892193059644429
C001,Acinetobacter,R1,69.05,5.87,5.877338306741109
C001,Acinetobacter,R1,70.05,5.87,5.861812272296766
C001,Acinetobacter,R1,71.05,5.85,5.845269576318442
C001,Acinetobacter,R1,72.05,5.82,5.827834942673641
C001,Acinetobacter,R1,73.05,5.81,5.809679411153682
C001,Acinetobacter,R1,74.05,5.8,5.790689181384681
C001,Acinetobacter,R1,75.05,5.77,5.77083916360776
C001,Acinetobacter,R1,76.05,5.74,5.750743950689253
C001,Acinetobacter,R1,77.05,5.73,5.730949229585707
C001,Acinetobacter,R1,78.05,5.72,5.711085380989305
C001,Acinetobacter,R1,79.05,5.69,5.690733510785165
C001,Acinetobacter,R1,80.05,5.67,5.67019293189452
C001,Acinetobacter,R1,81.05,5.64,5.649810357258055
C001,Acinetobacter,R1,82.05,5.64,5.629403892858165
C001,Acinetobacter,R1,83.05,5.61,5.608786071031069
C001,Acinetobacter,R1,84.05,5.58,5.588275736486559
C001,Acinetobacter,R1,85.05,5.56,5.56810063192314
C001,Acinetobacter,R1,86.05,5.56,5.547617779620603
C001,Acinetobacter,R1,87.05,5.53,5.52612115071341
C001,Acinetobacter,R1,88.05,5.5,5.5035232321734044
C001,Acinetobacter,R1,89.05,5.49,5.480008776149536
C001,Acinetobacter,R1,90.05,5.44,5.456233079661796
C001,Acinetobacter,R1,91.05,5.43,5.432739149344782
C001,Acinetobacter,R1,92.05,5.42,5.409150285420465
C001,Acinetobacter,R1,93.05,5.38,5.384953129332809
C001,Acinetobacter,R1,94.05,5.36,5.360007393826358
C001,Acinetobacter,R1,95.05,5.34,5.33425819126372
C001,Acinetobacter,R1,96.05,5.3,5.307619161179181
C001,Acinetobacter,R1,97.05,5.29,5.280056083049545
C001,Acinetobacter,R1,98.05,5.25,5.251774768950003
C001,Acinetobacter,R1,99.05,5.22,5.223036180851059
C001,Acinetobacter,R1,100.05,5.18,5.1940818477060935
C001,Acinetobacter,R1,101.05,5.18,5.164986351942349
C001,Acinetobacter,R1,102.05,5.13,5.135175922899634
C001,Acinetobacter,R1,103.05,5.11,5.104051965364244
C001,Acinetobacter,R1,104.05,5.07,5.07156493899583
C001,Acinetobacter,R1,105.05,5.04,5.037872768925942
C001,Acinetobacter,R1,106.05,5.01,5.003414187300335
C001,Acinetobacter,R1,107.05,4.95,4.9686237796970945
C001,Acinetobacter,R1,108.05,4.94,4.933638738409368
C001,Acinetobacter,R1,109.05,4.9,4.898454398666673
C001,Acinetobacter,R1,110.05,4.87,4.862796060728935
C001,Acinetobacter,R1,111.05,4.82,4.826465904708455
C001,Acinetobacter,R1,112.05,4.79,4.789843665096652
C001,Acinetobacter,R1,113.05,4.75,4.7532982117582945
C001,Acinetobacter,R1,114.05,4.71,4.716577401672414
C001,Acinetobacter,R1,115.05,4.69,4.6792646747476345
C001,Acinetobacter,R1,116.05,4.64,4.640906815496701
C001,Acinetobacter,R1,117.05,4.6,4.60110644833153
C001,Acinetobacter,R1,118.05,4.56,4.5597262126566
C001,Acinetobacter,R1,119.05,4.53,4.5168071107246694
C001,Acinetobacter,R1,120.05,4.46,4.472843581189012
C001,Acinetobacter,R1,121.05,4.43,4.428378746009011
C001,Acinetobacter,R1,122.05,4.38,4.383697023967952
C001,Acinetobacter,R1,123.05,4.34,4.338929013804364
C001,Acinetobacter,R1,124.05,4.29,4.293848737253878
C001,Acinetobacter,R1,125.05,4.25,4.24814289615683
C001,Acinetobacter,R1,126.05,4.21,4.201505489775257
C001,Acinetobacter,R1,127.05,4.14,4.153643740000743
C001,Acinetobacter,R1,128.05,4.11,4.1043104618213695
C001,Acinetobacter,R1,129.05,4.06,4.053278212626072
C001,Acinetobacter,R1,130.05,4,4.00035292631071
C001,Acinetobacter,R1,131.05,3.95,3.945529856447776
C001,Acinetobacter,R1,132.05,3.89,3.889528158809341
C001,Acinetobacter,R1,133.05,3.82,3.8331604987522208
C001,Acinetobacter,R1,134.05,3.78,3.77688967777264
C001,Acinetobacter,R1,135.05,3.71,3.720859683513521
C001,Acinetobacter,R1,136.05,3.67,3.6642891120651693
C001,Acinetobacter,R1,137.05,3.61,3.606229751818633
C001,Acinetobacter,R1,138.05,3.56,3.5459915519205607
C001,Acinetobacter,R1,139.05,3.48,3.48325842845316
C001,Acinetobacter,R1,140.05,3.41,3.4189520044852584
C001,Acinetobacter,R1,141.05,3.35,3.3540077861410262
C001,Acinetobacter,R1,142.05,3.29,3.2881791047793905
C001,Acinetobacter,R1,143.05,3.23,3.2210412132108988
C001,Acinetobacter,R1,144.05,3.15,3.1526392248178645
C001,Acinetobacter,R1,145.05,3.08,3.083137490254053
C001,Acinetobacter,R1,146.05,3,3.0127074486872543
C001,Acinetobacter,R1,147.05,2.95,2.9413188674299016
C001,Acinetobacter,R1,148.05,2.88,2.8681277378589796
C001,Acinetobacter,R1,149.05,2.79,2.7924207305078217
C001,Acinetobacter,R1,150.05,2.71,2.7148210084706337
C001,Acinetobacter,R1,151.05,2.63,2.6360527206168047
C001,Acinetobacter,R1,152.05,2.56,2.5559074663555643
C001,Acinetobacter,R1,153.05,2.48,2.4740445804570723
C001,Acinetobacter,R1,154.05,2.39,2.390526888595374
C001,Acinetobacter,R1,155.05,2.3,2.305535510884587
C001,Acinetobacter,R1,156.05,2.22,2.219321254295249
C001,Acinetobacter,R1,157.05,2.13,2.1320367301741903
C001,Acinetobacter,R1,158.05,2.04,2.04337208051696
C001,Acinetobacter,R1,159.05,1.96,1.9529373152455134
C001,Acinetobacter,R1,160.05,1.86,1.860484385338711
C001,Acinetobacter,R1,161.05,1.76,1.7657698996226123
C001,Acinetobacter,R1,162.05,1.67,1.6684271572552019
C001,Acinetobacter,R1,163.05,1.58,1.5681691333456478
C001,Acinetobacter,R1,164.05,1.46,1.4651508164758957
C001,Acinetobacter,R1,165.05,1.35,1.359567904936405
C001,Acinetobacter,R1,166.05,1.26,1.2513369223789166
C001,Acinetobacter,R1,167.05,1.15,1.1404076765798525
C001,Acinetobacter,R1,168.05,1.03,1.02714228645311
C002,Acinetobacter,R2,44.03,5.96,5.947822891207679
C002,Acinetobacter,R2,45.03,5.95,5.9463000882550885
C002,Acinetobacter,R2,46.03,5.94,5.940597024398302
C002,Acinetobacter,R2,47.03,5.94,5.931239436489036
C002,Acinetobacter,R2,48.03,5.91,5.919278061309008
C002,Acinetobacter,R2,49.03,5.9,5.905753927469362
C002,Acinetobacter,R2,50.05,5.9,5.890843273581329
C002,Acinetobacter,R2,51.05,5.87,5.875514522597169
C002,Acinetobacter,R2,52.05,5.86,5.860030372609756
C002,Acinetobacter,R2,53.05,5.84,5.844866731876723
C002,Acinetobacter,R2,54.05,5.83,5.830054337467004
C002,Acinetobacter,R2,55.05,5.82,5.815513422169615
C002,Acinetobacter,R2,56.05,5.8,5.801167372842644
C002,Acinetobacter,R2,57.05,5.79,5.7869945088963295
C002,Acinetobacter,R2,58.05,5.76,5.773189725880465
C002,Acinetobacter,R2,59.05,5.77,5.759867346352185
C002,Acinetobacter,R2,60.05,5.74,5.7466028247584395
C002,Acinetobacter,R2,61.05,5.74,5.732912152721761
C002,Acinetobacter,R2,62.05,5.72,5.718612338677177
C002,Acinetobacter,R2,63.05,5.7,5.703644904040606
C002,Acinetobacter,R2,64.05,5.69,5.688148405339015
C002,Acinetobacter,R2,65.05,5.67,5.672262534464216
C002,Acinetobacter,R2,66.05,5.66,5.655934489656354
C002,Acinetobacter,R2,67.05,5.64,5.639146068070738
C002,Acinetobacter,R2,68.05,5.62,5.622209956174995
C002,Acinetobacter,R2,69.05,5.6,5.605444914945228
C002,Acinetobacter,R2,70.05,5.59,5.5888631140791425
C002,Acinetobacter,R2,71.05,5.57,5.572289899938431
C002,Acinetobacter,R2,72.05,5.56,5.5551099168191485
C002,Acinetobacter,R2,73.05,5.55,5.5368598669002695
C002,Acinetobacter,R2,74.05,5.51,5.518125385958085
C002,Acinetobacter,R2,75.05,5.49,5.499620329906702
C002,Acinetobacter,R2,76.05,5.48,5.4815225016141556
C002,Acinetobacter,R2,77.05,5.47,5.463793355018662
C002,Acinetobacter,R2,78.05,5.45,5.4460650013852065
C002,Acinetobacter,R2,79.05,5.42,5.427977342613055
C002,Acinetobacter,R2,80.05,5.41,5.409530785811803
C002,Acinetobacter,R2,81.05,5.39,5.390697747145079
C002,Acinetobacter,R2,82.05,5.38,5.3709781737823175
C002,Acinetobacter,R2,83.05,5.35,5.349956334292845
C002,Acinetobacter,R2,84.05,5.33,5.328026251839803
C002,Acinetobacter,R2,85.05,5.3,5.305763744753454
C002,Acinetobacter,R2,86.05,5.28,5.283662057438747
C002,Acinetobacter,R2,87.05,5.26,5.262006147501655
C002,Acinetobacter,R2,88.05,5.24,5.240330399277563
C002,Acinetobacter,R2,89.05,5.23,5.21810265188216
C002,Acinetobacter,R2,90.05,5.19,5.195275136822941
C002,Acinetobacter,R2,91.05,5.17,5.171955336088327
C002,Acinetobacter,R2,92.05,5.15,5.1483873411986245
C002,Acinetobacter,R2,93.05,5.12,5.124743703237191
C002,Acinetobacter,R2,94.05,5.1,5.100774202007685
C002,Acinetobacter,R2,95.05,5.09,5.076210796375454
C002,Acinetobacter,R2,96.05,5.04,5.051136932732279
C002,Acinetobacter,R2,97.05,5.03,5.025740870127897
C002,Acinetobacter,R2,98.05,5,5.000278630717457
C002,Acinetobacter,R2,99.05,4.97,4.9749648728171945
C002,Acinetobacter,R2,100.05,4.95,4.949781036282288
C002,Acinetobacter,R2,101.05,4.93,4.924642517697901
C002,Acinetobacter,R2,102.05,4.89,4.8994337590301615
C002,Acinetobacter,R2,103.05,4.88,4.8739976596125025
C002,Acinetobacter,R2,104.05,4.85,4.84804190286661
C002,Acinetobacter,R2,105.05,4.82,4.821312425881874
C002,Acinetobacter,R2,106.05,4.79,4.793843396330225
C002,Acinetobacter,R2,107.05,4.77,4.765664519304226
C002,Acinetobacter,R2,108.05,4.73,4.736499418996414
C002,Acinetobacter,R2,109.05,4.72,4.7060612031749445
C002,Acinetobacter,R2,110.05,4.67,4.674326994810473
C002,Acinetobacter,R2,111.05,4.65,4.641521953345603
C002,Acinetobacter,R2,112.05,4.6,4.608599368908228
C002,Acinetobacter,R2,113.05,4.57,4.576510654108045
C002,Acinetobacter,R2,114.05,4.54,4.545471580796663
C002,Acinetobacter,R2,115.05,4.52,4.5153722180389995
C002,Acinetobacter,R2,116.05,4.48,4.4855354645112975
C002,Acinetobacter,R2,117.05,4.46,4.455130723796103
C002,Acinetobacter,R2,118.05,4.43,4.423280589489851
C002,Acinetobacter,R2,119.05,4.4,4.3894168399542846
C002,Acinetobacter,R2,120.05,4.35,4.354254802598464
C002,Acinetobacter,R2,121.05,4.31,4.3187301791960335
C002,Acinetobacter,R2,122.05,4.27,4.283376619931655
C002,Acinetobacter,R2,123.05,4.26,4.248395449383261
C002,Acinetobacter,R2,124.05,4.22,4.213060741290841
C002,Acinetobacter,R2,125.05,4.17,4.1766346652855
C002,Acinetobacter,R2,126.05,4.14,4.139259025400737
C002,Acinetobacter,R2,127.05,4.1,4.101189491479216
C002,Acinetobacter,R2,128.05,4.07,4.062257562197889
C002,Acinetobacter,R2,129.05,4.02,4.022321092969185
C002,Acinetobacter,R2,130.05,3.98,3.981767537313202
C002,Acinetobacter,R2,131.05,3.94,3.9410562946830594
C002,Acinetobacter,R2,132.05,3.9,3.9004049501563225
C002,Acinetobacter,R2,133.05,3.85,3.859872138647407
C002,Acinetobacter,R2,134.05,3.83,3.8191225087937264
C002,Acinetobacter,R2,135.05,3.77,3.7776935330678922
C002,Acinetobacter,R2,136.05,3.74,3.7350079655603072
C002,Acinetobacter,R2,137.05,3.7,3.6906465868709812
C002,Acinetobacter,R2,138.05,3.65,3.6449370020205447
C002,Acinetobacter,R2,139.05,3.58,3.598388595805456
C002,Acinetobacter,R2,140.05,3.55,3.5514910477048645
C002,Acinetobacter,R2,141.05,3.51,3.504514219809185
C002,Acinetobacter,R2,142.05,3.46,3.456868409971235
C002,Acinetobacter,R2,143.05,3.41,3.407970885309026
C002,Acinetobacter,R2,144.05,3.36,3.358126354238989
C002,Acinetobacter,R2,145.05,3.3,3.3077894361855376
C002,Acinetobacter,R2,146.05,3.26,3.2571269533065674
C002,Acinetobacter,R2,147.05,3.21,3.2062623215570922
C002,Acinetobacter,R2,148.05,3.15,3.1554331293470974
C002,Acinetobacter,R2,149.05,3.1,3.1047859088077217
C002,Acinetobacter,R2,150.05,3.05,3.053988794499749
C002,Acinetobacter,R2,151.05,3.01,3.002542974750825
C002,Acinetobacter,R2,152.05,2.96,2.949760250526377
C002,Acinetobacter,R2,153.05,2.89,2.8951437364695525
C002,Acinetobacter,R2,154.05,2.84,2.8391511892965924
C002,Acinetobacter,R2,155.05,2.78,2.782408487331381
C002,Acinetobacter,R2,156.05,2.73,2.7252593532552853
C002,Acinetobacter,R2,157.05,2.66,2.6679545636601953
C002,Acinetobacter,R2,158.05,2.6,2.6106552664225715
C002,Acinetobacter,R2,159.05,2.56,2.5532689134500672
C002,Acinetobacter,R2,160.05,2.5,2.4947778014905126
C002,Acinetobacter,R2,161.05,2.44,2.434193490052376
C002,Acinetobacter,R2,162.05,2.37,2.371569744846497
C002,Acinetobacter,R2,163.05,2.31,2.3072563162950903
C002,Acinetobacter,R2,164.05,2.23,2.241744687463488
C002,Acinetobacter,R2,165.05,2.18,2.175412458198762
C002,Acinetobacter,R2,166.05,2.11,2.1080399628318385
C002,Acinetobacter,R2,167.05,2.04,2.0393454599686174
C002,Acinetobacter,R2,168.05,1.97,1.9693961708310608
C002,Acinetobacter,R2,169.05,1.9,1.8983836590633354
C002,Acinetobacter,R2,170.05,1.83,1.826647895382346
C002,Acinetobacter,R2,171.05,1.75,1.7546035620124132
C002,Acinetobacter,R2,172.05,1.67,1.6828157801347854
C002,Acinetobacter,R2,173.05,1.61,1.6115565601998296
C002,Acinetobacter,R2,174.05,1.55,1.5397750307774671
C002,Acinetobacter,R2,175.05,1.47,1.466323337737698
C002,Acinetobacter,R2,176.05,1.4,1.3909885780312483
C002,Acinetobacter,R2,177.05,1.31,1.3139962138069723
C002,Acinetobacter,R2,178.05,1.22,1.2363902169254963
C002,Acinetobacter,R2,179.05,1.15,1.1588986779533157
C002,Acinetobacter,R2,180.05,1.09,1.0801676525686024
C002,Acinetobacter,R2,181.05,1.02,0.9986500722885306
C002,Acinetobacter,R2,182.05,0.91,0.9141084068746043
C003,Acinetobacter,R3,52.05,5.9,5.88273516269513
C003,Acinetobacter,R3,53.05,5.89,5.879979488024806
C003,Acinetobacter,R3,54.05,5.87,5.873934791981534
C003,Acinetobacter,R3,55.05,5.86,5.8652800159125595
C003,Acinetobacter,R3,56.05,5.86,5.854620696925813
C003,Acinetobacter,R3,57.05,5.84,5.842548514544289
C003,Acinetobacter,R3,58.05,5.83,5.829673122190588
C003,Acinetobacter,R3,59.05,5.81,5.8165294533944625
C003,Acinetobacter,R3,60.05,5.8,5.8033355882147
C003,Acinetobacter,R3,61.05,5.79,5.790093574299239
C003,Acinetobacter,R3,62.05,5.79,5.776258183123642
C003,Acinetobacter,R3,63.05,5.76,5.7614122127442915
C003,Acinetobacter,R3,64.05,5.74,5.746197843713261
C003,Acinetobacter,R3,65.05,5.73,5.731370517219573
C003,Acinetobacter,R3,66.05,5.72,5.717079334504379
C003,Acinetobacter,R3,67.05,5.7,5.703344566426783
C003,Acinetobacter,R3,68.05,5.69,5.6902775022656105
C003,Acinetobacter,R3,69.05,5.67,5.677890984517235
C003,Acinetobacter,R3,70.05,5.67,5.66571305012851
C003,Acinetobacter,R3,71.05,5.65,5.653098909292211
C003,Acinetobacter,R3,72.05,5.65,5.63919727073435
C003,Acinetobacter,R3,73.05,5.63,5.623365093087041
C003,Acinetobacter,R3,74.05,5.6,5.60599883607361
C003,Acinetobacter,R3,75.05,5.59,5.587745408273555
C003,Acinetobacter,R3,76.05,5.56,5.5692140125998595
C003,Acinetobacter,R3,77.05,5.55,5.550833037477904
C003,Acinetobacter,R3,78.05,5.54,5.532345319049173
C003,Acinetobacter,R3,79.05,5.51,5.51342742607408
C003,Acinetobacter,R3,80.05,5.5,5.494176410072638
C003,Acinetobacter,R3,81.05,5.47,5.474827146321567
C003,Acinetobacter,R3,82.05,5.46,5.455745322364807
C003,Acinetobacter,R3,83.05,5.43,5.437293904952657
C003,Acinetobacter,R3,84.05,5.42,5.419694165393649
C003,Acinetobacter,R3,85.05,5.4,5.40300121430666
C003,Acinetobacter,R3,86.05,5.38,5.386747214993718
C003,Acinetobacter,R3,87.05,5.38,5.370311251223759
C003,Acinetobacter,R3,88.05,5.36,5.352983035950186
C003,Acinetobacter,R3,89.05,5.33,5.334213838814451
C003,Acinetobacter,R3,90.05,5.31,5.314190527025726
C003,Acinetobacter,R3,91.05,5.3,5.293210987609655
C003,Acinetobacter,R3,92.05,5.27,5.271281589290044
C003,Acinetobacter,R3,93.05,5.25,5.248400230799606
C003,Acinetobacter,R3,94.05,5.22,5.224822449208529
C003,Acinetobacter,R3,95.05,5.21,5.2008869024403
C003,Acinetobacter,R3,96.05,5.17,5.177007093494146
C003,Acinetobacter,R3,97.05,5.15,5.1535456127682835
C003,Acinetobacter,R3,98.05,5.13,5.130586555181152
C003,Acinetobacter,R3,99.05,5.11,5.10807815646961
C003,Acinetobacter,R3,100.05,5.08,5.085703711123977
C003,Acinetobacter,R3,101.05,5.07,5.063074894332496
C003,Acinetobacter,R3,102.05,5.04,5.039781845321627
C003,Acinetobacter,R3,103.05,5.02,5.015542304311116
C003,Acinetobacter,R3,104.05,4.99,4.990605951455631
C003,Acinetobacter,R3,105.05,4.96,4.965344577286204
C003,Acinetobacter,R3,106.05,4.94,4.9400864739044135
C003,Acinetobacter,R3,107.05,4.91,4.914971446186903
C003,Acinetobacter,R3,108.05,4.89,4.88942884854002
C003,Acinetobacter,R3,109.05,4.88,4.862906255987585
C003,Acinetobacter,R3,110.05,4.83,4.83563457649361
C003,Acinetobacter,R3,111.05,4.8,4.808006492882344
C003,Acinetobacter,R3,112.05,4.77,4.780278454478771
C003,Acinetobacter,R3,113.05,4.77,4.7525256297682885
C003,Acinetobacter,R3,114.05,4.72,4.724234297377217
C003,Acinetobacter,R3,115.05,4.7,4.694962850762158
C003,Acinetobacter,R3,116.05,4.66,4.665147032559908
C003,Acinetobacter,R3,117.05,4.63,4.635301885509854
C003,Acinetobacter,R3,118.05,4.61,4.605382303581526
C003,Acinetobacter,R3,119.05,4.57,4.575170446454401
C003,Acinetobacter,R3,120.05,4.55,4.544317685417604
C003,Acinetobacter,R3,121.05,4.51,4.5125067024791425
C003,Acinetobacter,R3,122.05,4.49,4.47967621091292
C003,Acinetobacter,R3,123.05,4.43,4.445854299941476
C003,Acinetobacter,R3,124.05,4.43,4.4111705313159835
C003,Acinetobacter,R3,125.05,4.36,4.375813629268883
C003,Acinetobacter,R3,126.05,4.35,4.340107495429018
C003,Acinetobacter,R3,127.05,4.29,4.304295400767235
C003,Acinetobacter,R3,128.05,4.28,4.268162916225967
C003,Acinetobacter,R3,129.05,4.23,4.231449843069331
C003,Acinetobacter,R3,130.05,4.19,4.194170603876585
C003,Acinetobacter,R3,131.05,4.16,4.156369092487916
C003,Acinetobacter,R3,132.05,4.12,4.11793246647211
C003,Acinetobacter,R3,133.05,4.08,4.078831754062158
C003,Acinetobacter,R3,134.05,4.04,4.039530202419274
C003,Acinetobacter,R3,135.05,3.99,4.000485523886179
C003,Acinetobacter,R3,136.05,3.96,3.9616410726033378
C003,Acinetobacter,R3,137.05,3.93,3.922758832808399
C003,Acinetobacter,R3,138.05,3.88,3.8833896673299892
C003,Acinetobacter,R3,139.05,3.84,3.8430063016523603
C003,Acinetobacter,R3,140.05,3.81,3.800980033291282
C003,Acinetobacter,R3,141.05,3.77,3.75693163426912
C003,Acinetobacter,R3,142.05,3.7,3.711581202603135
C003,Acinetobacter,R3,143.05,3.66,3.665814075169258
C003,Acinetobacter,R3,144.05,3.62,3.6200772182832375
C003,Acinetobacter,R3,145.05,3.57,3.574535896220884
C003,Acinetobacter,R3,146.05,3.53,3.52866693565843
C003,Acinetobacter,R3,147.05,3.49,3.4818502274041734
C003,Acinetobacter,R3,148.05,3.43,3.4337663563942518
C003,Acinetobacter,R3,149.05,3.39,3.3842705393591705
C003,Acinetobacter,R3,150.05,3.33,3.333615826079071
C003,Acinetobacter,R3,151.05,3.28,3.2820987112282256
C003,Acinetobacter,R3,152.05,3.23,3.2297916360077914
C003,Acinetobacter,R3,153.05,3.18,3.1767171741888283
C003,Acinetobacter,R3,154.05,3.12,3.12292248329511
C003,Acinetobacter,R3,155.05,3.07,3.0684657177536905
C003,Acinetobacter,R3,156.05,3.01,3.0134244358520506
C003,Acinetobacter,R3,157.05,2.96,2.9578354860058536
C003,Acinetobacter,R3,158.05,2.9,2.901553473283051
C003,Acinetobacter,R3,159.05,2.85,2.8444411391525253
C003,Acinetobacter,R3,160.05,2.78,2.7865760140345923
C003,Acinetobacter,R3,161.05,2.73,2.728043741297329
C003,Acinetobacter,R3,162.05,2.67,2.668747627148429
C003,Acinetobacter,R3,163.05,2.61,2.6085863679171633
C003,Acinetobacter,R3,164.05,2.54,2.547622557579479
C003,Acinetobacter,R3,165.05,2.49,2.4858746674218155
C003,Acinetobacter,R3,166.05,2.43,2.423020780325918
C003,Acinetobacter,R3,167.05,2.36,2.3588385066303186
C003,Acinetobacter,R3,168.05,2.28,2.2938439549054213
C003,Acinetobacter,R3,169.05,2.23,2.2285079807469113
C003,Acinetobacter,R3,170.05,2.17,2.1623819296197064
C003,Acinetobacter,R3,171.05,2.09,2.0948831343826284
C003,Acinetobacter,R3,172.05,2.03,2.0258123876008733
C003,Acinetobacter,R3,173.05,1.96,1.9551401205194374
C003,Acinetobacter,R3,174.05,1.88,1.8831318593961632
C003,Acinetobacter,R3,175.05,1.81,1.8101452206067632
C003,Acinetobacter,R3,176.05,1.73,1.736611085985566
C003,Acinetobacter,R3,177.05,1.66,1.6627867612505098
C003,Acinetobacter,R3,178.05,1.59,1.5881619821953545
C003,Acinetobacter,R3,179.05,1.52,1.5121198112116139
C003,Acinetobacter,R3,180.05,1.43,1.4343841870059655
C003,Acinetobacter,R3,181.05,1.36,1.3548388418492725
C003,Acinetobacter,R3,182.05,1.27,1.2736658059539707
C003,Acinetobacter,R3,183.05,1.19,1.1910767959525908
C003,Acinetobacter,R3,184.05,1.11,1.107103976216494
C003,Acinetobacter,R3,185.05,1.02,1.0217693015596954
C004,Acinetobacter,R4,64.05,6.27,6.267710556202211
C004,Acinetobacter,R4,65.05,6.26,6.267093570469613
C004,Acinetobacter,R4,66.05,6.28,6.262968318770189
C004,Acinetobacter,R4,67.05,6.26,6.254511437946443
C004,Acinetobacter,R4,68.05,6.24,6.24216627066282
C004,Acinetobacter,R4,69.05,6.22,6.226648999669038
C004,Acinetobacter,R4,70.05,6.22,6.208500462233962
C004,Acinetobacter,R4,71.05,6.19,6.188379077407183
C004,Acinetobacter,R4,72.05,6.16,6.1675889368420265
C004,Acinetobacter,R4,73.05,6.14,6.147408042686999
C004,Acinetobacter,R4,74.05,6.12,6.12836436646765
C004,Acinetobacter,R4,75.05,6.11,6.1105281558076205
C004,Acinetobacter,R4,76.05,6.1,6.092888793345874
C004,Acinetobacter,R4,77.05,6.08,6.074361771609908
C004,Acinetobacter,R4,78.05,6.05,6.054647887666009
C004,Acinetobacter,R4,79.05,6.04,6.033705410316499
C004,Acinetobacter,R4,80.05,6.02,6.011737190769022
C004,Acinetobacter,R4,81.05,5.98,5.989138943328842
C004,Acinetobacter,R4,82.05,5.96,5.966833252286325
C004,Acinetobacter,R4,83.05,5.94,5.945544527241798
C004,Acinetobacter,R4,84.05,5.93,5.924677609050316
C004,Acinetobacter,R4,85.05,5.91,5.903450996937975
C004,Acinetobacter,R4,86.05,5.88,5.881657392360299
C004,Acinetobacter,R4,87.05,5.86,5.859270568460899
C004,Acinetobacter,R4,88.05,5.83,5.836414382906326
C004,Acinetobacter,R4,89.05,5.82,5.813212713265671
C004,Acinetobacter,R4,90.05,5.79,5.789639432195275
C004,Acinetobacter,R4,91.05,5.76,5.765642838393946
C004,Acinetobacter,R4,92.05,5.74,5.741218939643104
C004,Acinetobacter,R4,93.05,5.72,5.716320635577077
C004,Acinetobacter,R4,94.05,5.7,5.69068068415923
C004,Acinetobacter,R4,95.05,5.66,5.66417452063042
C004,Acinetobacter,R4,96.05,5.63,5.637468431012452
C004,Acinetobacter,R4,97.05,5.61,5.611196542606862
C004,Acinetobacter,R4,98.05,5.59,5.585073497053138
C004,Acinetobacter,R4,99.05,5.56,5.558720302618542
C004,Acinetobacter,R4,100.05,5.53,5.532302919743496
C004,Acinetobacter,R4,101.05,5.5,5.5059805189086815
C004,Acinetobacter,R4,102.05,5.47,5.479340158582643
C004,Acinetobacter,R4,103.05,5.47,5.4517813152075885
C004,Acinetobacter,R4,104.05,5.43,5.422525249132509
C004,Acinetobacter,R4,105.05,5.39,5.391127081562575
C004,Acinetobacter,R4,106.05,5.35,5.35865559322092
C004,Acinetobacter,R4,107.05,5.32,5.326232468730932
C004,Acinetobacter,R4,108.05,5.3,5.293677348799083
C004,Acinetobacter,R4,109.05,5.27,5.260666480046353
C004,Acinetobacter,R4,110.05,5.22,5.227604576668724
C004,Acinetobacter,R4,111.05,5.19,5.195006489589849
C004,Acinetobacter,R4,112.05,5.16,5.163099149069087
C004,Acinetobacter,R4,113.05,5.13,5.1318407432489375
C004,Acinetobacter,R4,114.05,5.1,5.1004024124687355
C004,Acinetobacter,R4,115.05,5.08,5.06789921161545
C004,Acinetobacter,R4,116.05,5.04,5.034008901569762
C004,Acinetobacter,R4,117.05,4.99,4.998741868819361
C004,Acinetobacter,R4,118.05,4.97,4.962876296286273
C004,Acinetobacter,R4,119.05,4.91,4.9272027027619
C004,Acinetobacter,R4,120.05,4.9,4.891793154080796
C004,Acinetobacter,R4,121.05,4.85,4.856467436362415
C004,Acinetobacter,R4,122.05,4.83,4.82075466982263
C004,Acinetobacter,R4,123.05,4.78,4.784188909714961
C004,Acinetobacter,R4,124.05,4.75,4.746614617347081
C004,Acinetobacter,R4,125.05,4.71,4.708023906690208
