n_paired_fits,cor_r_main_r_05,median_r_ratio,q25_r_ratio,q75_r_ratio,max_abs_r_ratio_minus1,cor_K_main_K_05,median_K_ratio,q25_K_ratio,q75_K_ratio,max_abs_K_ratio_minus1
75,0.9999280251473079,1,0.9972609949508972,1.002207530963787,0.011087446464652873,0.9999113399800433,1.0001393709928106,0.996944864359244,1.0036109206549044,0.013577138132849331
