Time,Taxon,Replicate,Oxygen,series_id,curve_code,O2_fit,peak_time,end_time_chosen,end_reason
98.05,Acinetobacter,R1,5.25,Acinetobacter | Rep=R1,C001,5.251774768950003,43.03,168.05,hybrid_drop_fraction
99.05,Acinetobacter,R1,5.22,Acinetobacter | Rep=R1,C001,5.223036180851059,43.03,168.05,hybrid_drop_fraction
100.05,Acinetobacter,R1,5.18,Acinetobacter | Rep=R1,C001,5.1940818477060935,43.03,168.05,hybrid_drop_fraction
101.05,Acinetobacter,R1,5.18,Acinetobacter | Rep=R1,C001,5.164986351942349,43.03,168.05,hybrid_drop_fraction
102.05,Acinetobacter,R1,5.13,Acinetobacter | Rep=R1,C001,5.135175922899634,43.03,168.05,hybrid_drop_fraction
103.05,Acinetobacter,R1,5.11,Acinetobacter | Rep=R1,C001,5.104051965364244,43.03,168.05,hybrid_drop_fraction
104.05,Acinetobacter,R1,5.07,Acinetobacter | Rep=R1,C001,5.07156493899583,43.03,168.05,hybrid_drop_fraction
105.05,Acinetobacter,R1,5.04,Acinetobacter | Rep=R1,C001,5.037872768925942,43.03,168.05,hybrid_drop_fraction
106.05,Acinetobacter,R1,5.01,Acinetobacter | Rep=R1,C001,5.003414187300335,43.03,168.05,hybrid_drop_fraction
107.05,Acinetobacter,R1,4.95,Acinetobacter | Rep=R1,C001,4.9686237796970945,43.03,168.05,hybrid_drop_fraction
108.05,Acinetobacter,R1,4.94,Acinetobacter | Rep=R1,C001,4.933638738409368,43.03,168.05,hybrid_drop_fraction
109.05,Acinetobacter,R1,4.9,Acinetobacter | Rep=R1,C001,4.898454398666673,43.03,168.05,hybrid_drop_fraction
110.05,Acinetobacter,R1,4.87,Acinetobacter | Rep=R1,C001,4.862796060728935,43.03,168.05,hybrid_drop_fraction
111.05,Acinetobacter,R1,4.82,Acinetobacter | Rep=R1,C001,4.826465904708455,43.03,168.05,hybrid_drop_fraction
112.05,Acinetobacter,R1,4.79,Acinetobacter | Rep=R1,C001,4.789843665096652,43.03,168.05,hybrid_drop_fraction
113.05,Acinetobacter,R1,4.75,Acinetobacter | Rep=R1,C001,4.7532982117582945,43.03,168.05,hybrid_drop_fraction
114.05,Acinetobacter,R1,4.71,Acinetobacter | Rep=R1,C001,4.716577401672414,43.03,168.05,hybrid_drop_fraction
115.05,Acinetobacter,R1,4.69,Acinetobacter | Rep=R1,C001,4.6792646747476345,43.03,168.05,hybrid_drop_fraction
116.05,Acinetobacter,R1,4.64,Acinetobacter | Rep=R1,C001,4.640906815496701,43.03,168.05,hybrid_drop_fraction
117.05,Acinetobacter,R1,4.6,Acinetobacter | Rep=R1,C001,4.60110644833153,43.03,168.05,hybrid_drop_fraction
118.05,Acinetobacter,R1,4.56,Acinetobacter | Rep=R1,C001,4.5597262126566,43.03,168.05,hybrid_drop_fraction
119.05,Acinetobacter,R1,4.53,Acinetobacter | Rep=R1,C001,4.5168071107246694,43.03,168.05,hybrid_drop_fraction
120.05,Acinetobacter,R1,4.46,Acinetobacter | Rep=R1,C001,4.472843581189012,43.03,168.05,hybrid_drop_fraction
121.05,Acinetobacter,R1,4.43,Acinetobacter | Rep=R1,C001,4.428378746009011,43.03,168.05,hybrid_drop_fraction
122.05,Acinetobacter,R1,4.38,Acinetobacter | Rep=R1,C001,4.383697023967952,43.03,168.05,hybrid_drop_fraction
123.05,Acinetobacter,R1,4.34,Acinetobacter | Rep=R1,C001,4.338929013804364,43.03,168.05,hybrid_drop_fraction
124.05,Acinetobacter,R1,4.29,Acinetobacter | Rep=R1,C001,4.293848737253878,43.03,168.05,hybrid_drop_fraction
125.05,Acinetobacter,R1,4.25,Acinetobacter | Rep=R1,C001,4.24814289615683,43.03,168.05,hybrid_drop_fraction
126.05,Acinetobacter,R1,4.21,Acinetobacter | Rep=R1,C001,4.201505489775257,43.03,168.05,hybrid_drop_fraction
127.05,Acinetobacter,R1,4.14,Acinetobacter | Rep=R1,C001,4.153643740000743,43.03,168.05,hybrid_drop_fraction
128.05,Acinetobacter,R1,4.11,Acinetobacter | Rep=R1,C001,4.1043104618213695,43.03,168.05,hybrid_drop_fraction
129.05,Acinetobacter,R1,4.06,Acinetobacter | Rep=R1,C001,4.053278212626072,43.03,168.05,hybrid_drop_fraction
130.05,Acinetobacter,R1,4,Acinetobacter | Rep=R1,C001,4.00035292631071,43.03,168.05,hybrid_drop_fraction
131.05,Acinetobacter,R1,3.95,Acinetobacter | Rep=R1,C001,3.945529856447776,43.03,168.05,hybrid_drop_fraction
132.05,Acinetobacter,R1,3.89,Acinetobacter | Rep=R1,C001,3.889528158809341,43.03,168.05,hybrid_drop_fraction
133.05,Acinetobacter,R1,3.82,Acinetobacter | Rep=R1,C001,3.8331604987522208,43.03,168.05,hybrid_drop_fraction
134.05,Acinetobacter,R1,3.78,Acinetobacter | Rep=R1,C001,3.77688967777264,43.03,168.05,hybrid_drop_fraction
135.05,Acinetobacter,R1,3.71,Acinetobacter | Rep=R1,C001,3.720859683513521,43.03,168.05,hybrid_drop_fraction
136.05,Acinetobacter,R1,3.67,Acinetobacter | Rep=R1,C001,3.6642891120651693,43.03,168.05,hybrid_drop_fraction
137.05,Acinetobacter,R1,3.61,Acinetobacter | Rep=R1,C001,3.606229751818633,43.03,168.05,hybrid_drop_fraction
138.05,Acinetobacter,R1,3.56,Acinetobacter | Rep=R1,C001,3.5459915519205607,43.03,168.05,hybrid_drop_fraction
139.05,Acinetobacter,R1,3.48,Acinetobacter | Rep=R1,C001,3.48325842845316,43.03,168.05,hybrid_drop_fraction
140.05,Acinetobacter,R1,3.41,Acinetobacter | Rep=R1,C001,3.4189520044852584,43.03,168.05,hybrid_drop_fraction
141.05,Acinetobacter,R1,3.35,Acinetobacter | Rep=R1,C001,3.3540077861410262,43.03,168.05,hybrid_drop_fraction
142.05,Acinetobacter,R1,3.29,Acinetobacter | Rep=R1,C001,3.2881791047793905,43.03,168.05,hybrid_drop_fraction
143.05,Acinetobacter,R1,3.23,Acinetobacter | Rep=R1,C001,3.2210412132108988,43.03,168.05,hybrid_drop_fraction
144.05,Acinetobacter,R1,3.15,Acinetobacter | Rep=R1,C001,3.1526392248178645,43.03,168.05,hybrid_drop_fraction
145.05,Acinetobacter,R1,3.08,Acinetobacter | Rep=R1,C001,3.083137490254053,43.03,168.05,hybrid_drop_fraction
146.05,Acinetobacter,R1,3,Acinetobacter | Rep=R1,C001,3.0127074486872543,43.03,168.05,hybrid_drop_fraction
147.05,Acinetobacter,R1,2.95,Acinetobacter | Rep=R1,C001,2.9413188674299016,43.03,168.05,hybrid_drop_fraction
148.05,Acinetobacter,R1,2.88,Acinetobacter | Rep=R1,C001,2.8681277378589796,43.03,168.05,hybrid_drop_fraction
149.05,Acinetobacter,R1,2.79,Acinetobacter | Rep=R1,C001,2.7924207305078217,43.03,168.05,hybrid_drop_fraction
150.05,Acinetobacter,R1,2.71,Acinetobacter | Rep=R1,C001,2.7148210084706337,43.03,168.05,hybrid_drop_fraction
151.05,Acinetobacter,R1,2.63,Acinetobacter | Rep=R1,C001,2.6360527206168047,43.03,168.05,hybrid_drop_fraction
152.05,Acinetobacter,R1,2.56,Acinetobacter | Rep=R1,C001,2.5559074663555643,43.03,168.05,hybrid_drop_fraction
153.05,Acinetobacter,R1,2.48,Acinetobacter | Rep=R1,C001,2.4740445804570723,43.03,168.05,hybrid_drop_fraction
154.05,Acinetobacter,R1,2.39,Acinetobacter | Rep=R1,C001,2.390526888595374,43.03,168.05,hybrid_drop_fraction
155.05,Acinetobacter,R1,2.3,Acinetobacter | Rep=R1,C001,2.305535510884587,43.03,168.05,hybrid_drop_fraction
156.05,Acinetobacter,R1,2.22,Acinetobacter | Rep=R1,C001,2.219321254295249,43.03,168.05,hybrid_drop_fraction
157.05,Acinetobacter,R1,2.13,Acinetobacter | Rep=R1,C001,2.1320367301741903,43.03,168.05,hybrid_drop_fraction
158.05,Acinetobacter,R1,2.04,Acinetobacter | Rep=R1,C001,2.04337208051696,43.03,168.05,hybrid_drop_fraction
159.05,Acinetobacter,R1,1.96,Acinetobacter | Rep=R1,C001,1.9529373152455134,43.03,168.05,hybrid_drop_fraction
160.05,Acinetobacter,R1,1.86,Acinetobacter | Rep=R1,C001,1.860484385338711,43.03,168.05,hybrid_drop_fraction
161.05,Acinetobacter,R1,1.76,Acinetobacter | Rep=R1,C001,1.7657698996226123,43.03,168.05,hybrid_drop_fraction
162.05,Acinetobacter,R1,1.67,Acinetobacter | Rep=R1,C001,1.6684271572552019,43.03,168.05,hybrid_drop_fraction
163.05,Acinetobacter,R1,1.58,Acinetobacter | Rep=R1,C001,1.5681691333456478,43.03,168.05,hybrid_drop_fraction
164.05,Acinetobacter,R1,1.46,Acinetobacter | Rep=R1,C001,1.4651508164758957,43.03,168.05,hybrid_drop_fraction
165.05,Acinetobacter,R1,1.35,Acinetobacter | Rep=R1,C001,1.359567904936405,43.03,168.05,hybrid_drop_fraction
166.05,Acinetobacter,R1,1.26,Acinetobacter | Rep=R1,C001,1.2513369223789166,43.03,168.05,hybrid_drop_fraction
167.05,Acinetobacter,R1,1.15,Acinetobacter | Rep=R1,C001,1.1404076765798525,43.03,168.05,hybrid_drop_fraction
168.05,Acinetobacter,R1,1.03,Acinetobacter | Rep=R1,C001,1.02714228645311,43.03,168.05,hybrid_drop_fraction
44.03,Acinetobacter,R2,5.96,Acinetobacter | Rep=R2,C002,5.947822891207679,44.03,182.05,hybrid_drop_fraction
45.03,Acinetobacter,R2,5.95,Acinetobacter | Rep=R2,C002,5.9463000882550885,44.03,182.05,hybrid_drop_fraction
46.03,Acinetobacter,R2,5.94,Acinetobacter | Rep=R2,C002,5.940597024398302,44.03,182.05,hybrid_drop_fraction
47.03,Acinetobacter,R2,5.94,Acinetobacter | Rep=R2,C002,5.931239436489036,44.03,182.05,hybrid_drop_fraction
48.03,Acinetobacter,R2,5.91,Acinetobacter | Rep=R2,C002,5.919278061309008,44.03,182.05,hybrid_drop_fraction
49.03,Acinetobacter,R2,5.9,Acinetobacter | Rep=R2,C002,5.905753927469362,44.03,182.05,hybrid_drop_fraction
50.05,Acinetobacter,R2,5.9,Acinetobacter | Rep=R2,C002,5.890843273581329,44.03,182.05,hybrid_drop_fraction
51.05,Acinetobacter,R2,5.87,Acinetobacter | Rep=R2,C002,5.875514522597169,44.03,182.05,hybrid_drop_fraction
52.05,Acinetobacter,R2,5.86,Acinetobacter | Rep=R2,C002,5.860030372609756,44.03,182.05,hybrid_drop_fraction
53.05,Acinetobacter,R2,5.84,Acinetobacter | Rep=R2,C002,5.844866731876723,44.03,182.05,hybrid_drop_fraction
54.05,Acinetobacter,R2,5.83,Acinetobacter | Rep=R2,C002,5.830054337467004,44.03,182.05,hybrid_drop_fraction
55.05,Acinetobacter,R2,5.82,Acinetobacter | Rep=R2,C002,5.815513422169615,44.03,182.05,hybrid_drop_fraction
56.05,Acinetobacter,R2,5.8,Acinetobacter | Rep=R2,C002,5.801167372842644,44.03,182.05,hybrid_drop_fraction
57.05,Acinetobacter,R2,5.79,Acinetobacter | Rep=R2,C002,5.7869945088963295,44.03,182.05,hybrid_drop_fraction
58.05,Acinetobacter,R2,5.76,Acinetobacter | Rep=R2,C002,5.773189725880465,44.03,182.05,hybrid_drop_fraction
59.05,Acinetobacter,R2,5.77,Acinetobacter | Rep=R2,C002,5.759867346352185,44.03,182.05,hybrid_drop_fraction
60.05,Acinetobacter,R2,5.74,Acinetobacter | Rep=R2,C002,5.7466028247584395,44.03,182.05,hybrid_drop_fraction
61.05,Acinetobacter,R2,5.74,Acinetobacter | Rep=R2,C002,5.732912152721761,44.03,182.05,hybrid_drop_fraction
62.05,Acinetobacter,R2,5.72,Acinetobacter | Rep=R2,C002,5.718612338677177,44.03,182.05,hybrid_drop_fraction
63.05,Acinetobacter,R2,5.7,Acinetobacter | Rep=R2,C002,5.703644904040606,44.03,182.05,hybrid_drop_fraction
64.05,Acinetobacter,R2,5.69,Acinetobacter | Rep=R2,C002,5.688148405339015,44.03,182.05,hybrid_drop_fraction
65.05,Acinetobacter,R2,5.67,Acinetobacter | Rep=R2,C002,5.672262534464216,44.03,182.05,hybrid_drop_fraction
66.05,Acinetobacter,R2,5.66,Acinetobacter | Rep=R2,C002,5.655934489656354,44.03,182.05,hybrid_drop_fraction
67.05,Acinetobacter,R2,5.64,Acinetobacter | Rep=R2,C002,5.639146068070738,44.03,182.05,hybrid_drop_fraction
68.05,Acinetobacter,R2,5.62,Acinetobacter | Rep=R2,C002,5.622209956174995,44.03,182.05,hybrid_drop_fraction
69.05,Acinetobacter,R2,5.6,Acinetobacter | Rep=R2,C002,5.605444914945228,44.03,182.05,hybrid_drop_fraction
70.05,Acinetobacter,R2,5.59,Acinetobacter | Rep=R2,C002,5.5888631140791425,44.03,182.05,hybrid_drop_fraction
71.05,Acinetobacter,R2,5.57,Acinetobacter | Rep=R2,C002,5.572289899938431,44.03,182.05,hybrid_drop_fraction
72.05,Acinetobacter,R2,5.56,Acinetobacter | Rep=R2,C002,5.5551099168191485,44.03,182.05,hybrid_drop_fraction
73.05,Acinetobacter,R2,5.55,Acinetobacter | Rep=R2,C002,5.5368598669002695,44.03,182.05,hybrid_drop_fraction
74.05,Acinetobacter,R2,5.51,Acinetobacter | Rep=R2,C002,5.518125385958085,44.03,182.05,hybrid_drop_fraction
75.05,Acinetobacter,R2,5.49,Acinetobacter | Rep=R2,C002,5.499620329906702,44.03,182.05,hybrid_drop_fraction
76.05,Acinetobacter,R2,5.48,Acinetobacter | Rep=R2,C002,5.4815225016141556,44.03,182.05,hybrid_drop_fraction
77.05,Acinetobacter,R2,5.47,Acinetobacter | Rep=R2,C002,5.463793355018662,44.03,182.05,hybrid_drop_fraction
78.05,Acinetobacter,R2,5.45,Acinetobacter | Rep=R2,C002,5.4460650013852065,44.03,182.05,hybrid_drop_fraction
79.05,Acinetobacter,R2,5.42,Acinetobacter | Rep=R2,C002,5.427977342613055,44.03,182.05,hybrid_drop_fraction
80.05,Acinetobacter,R2,5.41,Acinetobacter | Rep=R2,C002,5.409530785811803,44.03,182.05,hybrid_drop_fraction
81.05,Acinetobacter,R2,5.39,Acinetobacter | Rep=R2,C002,5.390697747145079,44.03,182.05,hybrid_drop_fraction
82.05,Acinetobacter,R2,5.38,Acinetobacter | Rep=R2,C002,5.3709781737823175,44.03,182.05,hybrid_drop_fraction
83.05,Acinetobacter,R2,5.35,Acinetobacter | Rep=R2,C002,5.349956334292845,44.03,182.05,hybrid_drop_fraction
84.05,Acinetobacter,R2,5.33,Acinetobacter | Rep=R2,C002,5.328026251839803,44.03,182.05,hybrid_drop_fraction
85.05,Acinetobacter,R2,5.3,Acinetobacter | Rep=R2,C002,5.305763744753454,44.03,182.05,hybrid_drop_fraction
86.05,Acinetobacter,R2,5.28,Acinetobacter | Rep=R2,C002,5.283662057438747,44.03,182.05,hybrid_drop_fraction
87.05,Acinetobacter,R2,5.26,Acinetobacter | Rep=R2,C002,5.262006147501655,44.03,182.05,hybrid_drop_fraction
88.05,Acinetobacter,R2,5.24,Acinetobacter | Rep=R2,C002,5.240330399277563,44.03,182.05,hybrid_drop_fraction
89.05,Acinetobacter,R2,5.23,Acinetobacter | Rep=R2,C002,5.21810265188216,44.03,182.05,hybrid_drop_fraction
90.05,Acinetobacter,R2,5.19,Acinetobacter | Rep=R2,C002,5.195275136822941,44.03,182.05,hybrid_drop_fraction
91.05,Acinetobacter,R2,5.17,Acinetobacter | Rep=R2,C002,5.171955336088327,44.03,182.05,hybrid_drop_fraction
92.05,Acinetobacter,R2,5.15,Acinetobacter | Rep=R2,C002,5.1483873411986245,44.03,182.05,hybrid_drop_fraction
93.05,Acinetobacter,R2,5.12,Acinetobacter | Rep=R2,C002,5.124743703237191,44.03,182.05,hybrid_drop_fraction
94.05,Acinetobacter,R2,5.1,Acinetobacter | Rep=R2,C002,5.100774202007685,44.03,182.05,hybrid_drop_fraction
95.05,Acinetobacter,R2,5.09,Acinetobacter | Rep=R2,C002,5.076210796375454,44.03,182.05,hybrid_drop_fraction
96.05,Acinetobacter,R2,5.04,Acinetobacter | Rep=R2,C002,5.051136932732279,44.03,182.05,hybrid_drop_fraction
97.05,Acinetobacter,R2,5.03,Acinetobacter | Rep=R2,C002,5.025740870127897,44.03,182.05,hybrid_drop_fraction
98.05,Acinetobacter,R2,5,Acinetobacter | Rep=R2,C002,5.000278630717457,44.03,182.05,hybrid_drop_fraction
99.05,Acinetobacter,R2,4.97,Acinetobacter | Rep=R2,C002,4.9749648728171945,44.03,182.05,hybrid_drop_fraction
100.05,Acinetobacter,R2,4.95,Acinetobacter | Rep=R2,C002,4.949781036282288,44.03,182.05,hybrid_drop_fraction
101.05,Acinetobacter,R2,4.93,Acinetobacter | Rep=R2,C002,4.924642517697901,44.03,182.05,hybrid_drop_fraction
102.05,Acinetobacter,R2,4.89,Acinetobacter | Rep=R2,C002,4.8994337590301615,44.03,182.05,hybrid_drop_fraction
103.05,Acinetobacter,R2,4.88,Acinetobacter | Rep=R2,C002,4.8739976596125025,44.03,182.05,hybrid_drop_fraction
104.05,Acinetobacter,R2,4.85,Acinetobacter | Rep=R2,C002,4.84804190286661,44.03,182.05,hybrid_drop_fraction
105.05,Acinetobacter,R2,4.82,Acinetobacter | Rep=R2,C002,4.821312425881874,44.03,182.05,hybrid_drop_fraction
106.05,Acinetobacter,R2,4.79,Acinetobacter | Rep=R2,C002,4.793843396330225,44.03,182.05,hybrid_drop_fraction
107.05,Acinetobacter,R2,4.77,Acinetobacter | Rep=R2,C002,4.765664519304226,44.03,182.05,hybrid_drop_fraction
108.05,Acinetobacter,R2,4.73,Acinetobacter | Rep=R2,C002,4.736499418996414,44.03,182.05,hybrid_drop_fraction
109.05,Acinetobacter,R2,4.72,Acinetobacter | Rep=R2,C002,4.7060612031749445,44.03,182.05,hybrid_drop_fraction
110.05,Acinetobacter,R2,4.67,Acinetobacter | Rep=R2,C002,4.674326994810473,44.03,182.05,hybrid_drop_fraction
111.05,Acinetobacter,R2,4.65,Acinetobacter | Rep=R2,C002,4.641521953345603,44.03,182.05,hybrid_drop_fraction
112.05,Acinetobacter,R2,4.6,Acinetobacter | Rep=R2,C002,4.608599368908228,44.03,182.05,hybrid_drop_fraction
113.05,Acinetobacter,R2,4.57,Acinetobacter | Rep=R2,C002,4.576510654108045,44.03,182.05,hybrid_drop_fraction
114.05,Acinetobacter,R2,4.54,Acinetobacter | Rep=R2,C002,4.545471580796663,44.03,182.05,hybrid_drop_fraction
115.05,Acinetobacter,R2,4.52,Acinetobacter | Rep=R2,C002,4.5153722180389995,44.03,182.05,hybrid_drop_fraction
116.05,Acinetobacter,R2,4.48,Acinetobacter | Rep=R2,C002,4.4855354645112975,44.03,182.05,hybrid_drop_fraction
117.05,Acinetobacter,R2,4.46,Acinetobacter | Rep=R2,C002,4.455130723796103,44.03,182.05,hybrid_drop_fraction
118.05,Acinetobacter,R2,4.43,Acinetobacter | Rep=R2,C002,4.423280589489851,44.03,182.05,hybrid_drop_fraction
119.05,Acinetobacter,R2,4.4,Acinetobacter | Rep=R2,C002,4.3894168399542846,44.03,182.05,hybrid_drop_fraction
120.05,Acinetobacter,R2,4.35,Acinetobacter | Rep=R2,C002,4.354254802598464,44.03,182.05,hybrid_drop_fraction
121.05,Acinetobacter,R2,4.31,Acinetobacter | Rep=R2,C002,4.3187301791960335,44.03,182.05,hybrid_drop_fraction
122.05,Acinetobacter,R2,4.27,Acinetobacter | Rep=R2,C002,4.283376619931655,44.03,182.05,hybrid_drop_fraction
123.05,Acinetobacter,R2,4.26,Acinetobacter | Rep=R2,C002,4.248395449383261,44.03,182.05,hybrid_drop_fraction
124.05,Acinetobacter,R2,4.22,Acinetobacter | Rep=R2,C002,4.213060741290841,44.03,182.05,hybrid_drop_fraction
125.05,Acinetobacter,R2,4.17,Acinetobacter | Rep=R2,C002,4.1766346652855,44.03,182.05,hybrid_drop_fraction
126.05,Acinetobacter,R2,4.14,Acinetobacter | Rep=R2,C002,4.139259025400737,44.03,182.05,hybrid_drop_fraction
127.05,Acinetobacter,R2,4.1,Acinetobacter | Rep=R2,C002,4.101189491479216,44.03,182.05,hybrid_drop_fraction
128.05,Acinetobacter,R2,4.07,Acinetobacter | Rep=R2,C002,4.062257562197889,44.03,182.05,hybrid_drop_fraction
129.05,Acinetobacter,R2,4.02,Acinetobacter | Rep=R2,C002,4.022321092969185,44.03,182.05,hybrid_drop_fraction
130.05,Acinetobacter,R2,3.98,Acinetobacter | Rep=R2,C002,3.981767537313202,44.03,182.05,hybrid_drop_fraction
