Taxon,log_R,mu_tax_collapsed
Acinetobacter,2.611760916946766,2.0831091156796333
Acinetobacter,2.616172681652648,2.0848744826529777
Acinetobacter,2.6205844463585306,2.086639849626322
Acinetobacter,2.6249962110644125,2.0884052165996665
Acinetobacter,2.6294079757702953,2.0901705835730113
Acinetobacter,2.6338197404761776,2.0919359505463557
Acinetobacter,2.63823150518206,2.0937013175197
Acinetobacter,2.6426432698879423,2.0954666844930445
Acinetobacter,2.6470550345938246,2.097232051466389
Acinetobacter,2.651466799299707,2.0989974184397333
Acinetobacter,2.6558785640055893,2.100762785413078
Acinetobacter,2.6602903287114716,2.1025281523864225
Acinetobacter,2.664702093417354,2.104293519359767
Acinetobacter,2.6691138581232363,2.1060588863331113
Acinetobacter,2.6735256228291187,2.1078242533064557
Acinetobacter,2.677937387535001,2.1095896202798006
Acinetobacter,2.6823491522408833,2.111354987253145
Acinetobacter,2.6867609169467657,2.1131203542264894
Acinetobacter,2.691172681652648,2.1148857211998338
Acinetobacter,2.6955844463585303,2.116651088173178
Acinetobacter,2.6999962110644127,2.1184164551465225
Acinetobacter,2.704407975770295,2.1201818221198674
Acinetobacter,2.7088197404761774,2.121947189093212
Acinetobacter,2.7132315051820597,2.123712556066556
Acinetobacter,2.717643269887942,2.1254779230399006
Acinetobacter,2.7220550345938244,2.127243290013245
Acinetobacter,2.7264667992997067,2.1290086569865894
Acinetobacter,2.730878564005589,2.130774023959934
Acinetobacter,2.7352903287114714,2.1325393909332786
Acinetobacter,2.7397020934173537,2.134304757906623
Acinetobacter,2.744113858123236,2.1360701248799674
Acinetobacter,2.7485256228291184,2.137835491853312
Acinetobacter,2.7529373875350007,2.1396008588266566
Acinetobacter,2.757349152240883,2.141366225800001
Acinetobacter,2.7617609169467654,2.1431315927733454
Acinetobacter,2.7661726816526477,2.14489695974669
Acinetobacter,2.77058444635853,2.146662326720034
Acinetobacter,2.7749962110644124,2.1484276936933786
Acinetobacter,2.7794079757702947,2.1501930606667234
Acinetobacter,2.7838197404761775,2.151958427640068
Acinetobacter,2.7882315051820594,2.1537237946134122
Acinetobacter,2.792643269887942,2.1554891615867566
Acinetobacter,2.797055034593824,2.157254528560101
Acinetobacter,2.801466799299707,2.159019895533446
Acinetobacter,2.805878564005589,2.1607852625067903
Acinetobacter,2.8102903287114716,2.1625506294801347
Acinetobacter,2.814702093417354,2.164315996453479
Acinetobacter,2.8191138581232362,2.166081363426824
Acinetobacter,2.8235256228291186,2.1678467304001683
Acinetobacter,2.827937387535001,2.1696120973735127
Acinetobacter,2.8323491522408832,2.171377464346857
Acinetobacter,2.8367609169467656,2.1731428313202015
Acinetobacter,2.841172681652648,2.174908198293546
Acinetobacter,2.8455844463585303,2.1766735652668907
Acinetobacter,2.8499962110644126,2.178438932240235
Acinetobacter,2.854407975770295,2.1802042992135795
Acinetobacter,2.8588197404761773,2.181969666186924
Acinetobacter,2.8632315051820596,2.1837350331602683
Acinetobacter,2.867643269887942,2.1855004001336127
Acinetobacter,2.8720550345938243,2.1872657671069575
Acinetobacter,2.8764667992997066,2.189031134080302
Acinetobacter,2.880878564005589,2.1907965010536463
Aeromonas_A,1.9174299754517463,1.8451801669137666
Aeromonas_A,1.9218417401576287,1.846407956798852
Aeromonas_A,1.926253504863511,1.8476357466839377
Aeromonas_A,1.9306652695693933,1.8488635365690231
Aeromonas_A,1.9350770342752757,1.8500913264541088
Aeromonas_A,1.939488798981158,1.8513191163391944
Aeromonas_A,1.9439005636870403,1.8525469062242799
Aeromonas_A,1.9483123283929227,1.8537746961093655
