route,Topt_growth_rate_C,Topt_growth_carbon_C,Topt_respiration_C,Topt_CUE_C,gap_CUE_minus_growth_C,shift_vs_D1_growth,shift_vs_D1_resp,shift_vs_D1_CUE,CUE_in_30_35_band
forward,33.979933110367895,40,37.525083612040135,32.441471571906355,-1.53846153846154,3.110367892134036e-6,3.6120401318839868e-6,1.5719063526375976e-6,TRUE
backward,33.979933110367895,40,37.525083612040135,32.37458193979933,-1.605351170568568,3.110367892134036e-6,3.6120401318839868e-6,-0.06688806020067517,TRUE
none,33.979933110367895,40,37.525083612040135,32.30769230769231,-1.6722408026755886,3.110367892134036e-6,3.6120401318839868e-6,-0.13377769230769587,TRUE
